Distance_(microns),Value
0.00000,5.0000
0.07345,6.8253
0.14689,3.8339
0.22034,15.8270
0.29379,22.7716
0.36723,27.5450
0.44068,37.8235
0.51413,29.3754
0.58758,19.9308
0.66102,10.9862
0.73447,5.6471
0.80792,4.9066
0.88136,6.7059
0.95481,5.3529
1.02826,3.5986
1.10170,1.8824
1.17515,1.2353
1.24860,2.5000
1.32204,5.4810
1.39549,3.4481
1.46894,2.9862
1.54239,5.8633
1.61583,7.7405
1.68928,4.8408
1.76273,4.2699
1.83617,3.0623
1.90962,2.3599
1.98307,3.0121
2.05651,3.5882
2.12996,3.5087
2.20341,4.1557
2.27685,9.2042
2.35030,3.0519
2.42375,5.3080
2.49720,7.0000
