Distance_(microns),Value
0.00000,23.000
0.07345,21.216
0.14689,25.378
0.22034,24.973
0.29379,25.135
0.36723,19.514
0.44068,16.649
0.51413,25.297
0.58758,20.486
0.66102,25.973
0.73447,42.405
0.80792,57.378
0.88136,78.081
0.95481,112.919
1.02826,118.838
1.10170,133.919
1.17515,145.486
1.24860,163.324
1.32204,169.703
1.39549,175.486
1.46894,127.324
1.54239,116.351
1.61583,113.676
1.68928,85.973
1.76273,77.351
1.83617,58.892
1.90962,45.189
1.98307,32.378
2.05651,34.216
2.12996,27.730
2.20341,25.541
2.27685,17.108
2.35030,16.865
2.42375,15.135
2.49720,14.000
2.57064,13.297
2.64409,15.649
2.71754,16.000
