Distance_(microns),Value
0.00000,2.0000
0.07345,3.2198
0.14689,3.7708
0.22034,1.4627
0.29379,3.4037
0.36723,3.3061
0.44068,4.0833
0.51413,2.3500
0.58758,4.7324
0.66102,12.4161
0.73447,23.2194
0.80792,33.4263
0.88136,29.4622
0.95481,11.5584
1.02826,6.8500
1.10170,3.8571
1.17515,0.1261
1.24860,4.2922
1.32204,3.2637
1.39549,4.3420
1.46894,3.8163
1.54239,5.4100
1.61583,8.2351
1.68928,5.3667
1.76273,5.1116
1.83617,0.8418
1.90962,0.8437
1.98307,0.1784
2.05651,1.0500
2.12996,0.6316
2.20341,2.4847
2.27685,2.6778
2.35030,0.8286
2.42375,0.7378
2.49720,2.0714
2.57064,1.7500
