Distance_(microns),Value
0.00000,20.000
0.07345,30.733
0.14689,30.733
0.22034,28.400
0.29379,25.333
0.36723,27.333
0.44068,26.000
0.51413,22.467
0.58758,26.667
0.66102,27.600
0.73447,47.667
0.80792,74.333
0.88136,128.000
0.95481,177.933
1.02826,239.600
1.10170,241.000
1.17515,250.467
1.24860,253.533
1.32204,252.000
1.39549,245.800
1.46894,250.667
1.54239,242.200
1.61583,244.533
1.68928,243.267
1.76273,245.600
1.83617,246.667
1.90962,222.333
1.98307,225.000
2.05651,208.733
2.12996,184.333
2.20341,182.000
2.27685,153.667
2.35030,126.400
2.42375,95.600
2.49720,80.867
2.57064,56.000
2.64409,48.000
2.71754,28.867
2.79098,26.000
2.86443,27.800
2.93788,25.667
3.01132,15.267
3.08477,13.400
3.15822,15.933
3.23166,14.733
3.30511,18.000
