Distance_(microns),Value
0.00000,4.0000
0.07345,6.1481
0.14689,7.9815
0.22034,6.7292
0.29379,7.0370
0.36723,10.6204
0.44068,11.8333
0.51413,23.4954
0.58758,30.0000
0.66102,35.3125
0.73447,44.0556
0.80792,48.0231
0.88136,45.3333
0.95481,47.5370
1.02826,48.6204
1.10170,47.6458
1.17515,47.3333
1.24860,49.1991
1.32204,43.5000
1.39549,42.8495
1.46894,35.8519
1.54239,34.7500
1.61583,32.2130
1.68928,29.4560
1.76273,29.0000
1.83617,38.1574
1.90962,48.9630
1.98307,48.0625
2.05651,55.3333
2.12996,60.3079
2.20341,42.8333
2.27685,34.1366
2.35030,28.5556
2.42375,26.7083
2.49720,21.5278
2.57064,23.6111
2.64409,22.0000
