Distance_(microns),Value
0.00000,0.0000
0.07345,5.0398
0.14689,6.4325
0.22034,16.5017
0.29379,34.8512
0.36723,48.4723
0.44068,50.4498
0.51413,44.4048
0.58758,29.8789
0.66102,16.2388
0.73447,10.1142
0.80792,6.6453
0.88136,4.7509
0.95481,3.6955
1.02826,1.3945
1.10170,8.2370
1.17515,9.5675
1.24860,5.5000
1.32204,1.1557
1.39549,3.1107
1.46894,1.9239
1.54239,1.0623
1.61583,1.5156
1.68928,2.5138
1.76273,0.7612
1.83617,0.2543
1.90962,0.2180
1.98307,0.6055
2.05651,1.3322
2.12996,0.0000
2.20341,1.2734
2.27685,4.7958
2.35030,0.5813
2.42375,9.2716
2.49720,9.0000
