Distance_(microns),Value
0.00000,4.500
0.07345,8.717
0.14689,3.492
0.22034,11.975
0.29379,7.086
0.36723,9.928
0.44068,11.530
0.51413,30.354
0.58758,28.820
0.66102,39.843
0.73447,58.468
0.80792,91.289
0.88136,126.817
0.95481,144.924
1.02826,105.858
1.10170,57.303
1.17515,43.926
1.24860,24.102
1.32204,9.802
1.39549,3.972
1.46894,9.743
1.54239,6.887
1.61583,6.408
1.68928,7.090
1.76273,6.091
1.83617,11.699
1.90962,10.206
1.98307,11.509
2.05651,19.542
2.12996,16.217
2.20341,10.379
2.27685,5.109
2.35030,4.110
2.42375,2.012
2.49720,0.393
2.57064,0.276
2.64409,1.471
2.71754,1.500
2.79098,0.495
2.86443,1.398
2.93788,1.697
3.01132,0.500
