Distance_(microns),Value
0.00000,5.0000
0.07345,2.4355
0.14689,2.6855
0.22034,3.6129
0.29379,3.3629
0.36723,4.1774
0.44068,5.0565
0.51413,7.8790
0.58758,9.5887
0.66102,14.7419
0.73447,18.3548
0.80792,19.0242
0.88136,17.6855
0.95481,10.5242
1.02826,7.9032
1.10170,7.5000
1.17515,4.0000
1.24860,2.3065
1.32204,4.1694
1.39549,5.5887
1.46894,5.1855
1.54239,4.2903
1.61583,5.8790
1.68928,5.9919
1.76273,3.2661
1.83617,8.1694
1.90962,7.8226
1.98307,4.2581
2.05651,4.6935
2.12996,4.1290
2.20341,3.7823
2.27685,4.0000
