Distance_(microns),Value
0.00000,15.000
0.07345,12.568
0.14689,15.432
0.22034,13.676
0.29379,13.838
0.36723,13.000
0.44068,14.405
0.51413,15.027
0.58758,4.811
0.66102,15.946
0.73447,12.405
0.80792,24.811
0.88136,53.649
0.95481,66.919
1.02826,84.216
1.10170,107.027
1.17515,145.000
1.24860,122.568
1.32204,115.135
1.39549,117.946
1.46894,133.730
1.54239,118.243
1.61583,107.946
1.68928,89.432
1.76273,75.000
1.83617,61.730
1.90962,54.135
1.98307,45.270
2.05651,42.784
2.12996,29.811
2.20341,34.324
2.27685,20.405
2.35030,15.541
2.42375,9.432
2.49720,11.973
2.57064,6.432
2.64409,5.432
2.71754,8.000
