Distance_(microns),Value
0.00000,2.0000
0.07345,3.9143
0.14689,4.0571
0.22034,1.5143
0.29379,2.4571
0.36723,6.5714
0.44068,4.6571
0.51413,16.2000
0.58758,17.2286
0.66102,17.2286
0.73447,10.7143
0.80792,18.6857
0.88136,9.2857
0.95481,10.1429
1.02826,7.4000
1.10170,5.5714
1.17515,8.8286
1.24860,6.5143
1.32204,7.4000
1.39549,3.8286
1.46894,3.1429
1.54239,6.2000
1.61583,3.8857
1.68928,4.6571
1.76273,2.3143
1.83617,2.1429
1.90962,9.9143
1.98307,1.1429
2.05651,6.0000
2.12996,1.0000
2.20341,5.0000
2.27685,2.8857
2.35030,3.7429
2.42375,2.0571
2.49720,0.0857
2.57064,3.0000
