Distance_(microns),Value
0.00000,10.000
0.07345,13.375
0.14689,6.500
0.22034,5.500
0.29379,6.500
0.36723,10.375
0.44068,3.000
0.51413,2.875
0.58758,4.000
0.66102,4.625
0.73447,15.000
0.80792,24.500
0.88136,46.500
0.95481,59.375
1.02826,105.000
1.10170,163.625
1.17515,161.000
1.24860,168.000
1.32204,171.750
1.39549,163.000
1.46894,184.000
1.54239,155.000
1.61583,128.000
1.68928,125.500
1.76273,83.000
1.83617,78.250
1.90962,60.750
1.98307,52.125
2.05651,33.500
2.12996,19.500
2.20341,15.000
2.27685,20.500
2.35030,7.000
