Distance_(microns),Value
0.00000,5.0000
0.07345,5.0968
0.14689,2.9677
0.22034,6.7097
0.29379,3.7742
0.36723,5.0645
0.44068,9.2581
0.51413,12.2903
0.58758,14.0968
0.66102,14.2581
0.73447,17.8387
0.80792,9.1290
0.88136,12.5161
0.95481,10.4839
1.02826,4.7097
1.10170,6.0000
1.17515,8.0000
1.24860,4.6452
1.32204,5.2903
1.39549,5.7742
1.46894,5.8710
1.54239,6.9355
1.61583,3.3871
1.68928,3.2258
1.76273,5.3548
1.83617,5.3548
1.90962,4.5161
1.98307,3.6129
2.05651,2.2903
2.12996,1.1935
2.20341,2.2903
2.27685,4.0000
