Distance_(microns),Value
0.00000,11.000
0.07345,9.286
0.14689,5.229
0.22034,9.686
0.29379,8.457
0.36723,11.857
0.44068,9.857
0.51413,21.600
0.58758,41.229
0.66102,74.943
0.73447,108.143
0.80792,143.543
0.88136,162.486
0.95481,180.343
1.02826,185.000
1.10170,164.143
1.17515,147.629
1.24860,137.971
1.32204,121.914
1.39549,98.514
1.46894,77.571
1.54239,64.600
1.61583,48.114
1.68928,49.000
1.76273,36.714
1.83617,30.429
1.90962,25.286
1.98307,29.686
2.05651,20.600
2.12996,19.686
2.20341,31.286
2.27685,22.543
2.35030,19.257
2.42375,20.657
2.49720,7.371
2.57064,9.000
