Distance_(microns),Value
0.00000,4.000
0.07345,5.047
0.14689,5.907
0.22034,9.000
0.29379,12.000
0.36723,17.721
0.44068,12.860
0.51413,13.186
0.58758,16.256
0.66102,17.744
0.73447,33.070
0.80792,60.535
0.88136,80.023
0.95481,129.605
1.02826,152.907
1.10170,180.744
1.17515,169.628
1.24860,198.116
1.32204,198.605
1.39549,218.977
1.46894,199.442
1.54239,182.953
1.61583,193.395
1.68928,159.279
1.76273,137.558
1.83617,130.279
1.90962,106.465
1.98307,105.605
2.05651,78.256
2.12996,67.442
2.20341,70.860
2.27685,53.721
2.35030,60.116
2.42375,30.930
2.49720,28.326
2.57064,24.512
2.64409,13.837
2.71754,17.047
2.79098,9.116
2.86443,14.977
2.93788,12.419
3.01132,21.302
3.08477,11.930
3.15822,10.000
