Distance_(microns),Value
0.00000,6.0000
0.07345,2.3478
0.14689,1.1739
0.22034,7.2174
0.29379,3.9565
0.36723,5.7391
0.44068,8.3913
0.51413,12.8261
0.58758,18.0870
0.66102,17.7826
0.73447,22.3043
0.80792,14.6957
0.88136,15.7826
0.95481,10.1304
1.02826,8.4783
1.10170,6.3043
1.17515,11.0870
1.24860,11.9565
1.32204,9.4348
1.39549,13.5652
1.46894,12.1739
1.54239,9.1739
1.61583,7.9130
1.68928,6.0000
1.76273,9.3913
1.83617,1.8261
1.90962,3.5217
1.98307,3.0000
2.05651,3.7391
2.12996,5.9565
2.20341,5.2174
2.27685,3.6087
2.35030,1.0870
2.42375,5.3478
2.49720,5.1739
2.57064,5.8261
2.64409,1.2609
2.71754,1.6522
2.79098,3.0870
2.86443,2.8261
2.93788,4.5217
3.01132,1.0000
3.08477,5.3043
3.15822,3.0000
3.23166,1.6522
3.30511,4.8261
3.37856,2.0000
