Distance_(microns),Value
0.00000,3.0000
0.07345,6.1250
0.14689,8.2500
0.22034,9.5625
0.29379,12.5000
0.36723,14.8750
0.44068,16.0000
0.51413,16.3750
0.58758,22.0000
0.66102,11.1875
0.73447,7.5000
0.80792,8.6250
0.88136,9.5000
0.95481,7.6250
1.02826,7.2500
1.10170,8.1875
1.17515,6.0000
1.24860,3.9375
1.32204,4.2500
1.39549,6.5000
1.46894,4.5000
1.54239,4.4375
1.61583,3.2500
1.68928,5.6250
1.76273,10.0000
1.83617,4.8750
1.90962,5.2500
1.98307,6.1875
2.05651,7.0000
2.12996,6.5625
2.20341,3.7500
2.27685,5.0625
2.35030,3.0000
2.42375,4.0000
2.49720,4.2500
2.57064,3.5625
2.64409,3.5000
2.71754,3.5000
2.79098,5.0000
2.86443,8.0000
2.93788,7.0000
