Distance_(microns),Value
0.00000,12.500
0.07345,16.849
0.14689,12.022
0.22034,11.583
0.29379,14.080
0.36723,11.752
0.44068,11.828
0.51413,21.439
0.58758,31.654
0.66102,47.452
0.73447,91.988
0.80792,119.888
0.88136,176.284
0.95481,212.881
1.02826,242.394
1.10170,253.575
1.17515,255.000
1.24860,255.000
1.32204,255.000
1.39549,255.000
1.46894,255.000
1.54239,254.975
1.61583,254.990
1.68928,255.000
1.76273,254.293
1.83617,252.025
1.90962,241.985
1.98307,221.544
2.05651,183.430
2.12996,171.158
2.20341,148.214
2.27685,124.715
2.35030,106.402
2.42375,97.240
2.49720,82.878
2.57064,70.167
2.64409,62.466
2.71754,49.619
2.79098,44.691
2.86443,40.349
2.93788,32.893
3.01132,28.500
