Distance_(microns),Value
0.00000,9.000
0.07345,9.080
0.14689,8.240
0.22034,8.960
0.29379,13.880
0.36723,16.000
0.44068,26.240
0.51413,42.960
0.58758,60.320
0.66102,83.520
0.73447,118.000
0.80792,125.400
0.88136,124.320
0.95481,139.360
1.02826,155.760
1.10170,134.000
1.17515,152.160
1.24860,172.040
1.32204,187.080
1.39549,188.200
1.46894,218.000
1.54239,195.720
1.61583,198.720
1.68928,189.880
1.76273,147.480
1.83617,133.000
1.90962,110.680
1.98307,90.720
2.05651,80.400
2.12996,61.360
2.20341,45.000
2.27685,45.600
2.35030,33.280
2.42375,25.280
2.49720,24.520
2.57064,24.000
2.64409,22.280
2.71754,16.760
2.79098,10.760
2.86443,8.080
2.93788,12.000
