Distance_(microns),Value
0.00000,9.118
0.07345,12.413
0.14689,11.147
0.22034,10.816
0.29379,7.718
0.36723,15.732
0.44068,15.076
0.51413,15.555
0.58758,13.274
0.66102,18.262
0.73447,17.318
0.80792,16.735
0.88136,21.064
0.95481,28.778
1.02826,44.209
1.10170,68.570
1.17515,89.244
1.24860,118.841
1.32204,150.610
1.39549,162.204
1.46894,169.902
1.54239,176.750
1.61583,197.677
1.68928,192.658
1.76273,182.016
1.83617,165.385
1.90962,160.976
1.98307,156.544
2.05651,159.583
2.12996,130.740
2.20341,112.202
2.27685,111.093
2.35030,98.013
2.42375,90.447
2.49720,70.146
2.57064,56.889
2.64409,48.477
2.71754,37.651
2.79098,29.581
2.86443,27.612
2.93788,24.711
3.01132,15.097
3.08477,20.084
