Distance_(microns),Value
0.00000,25.000
0.07345,28.857
0.14689,22.000
0.22034,23.857
0.29379,31.333
0.36723,24.238
0.44068,32.429
0.51413,19.167
0.58758,17.048
0.66102,18.000
0.73447,27.714
0.80792,40.429
0.88136,78.000
0.95481,131.548
1.02826,180.667
1.10170,232.500
1.17515,246.333
1.24860,253.810
1.32204,253.857
1.39549,255.000
1.46894,254.524
1.54239,252.500
1.61583,250.714
1.68928,242.881
1.76273,232.571
1.83617,233.071
1.90962,209.714
1.98307,175.000
2.05651,147.333
2.12996,113.286
2.20341,99.000
2.27685,96.214
2.35030,63.762
2.42375,65.643
2.49720,50.238
2.57064,52.333
2.64409,41.286
2.71754,29.071
2.79098,29.714
2.86443,23.429
2.93788,14.905
3.01132,16.143
3.08477,29.000
