Distance_(microns),Value
0.00000,1.5000
0.07345,1.7108
0.14689,4.2801
0.22034,6.3872
0.29379,3.8025
0.36723,2.4107
0.44068,5.6389
0.51413,16.3000
0.58758,45.3241
0.66102,70.5000
0.73447,58.6373
0.80792,40.5523
0.88136,21.5556
0.95481,11.3634
1.02826,7.1813
1.10170,4.9271
1.17515,2.7160
1.24860,7.1628
1.32204,6.9375
1.39549,3.3600
1.46894,6.1852
1.54239,3.8490
1.61583,2.3272
1.68928,6.6036
1.76273,1.9722
1.83617,2.5748
1.90962,4.9452
1.98307,4.0781
2.05651,2.2469
2.12996,3.7232
2.20341,7.8958
2.27685,8.1644
2.35030,2.6481
2.42375,4.4965
2.49720,1.3634
2.57064,0.7222
2.64409,1.819E-11
