Distance_(microns),Value
0.00000,4.0000
0.07345,4.7925
0.14689,3.6190
0.22034,4.4184
0.29379,5.0680
0.36723,5.2143
0.44068,7.2041
0.51413,16.1667
0.58758,36.0680
0.66102,39.2092
0.73447,38.5646
0.80792,37.1667
0.88136,31.8163
0.95481,26.2568
1.02826,21.3333
1.10170,16.6327
1.17515,13.5442
1.24860,10.0544
1.32204,9.7347
1.39549,6.6718
1.46894,4.4558
1.54239,6.7500
1.61583,7.6259
1.68928,5.4677
1.76273,4.6122
1.83617,4.8588
1.90962,3.6735
1.98307,5.8418
2.05651,6.6667
2.12996,4.8997
2.20341,5.8776
2.27685,3.6429
2.35030,4.1293
2.42375,4.4847
2.49720,2.0408
2.57064,1.1667
2.64409,2.2449
2.71754,3.6905
2.79098,1.6871
2.86443,2.3010
2.93788,4.8299
3.01132,3.6497
3.08477,5.0000
