Distance_(microns),Value
0.00000,2.0000
0.07345,4.8019
0.14689,4.6898
0.22034,1.9543
0.29379,2.2133
0.36723,5.8615
0.44068,8.4488
0.51413,7.4515
0.58758,16.5928
0.66102,23.3975
0.73447,41.0748
0.80792,61.7548
0.88136,51.8061
0.95481,31.7188
1.02826,18.0083
1.10170,3.6482
1.17515,7.9446
1.24860,4.6870
1.32204,8.8338
1.39549,2.5000
1.46894,1.2521
1.54239,15.5568
1.61583,6.4986
1.68928,3.7978
1.76273,2.6233
1.83617,1.5831
1.90962,1.5789
1.98307,2.7673
2.05651,2.9003
2.12996,3.0125
2.20341,1.7119
2.27685,0.5166
2.35030,2.5097
2.42375,3.3643
2.49720,3.8089
2.57064,2.2576
2.64409,5.8809
2.71754,0.9211
2.79098,1.0000
