Distance_(microns),Value
0.00000,9.0000
0.07345,6.6757
0.14689,7.5676
0.22034,5.2973
0.29379,3.8378
0.36723,7.5946
0.44068,2.4054
0.51413,3.9730
0.58758,3.5405
0.66102,9.9189
0.73447,18.5676
0.80792,31.6216
0.88136,48.5946
0.95481,39.0811
1.02826,44.6216
1.10170,36.5946
1.17515,35.6757
1.24860,17.8378
1.32204,22.0000
1.39549,12.1081
1.46894,15.0000
1.54239,14.0811
1.61583,22.9730
1.68928,14.5405
1.76273,8.6216
1.83617,13.4865
1.90962,9.1892
1.98307,9.7568
2.05651,4.0541
2.12996,8.7297
2.20341,7.7838
2.27685,6.6486
2.35030,7.3243
2.42375,5.7027
2.49720,3.6486
2.57064,4.0000
2.64409,6.8919
2.71754,5.0000
