Distance_(microns),Value
0.00000,4.7500
0.07345,4.6983
0.14689,5.2931
0.22034,4.4052
0.29379,7.5259
0.36723,12.3879
0.44068,10.6379
0.51413,11.6121
0.58758,14.3103
0.66102,15.1552
0.73447,19.8362
0.80792,29.8707
0.88136,38.7931
0.95481,43.1724
1.02826,51.9483
1.10170,58.6983
1.17515,54.7155
1.24860,52.2414
1.32204,53.4569
1.39549,56.7672
1.46894,48.8621
1.54239,42.3103
1.61583,37.7845
1.68928,27.3621
1.76273,26.4052
1.83617,19.8448
1.90962,15.2328
1.98307,14.0862
2.05651,13.5000
2.12996,11.7500
