Distance_(microns),Value
0.00000,4.0000
0.07345,3.7111
0.14689,5.0667
0.22034,1.2000
0.29379,4.2222
0.36723,4.3333
0.44068,6.2000
0.51413,7.8667
0.58758,9.2222
0.66102,15.4000
0.73447,20.5556
0.80792,23.6667
0.88136,33.0000
0.95481,34.4444
1.02826,30.2000
1.10170,18.0000
1.17515,17.0667
1.24860,14.8222
1.32204,9.6000
1.39549,9.5778
1.46894,7.7778
1.54239,8.0000
1.61583,9.9111
1.68928,7.8222
1.76273,6.0000
1.83617,7.4444
1.90962,7.3333
1.98307,7.2000
2.05651,5.4222
2.12996,4.8222
2.20341,3.0000
2.27685,3.7333
2.35030,3.9111
2.42375,4.2000
2.49720,5.7556
2.57064,5.7778
2.64409,5.8000
2.71754,3.0444
2.79098,4.1556
2.86443,5.0000
2.93788,4.8889
3.01132,4.5556
3.08477,5.6000
3.15822,4.4222
3.23166,4.8000
3.30511,1.0000
