Distance_(microns),Value
0.00000,0.5000
0.07345,2.6029
0.14689,4.2941
0.22034,6.6670
0.29379,7.4810
0.36723,3.1109
0.44068,5.6920
0.51413,15.4736
0.58758,21.6003
0.66102,24.9347
0.73447,21.8478
0.80792,13.7093
0.88136,5.3875
0.95481,2.3824
1.02826,2.3495
1.10170,5.5787
1.17515,4.8824
1.24860,6.0000
1.32204,7.0311
1.39549,3.8798
1.46894,8.5061
1.54239,3.5270
1.61583,5.4637
1.68928,8.2342
1.76273,3.3417
1.83617,1.3977
1.90962,1.8651
1.98307,0.7532
2.05651,2.4135
2.12996,0.0465
2.20341,0.6644
2.27685,0.0584
2.35030,0.9196
2.42375,2.0975
2.49720,4.0000
