Distance_(microns),Value
0.00000,1.611
0.07345,4.721
0.14689,1.447
0.22034,4.001
0.29379,5.776
0.36723,7.037
0.44068,2.378
0.51413,5.959
0.58758,2.927
0.66102,13.390
0.73447,20.120
0.80792,36.789
0.88136,81.167
0.95481,122.616
1.02826,185.422
1.10170,158.322
1.17515,144.481
1.24860,87.105
1.32204,47.146
1.39549,28.013
1.46894,13.533
1.54239,4.858
1.61583,4.104
1.68928,10.472
1.76273,4.755
1.83617,6.918
1.90962,10.323
1.98307,7.932
2.05651,3.584
2.12996,7.098
2.20341,1.734
2.27685,6.797
2.35030,0.986
2.42375,5.802
2.49720,11.230
2.57064,0.070
2.64409,1.555
2.71754,0.844
2.79098,1.434
2.86443,6.185
2.93788,2.662
3.01132,3.917
3.08477,0.087
3.15822,0.000
3.23166,0.004
3.30511,0.318
3.37856,10.007
3.45200,2.000
