Distance_(microns),Value
0.00000,3.5000
0.07345,2.5144
0.14689,5.0413
0.22034,5.2591
0.29379,3.8400
0.36723,4.4971
0.44068,9.4123
0.51413,1.3742
0.58758,4.6293
0.66102,7.3187
0.73447,0.1923
0.80792,13.8013
0.88136,15.0849
0.95481,31.5935
1.02826,31.6563
1.10170,14.5661
1.17515,6.5126
1.24860,5.3386
1.32204,3.9591
1.39549,4.5215
1.46894,9.7440
1.54239,10.0703
1.61583,3.0900
1.68928,2.2646
1.76273,3.7354
1.83617,6.2668
1.90962,1.5111
1.98307,1.6656
2.05651,4.3172
2.12996,6.1908
2.20341,7.4302
2.27685,5.9483
2.35030,8.6101
2.42375,2.8840
2.49720,0.2054
2.57064,0.3451
2.64409,1.3504
2.71754,2.2500
