Distance_(microns),Value
0.00000,13.0000
0.07345,18.2588
0.14689,2.8457
0.22034,5.4106
0.29379,5.2988
0.36723,3.0000
0.44068,3.8718
0.51413,2.4400
0.58758,2.5706
0.66102,11.6188
0.73447,21.1429
0.80792,38.8392
0.88136,63.8531
0.95481,66.6155
1.02826,61.4800
1.10170,44.7143
1.17515,29.0065
1.24860,19.8669
1.32204,7.2996
1.39549,5.9918
1.46894,5.7959
1.54239,4.4800
1.61583,4.7208
1.68928,5.8996
1.76273,4.5927
1.83617,5.7143
1.90962,4.3747
1.98307,1.3657
2.05651,1.3200
2.12996,1.4947
2.20341,4.0408
2.27685,2.1698
2.35030,3.9747
2.42375,4.5641
2.49720,4.3722
2.57064,7.731E-12
