Distance_(microns),Value
0.00000,9.0000
0.07345,9.2957
0.14689,9.1362
0.22034,12.9465
0.29379,27.7568
0.36723,44.2973
0.44068,54.2363
0.51413,60.1048
0.58758,54.1616
0.66102,33.1987
0.73447,25.6894
0.80792,18.9921
0.88136,15.1759
0.95481,10.6455
1.02826,9.0044
1.10170,9.8477
1.17515,12.4865
1.24860,10.9319
1.32204,8.9704
1.39549,7.1152
1.46894,5.6501
1.54239,6.5000
1.61583,6.5579
1.68928,2.6574
1.76273,2.0466
1.83617,1.7841
1.90962,6.2432
1.98307,2.8696
2.05651,5.5015
2.12996,8.6293
2.20341,8.5340
2.27685,7.1667
2.35030,2.9076
2.42375,0.7493
2.49720,2.8944
2.57064,2.6211
2.64409,2.7449
2.71754,4.5000
