Distance_(microns),Value
0.00000,1.0000
0.07345,1.1000
0.14689,4.7000
0.22034,8.4000
0.29379,3.8000
0.36723,6.7500
0.44068,5.7000
0.51413,6.0000
0.58758,3.8000
0.66102,8.7500
0.73447,12.0000
0.80792,10.3500
0.88136,13.0000
0.95481,21.0500
1.02826,21.6000
1.10170,24.5000
1.17515,25.6000
1.24860,15.4500
1.32204,17.0000
1.39549,17.6000
1.46894,7.0000
1.54239,6.1500
1.61583,7.8000
1.68928,10.5500
1.76273,14.4000
1.83617,9.7500
1.90962,11.7000
1.98307,5.0500
2.05651,3.0000
2.12996,4.9000
2.20341,3.0000
2.27685,0.4500
2.35030,5.4000
2.42375,4.7000
2.49720,4.7000
2.57064,2.0000
2.64409,8.2000
2.71754,4.1500
2.79098,2.2000
2.86443,2.9500
2.93788,1.0000
