Distance_(microns),Value
0.00000,3.0000
0.07345,1.4706
0.14689,3.2630
0.22034,5.8279
0.29379,4.0242
0.36723,4.1419
0.44068,8.7059
0.51413,9.6894
0.58758,17.6540
0.66102,27.0104
0.73447,28.9481
0.80792,28.9282
0.88136,23.7751
0.95481,15.2240
1.02826,12.9862
1.10170,9.7682
1.17515,8.1661
1.24860,6.7500
1.32204,5.7889
1.39549,4.3045
1.46894,4.7059
1.54239,6.9343
1.61583,5.9619
1.68928,6.2189
1.76273,6.6505
1.83617,4.0683
1.90962,4.1972
1.98307,3.9628
2.05651,2.1661
2.12996,0.3443
2.20341,2.5052
2.27685,3.1730
2.35030,3.4291
2.42375,3.8702
2.49720,5.0000
