Distance_(microns),Value
0.00000,6.0000
0.07345,3.6250
0.14689,3.5000
0.22034,0.6250
0.29379,0.0000
0.36723,1.8750
0.44068,7.7500
0.51413,7.6250
0.58758,13.0000
0.66102,7.0000
0.73447,11.7500
0.80792,43.6250
0.88136,79.5000
0.95481,83.8750
1.02826,81.0000
1.10170,52.2500
1.17515,20.0000
1.24860,9.8750
1.32204,16.0000
1.39549,2.3750
1.46894,0.5000
1.54239,1.8750
1.61583,1.0000
1.68928,4.2500
1.76273,12.0000
1.83617,7.5000
1.90962,7.0000
1.98307,9.5000
2.05651,5.5000
2.12996,1.3750
2.20341,3.7500
2.27685,1.1250
2.35030,4.0000
