Distance_(microns),Value
0.00000,0.0000
0.07345,0.0698
0.14689,3.0000
0.22034,1.1395
0.29379,1.2791
0.36723,3.2326
0.44068,3.1395
0.51413,5.6744
0.58758,5.1860
0.66102,13.3721
0.73447,15.7674
0.80792,27.6744
0.88136,18.0000
0.95481,19.5116
1.02826,14.6279
1.10170,21.1628
1.17515,18.8837
1.24860,13.7674
1.32204,16.6047
1.39549,19.0930
1.46894,15.9302
1.54239,23.5116
1.61583,9.0930
1.68928,8.0698
1.76273,8.4651
1.83617,5.0000
1.90962,6.2093
1.98307,1.4884
2.05651,3.3488
2.12996,4.6977
2.20341,2.5116
2.27685,3.3953
2.35030,0.5116
2.42375,3.3256
2.49720,3.0000
2.57064,4.9302
2.64409,2.8372
2.71754,6.8605
2.79098,4.0000
2.86443,5.9070
2.93788,7.8605
3.01132,2.0930
3.08477,1.0698
3.15822,6.0000
