Distance_(microns),Value
0.00000,2.1251
0.07345,4.0332
0.14689,5.7270
0.22034,8.4421
0.29379,3.1745
0.36723,7.3077
0.44068,0.5065
0.51413,1.8889
0.58758,3.2284
0.66102,1.6609
0.73447,15.5436
0.80792,12.6274
0.88136,17.4357
0.95481,20.4596
1.02826,37.8431
1.10170,25.8250
1.17515,45.9342
1.24860,39.2940
1.32204,27.5417
1.39549,23.7164
1.46894,14.1773
1.54239,9.1665
1.61583,8.1507
1.68928,7.2108
1.76273,1.7659
1.83617,2.5121
1.90962,1.5646
1.98307,5.0070
2.05651,6.2222
2.12996,3.0201
2.20341,2.0969
2.27685,1.8843
2.35030,0.7557
2.42375,0.0958
2.49720,2.7251
2.57064,3.5923
2.64409,6.1401
2.71754,4.1042
2.79098,2.9135
2.86443,6.5036
2.93788,3.7645
3.01132,1.8846
3.08477,1.1114
