Distance_(microns),Value
0.00000,15.000
0.07345,12.400
0.14689,10.700
0.22034,11.850
0.29379,11.800
0.36723,11.500
0.44068,8.900
0.51413,9.900
0.58758,12.800
0.66102,12.300
0.73447,15.000
0.80792,22.600
0.88136,21.600
0.95481,25.150
1.02826,38.500
1.10170,61.000
1.17515,82.600
1.24860,112.100
1.32204,139.700
1.39549,137.300
1.46894,154.000
1.54239,163.750
1.61583,135.900
1.68928,138.250
1.76273,122.200
1.83617,100.750
1.90962,100.300
1.98307,65.650
2.05651,71.200
2.12996,54.750
2.20341,43.000
2.27685,44.950
2.35030,31.200
2.42375,26.600
2.49720,23.400
2.57064,27.250
2.64409,19.400
2.71754,24.250
2.79098,16.800
2.86443,12.050
2.93788,23.000
