Distance_(microns),Value
0.00000,4.000
0.07345,8.737
0.14689,1.684
0.22034,2.895
0.29379,3.368
0.36723,0.632
0.44068,12.632
0.51413,12.421
0.58758,31.895
0.66102,30.526
0.73447,104.526
0.80792,122.947
0.88136,127.105
0.95481,61.053
1.02826,34.947
1.10170,14.684
1.17515,8.158
1.24860,9.842
1.32204,5.316
1.39549,6.000
1.46894,8.789
1.54239,5.947
1.61583,12.895
1.68928,6.789
1.76273,4.789
1.83617,5.842
1.90962,4.632
1.98307,1.579
2.05651,1.263
2.12996,2.316
2.20341,0.737
2.27685,2.000
2.35030,8.526
2.42375,2.000
2.49720,3.105
2.57064,4.474
2.64409,6.158
2.71754,2.684
2.79098,6.000
