X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,7.71409,0.0000,3.2688,0.0000,2.0730,0.0000,2.90316
0.0689,9.07877,0.0689,4.3153,0.0689,1.5846,0.0689,3.11216
0.1378,7.28196,0.1378,6.3968,0.1378,1.2692,0.1378,2.18076
0.2067,5.18088,0.2067,5.0128,0.2067,2.0591,0.2067,2.19409
0.2756,4.04260,0.2756,4.7471,0.2756,3.0403,0.2756,1.89991
0.3445,3.47084,0.3445,3.8688,0.3445,4.4182,0.3445,1.49058
0.4134,3.29329,0.4134,2.9884,0.4134,5.5057,0.4134,1.47039
0.4823,3.93579,0.4823,1.8266,0.4823,5.7336,0.4823,1.13457
0.5512,2.93374,0.5512,1.7437,0.5512,9.4089,0.5512,1.41884
0.6201,3.58666,0.6201,1.7560,0.6201,11.8325,0.6201,1.32354
0.6889,3.44967,0.6889,1.4851,0.6889,11.9650,0.6889,1.64808
0.7578,3.14997,0.7578,1.6364,0.7578,11.5835,0.7578,1.09674
0.8267,2.57397,0.8267,2.1150,0.8267,10.1577,0.8267,1.58490
0.8956,2.73120,0.8956,2.6856,0.8956,8.0869,0.8956,1.88349
0.9645,2.26116,0.9645,2.2948,0.9645,7.4272,0.9645,2.06535
1.0334,2.41836,1.0334,3.8618,1.0334,6.3799,1.0334,1.58930
1.1023,2.64342,1.1023,3.6284,1.1023,6.1562,1.1023,1.28478
1.1712,2.26292,1.1712,3.1807,1.1712,5.1919,1.1712,1.06150
1.2401,2.37905,1.2401,3.3006,1.2401,4.1833,1.2401,1.54299
1.3090,2.82260,1.3090,2.5412,1.3090,3.8832,1.3090,1.82145
1.3779,2.25818,1.3779,2.4783,1.3779,2.7957,1.3779,1.31128
1.4468,1.96301,1.4468,1.6655,1.4468,2.4482,1.4468,1.86148
1.5157,1.85836,1.5157,1.6768,1.5157,2.0205,1.5157,2.31417
1.5846,1.21155,1.5846,1.7675,1.5846,1.9312,1.5846,2.06941
1.6535,1.04188,1.6535,2.4668,1.6535,1.4645,1.6535,1.70525
1.7224,1.78632,1.7224,2.6066,1.7224,1.4325,1.7224,2.34436
1.7913,3.01704,1.7913,2.9248,1.7913,1.6360,1.7913,2.53148
1.8602,3.21332,1.8602,3.2739,1.8602,2.6462,1.8602,1.97349
1.9290,2.97801,1.9290,2.9911,1.9290,3.1069,1.9290,1.31462
1.9979,2.73545,1.9979,2.3462,1.9979,3.7666,1.9979,0.64379
2.0668,2.62815,2.0668,1.8826,2.0668,4.1898,2.0668,0.82085
2.1357,2.52586,2.1357,1.5855,2.1357,4.5042,2.1357,0.68715
2.2046,2.01578,2.2046,2.1216,2.2046,3.3925,2.2046,0.97446
2.2735,1.99003,2.2735,1.6766,2.2735,3.5272,2.2735,0.59261
2.3424,2.39774,2.3424,1.9975,2.3424,4.2125,2.3424,0.84514
2.4113,2.05305,2.4113,2.1363,2.4113,3.9359,2.4113,0.98315
2.4802,2.08145,2.4802,1.9888,2.4802,3.9057,2.4802,1.04381
2.5491,1.98241,2.5491,2.7071,2.5491,3.6464,2.5491,0.97430
2.6180,1.19280,2.6180,2.1513,2.6180,3.5661,2.6180,1.01307
2.6869,1.71898,2.6869,2.0845,2.6869,3.2346,2.6869,0.73967
2.7558,2.39308,2.7558,1.9776,2.7558,2.8172,2.7558,1.00646
2.8247,2.47707,2.8247,1.4165,2.8247,3.3761,2.8247,1.48960
2.8936,1.79719,2.8936,1.1527,2.8936,3.5652,2.8936,2.17056
2.9625,2.28346,2.9625,1.2789,2.9625,4.1655,2.9625,2.15271
3.0314,2.17143,3.0314,1.1889,3.0314,3.5138,3.0314,2.23514
3.1003,1.60771,3.1003,1.1088,3.1003,3.0595,3.1003,2.35159
3.1691,1.29673,3.1691,1.1428,3.1691,3.3579,3.1691,1.90741
3.2380,1.43122,3.2380,1.8819,3.2380,3.1822,3.2380,2.52274
3.3069,1.27447,3.3069,2.4708,3.3069,3.4859,3.3069,1.90406
3.3758,1.05165,3.3758,1.9529,3.3758,3.6086,3.3758,1.05010
3.4447,0.94020,3.4447,1.7801,3.4447,3.4677,3.4447,1.03503
3.5136,1.80377,3.5136,2.3411,3.5136,3.5782,3.5136,1.40851
