X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5
0.0000,86.9880,0.0000,40.8338,0.0000,43.9794,0.0000,4.3047,0.0000,28.0837,0.0000,19.9628
0.0689,65.7375,0.0689,49.9231,0.0689,45.5779,0.0689,7.0686,0.0689,19.6846,0.0689,20.8387
0.1378,40.0138,0.1378,54.4669,0.1378,34.5034,0.1378,10.0639,0.1378,15.3767,0.1378,19.6001
0.2067,21.8438,0.2067,56.9400,0.2067,23.9119,0.2067,14.6588,0.2067,13.4095,0.2067,16.5612
0.2756,13.3943,0.2756,57.8044,0.2756,19.2290,0.2756,16.2997,0.2756,11.9404,0.2756,15.8176
0.3445,10.9602,0.3445,50.4641,0.3445,13.6536,0.3445,14.8999,0.3445,10.1534,0.3445,16.9101
0.4134,11.4500,0.4134,41.2011,0.4134,9.8992,0.4134,15.4117,0.4134,8.8281,0.4134,13.7668
0.4823,11.7593,0.4823,31.9306,0.4823,5.2075,0.4823,11.2419,0.4823,8.4175,0.4823,11.0185
0.5512,10.0020,0.5512,32.4122,0.5512,5.1128,0.5512,7.3452,0.5512,7.0802,0.5512,9.5688
0.6201,8.9902,0.6201,31.6518,0.6201,7.0680,0.6201,4.6670,0.6201,6.2651,0.6201,8.3011
0.6889,8.3907,0.6889,27.6131,0.6889,6.3406,0.6889,2.9472,0.6889,4.2103,0.6889,8.3209
0.7578,6.5780,0.7578,22.9320,0.7578,10.5722,0.7578,3.3907,0.7578,4.3423,0.7578,10.1912
0.8267,4.3607,0.8267,17.9167,0.8267,12.4780,0.8267,3.7575,0.8267,4.1107,0.8267,12.5258
0.8956,2.4025,0.8956,13.8981,0.8956,10.2777,0.8956,3.9014,0.8956,4.5470,0.8956,10.4680
0.9645,4.9669,0.9645,12.1160,0.9645,8.3537,0.9645,3.1237,0.9645,3.8040,0.9645,6.7711
1.0334,4.4125,1.0334,10.3275,1.0334,11.0453,1.0334,3.7377,1.0334,4.7386,1.0334,4.6608
1.1023,3.7650,1.1023,10.1646,1.1023,15.9827,1.1023,4.0674,1.1023,4.4189,1.1023,5.8014
1.1712,3.5581,1.1712,7.1240,1.1712,19.8706,1.1712,5.0237,1.1712,3.8714,1.1712,7.8456
1.2401,2.6372,1.2401,5.3067,1.2401,18.7789,1.2401,5.0183,1.2401,3.8948,1.2401,7.0991
1.3090,3.8720,1.3090,4.2102,1.3090,15.5731,1.3090,6.4059,1.3090,5.9422,1.3090,4.7014
1.3779,4.9647,1.3779,4.1660,1.3779,10.4472,1.3779,8.0892,1.3779,6.8784,1.3779,3.3800
1.4468,3.3471,1.4468,5.9182,1.4468,5.9875,1.4468,8.4290,1.4468,5.0490,1.4468,4.5931
1.5157,4.0630,1.5157,6.2914,1.5157,3.4622,1.5157,8.2825,1.5157,4.0419,1.5157,4.9737
1.5846,3.0799,1.5846,9.5180,1.5846,2.5993,1.5846,6.7627,1.5846,3.5311,1.5846,5.2934
1.6535,3.5265,1.6535,13.8410,1.6535,2.7975,1.6535,5.1561,1.6535,4.9470,1.6535,4.9611
1.7224,3.6572,1.7224,15.2717,1.7224,3.2399,1.7224,6.0683,1.7224,3.7118,1.7224,5.3280
1.7913,3.4982,1.7913,17.3688,1.7913,3.6944,1.7913,8.6745,1.7913,4.2630,1.7913,6.0494
1.8602,3.5442,1.8602,20.6560,1.8602,2.4301,1.8602,6.3064,1.8602,3.0643,1.8602,7.2706
1.9290,5.0750,1.9290,20.8843,1.9290,2.3746,1.9290,6.6247,1.9290,3.0912,1.9290,5.2106
1.9979,5.3723,1.9979,23.3780,1.9979,2.7751,1.9979,5.5629,1.9979,3.0352,1.9979,5.1347
2.0668,4.6344,2.0668,24.7675,2.0668,2.3456,2.0668,5.6709,2.0668,3.1920,2.0668,4.3973
2.1357,5.6642,2.1357,19.7708,2.1357,3.7441,2.1357,4.4494,2.1357,3.7648,2.1357,3.9686
2.2046,6.8148,2.2046,13.8550,2.2046,4.4240,2.2046,6.6542,2.2046,3.6878,2.2046,3.6401
2.2735,6.7488,2.2735,10.4630,2.2735,6.1233,2.2735,6.5619,2.2735,2.9068,2.2735,3.1827
2.3424,5.7684,2.3424,6.8529,2.3424,6.3175,2.3424,9.4836,2.3424,1.7910,2.3424,3.1702
2.4113,5.4242,2.4113,4.3934,2.4113,4.2497,2.4113,9.5969,2.4113,1.5218,2.4113,3.3762
2.4802,4.3335,2.4802,4.6818,2.4802,4.2193,2.4802,12.4107,2.4802,1.4081,2.4802,4.0931
2.5491,3.9627,2.5491,4.0426,2.5491,7.3364,2.5491,17.5587,2.5491,1.7140,2.5491,3.3392
2.6180,5.7192,2.6180,3.7943,2.6180,10.7147,2.6180,20.9885,2.6180,2.8655,2.6180,4.1164
2.6869,7.1878,2.6869,5.6673,2.6869,17.2562,2.6869,28.2034,2.6869,4.0675,2.6869,3.5889
2.7558,6.7563,2.7558,7.2913,2.7558,17.2732,2.7558,36.0849,2.7558,4.2640,2.7558,3.8288
2.8247,6.0626,2.8247,7.3396,2.8247,16.0346,2.8247,45.1728,2.8247,6.1216,2.8247,4.6365
2.8936,6.8366,2.8936,9.1611,2.8936,15.9811,2.8936,44.3840,2.8936,8.4656,2.8936,6.5154
2.9625,7.1146,2.9625,8.8274,2.9625,13.4473,2.9625,35.4507,2.9625,8.2031,2.9625,7.6871
3.0314,7.9337,3.0314,11.7739,3.0314,8.0042,3.0314,27.0489,3.0314,9.9332,3.0314,6.4819
3.1003,10.3480,3.1003,11.3820,3.1003,5.7661,3.1003,21.1511,3.1003,9.8115,3.1003,6.0836
3.1691,12.4786,3.1691,13.7649,3.1691,8.7031,3.1691,17.4787,3.1691,8.2399,3.1691,6.0611
3.2380,14.2922,3.2380,10.9900,3.2380,11.2101,3.2380,18.2011,3.2380,8.2785,3.2380,7.9978
3.3069,16.0564,3.3069,8.1760,3.3069,10.7341,3.3069,14.8074,3.3069,8.5755,3.3069,7.7738
3.3758,13.7083,3.3758,5.7006,3.3758,8.5841,3.3758,11.3843,3.3758,7.5981,3.3758,8.2648
3.4447,10.7429,3.4447,5.2403,3.4447,6.1178,3.4447,13.2497,3.4447,7.6024,3.4447,12.1224
3.5136,7.8232,3.5136,6.8189,3.5136,4.3434,3.5136,13.7843,3.5136,8.8885,3.5136,12.5064
3.5825,6.9391,3.5825,9.1785,3.5825,2.4094,3.5825,16.4451,3.5825,12.1898,3.5825,9.6763
3.6514,6.5557,3.6514,7.2894,3.6514,1.9096,3.6514,18.3977,3.6514,17.2720,3.6514,8.9290
3.7203,8.0159,3.7203,4.4463,3.7203,1.9226,3.7203,16.8641,3.7203,19.3852,3.7203,7.1665
3.7892,8.5185,3.7892,5.6202,3.7892,2.8163,3.7892,14.6406,3.7892,17.6760,3.7892,4.3261
3.8581,6.7745,3.8581,4.5202,3.8581,4.2568,3.8581,13.1981,3.8581,15.6835,3.8581,3.5845
3.9270,6.1007,3.9270,4.2694,3.9270,4.0480,3.9270,15.8604,3.9270,8.3489,3.9270,7.6901
3.9959,4.7646,3.9959,4.5999,3.9959,4.2090,3.9959,15.1980,3.9959,5.5518,3.9959,10.2668
4.0648,3.9341,4.0648,7.0591,4.0648,3.6427,4.0648,20.2309,4.0648,3.9267,4.0648,15.8700
4.1337,4.4174,4.1337,11.3112,4.1337,5.4640,4.1337,20.4340,4.1337,3.0998,4.1337,16.6067
4.2026,6.1165,4.2026,15.7249,4.2026,6.0491,4.2026,15.2044,4.2026,2.7046,4.2026,14.4075
4.2715,7.1198,4.2715,20.5063,4.2715,6.2537,4.2715,10.4611,4.2715,2.8861,4.2715,11.6776
4.3404,5.2403,4.3404,21.5871,4.3404,5.0123,4.3404,5.0539,4.3404,2.8094,4.3404,6.5187
4.4092,5.0102,4.4092,21.7058,4.4092,5.6841,4.4092,3.5233,4.4092,3.6300,4.4092,4.4961
4.4781,3.7529,4.4781,18.9699,4.4781,6.2434,4.4781,3.5988,4.4781,2.8631,4.4781,4.1136
4.5470,3.1078,4.5470,11.8358,4.5470,8.5222,4.5470,4.3029,4.5470,1.5564,4.5470,7.3842
4.6159,3.5784,4.6159,8.0175,4.6159,6.6640,4.6159,5.2153,4.6159,1.3173,4.6159,5.8604
