X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,29.4862,0.0000,33.4382,0.0000,25.9181,0.0000,11.9607,0.0000,13.6574
0.0689,43.3480,0.0689,36.3046,0.0689,31.7204,0.0689,14.1061,0.0689,12.3714
0.1378,48.4296,0.1378,41.4759,0.1378,30.6253,0.1378,17.4985,0.1378,11.8693
0.2067,35.6346,0.2067,34.8116,0.2067,26.9291,0.2067,23.5024,0.2067,18.5054
0.2756,22.6518,0.2756,23.4189,0.2756,18.4957,0.2756,21.7998,0.2756,28.6639
0.3445,19.2974,0.3445,13.2647,0.3445,13.7500,0.3445,18.3980,0.3445,49.0282
0.4134,15.2705,0.4134,10.2242,0.4134,8.4161,0.4134,17.2266,0.4134,60.0119
0.4823,12.3453,0.4823,6.7468,0.4823,5.8043,0.4823,15.8224,0.4823,69.7923
0.5512,7.5201,0.5512,6.1062,0.5512,5.3064,0.5512,15.7596,0.5512,65.2567
0.6201,5.8202,0.6201,5.3806,0.6201,4.4790,0.6201,12.2453,0.6201,56.1726
0.6889,4.9292,0.6889,6.1109,0.6889,4.1891,0.6889,10.1512,0.6889,51.9960
0.7578,8.5153,0.7578,9.7849,0.7578,4.5315,0.7578,10.0819,0.7578,44.5398
0.8267,9.1961,0.8267,9.9821,0.8267,3.8176,0.8267,10.2706,0.8267,28.2135
0.8956,8.2937,0.8956,10.1619,0.8956,4.1281,0.8956,11.4529,0.8956,18.3011
0.9645,7.4374,0.9645,8.2235,0.9645,6.0285,0.9645,10.6310,0.9645,12.4746
1.0334,6.6453,1.0334,8.9408,1.0334,6.4118,1.0334,7.8030,1.0334,8.7208
1.1023,7.8353,1.1023,7.5795,1.1023,8.7815,1.1023,6.3965,1.1023,10.0722
1.1712,10.2477,1.1712,5.5633,1.1712,7.9188,1.1712,8.1416,1.1712,11.1227
1.2401,11.4553,1.2401,4.2680,1.2401,6.9824,1.2401,11.6370,1.2401,13.4259
1.3090,11.4041,1.3090,5.2947,1.3090,6.6132,1.3090,16.9550,1.3090,11.4432
1.3779,10.9888,1.3779,7.0567,1.3779,6.8155,1.3779,24.3144,1.3779,11.9996
1.4468,7.7889,1.4468,6.2279,1.4468,7.4630,1.4468,31.8193,1.4468,9.0317
1.5157,4.2351,1.5157,5.8402,1.5157,12.4068,1.5157,36.7790,1.5157,5.7158
1.5846,3.5279,1.5846,9.1755,1.5846,14.4847,1.5846,31.6227,1.5846,4.7267
1.6535,2.9738,1.6535,12.0474,1.6535,15.3043,1.6535,25.8373,1.6535,6.1246
1.7224,3.5823,1.7224,16.0197,1.7224,8.9711,1.7224,25.5169,1.7224,4.2051
1.7913,4.1532,1.7913,15.9630,1.7913,4.5000,1.7913,24.7108,1.7913,4.5243
1.8602,5.8541,1.8602,12.3128,1.8602,4.7486,1.8602,19.4450,1.8602,6.3955
1.9290,7.9946,1.9290,9.1176,1.9290,2.9748,1.9290,15.3108,1.9290,9.3582
1.9979,14.5253,1.9979,6.2957,1.9979,4.1102,1.9979,14.8896,1.9979,8.8156
2.0668,18.8411,2.0668,4.8450,2.0668,3.3717,2.0668,14.0347,2.0668,6.0347
2.1357,20.6693,2.1357,3.3910,2.1357,4.7478,2.1357,13.9854,2.1357,4.9089
