X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,2.50686,0.0000,4.64671,0.0000,2.30479,0.0000,3.93387,0.0000,2.18151
0.0689,3.36771,0.0689,5.63337,0.0689,2.55891,0.0689,4.31983,0.0689,2.50714
0.1378,2.90275,0.1378,6.44773,0.1378,2.89109,0.1378,4.05069,0.1378,2.61069
0.2067,3.63201,0.2067,9.45535,0.2067,2.59346,0.2067,2.77432,0.2067,2.35837
0.2756,3.69078,0.2756,7.58416,0.2756,2.96718,0.2756,1.93562,0.2756,2.63830
0.3445,4.03684,0.3445,7.21290,0.3445,1.52143,0.3445,1.90386,0.3445,3.46984
0.4134,4.89386,0.4134,6.12836,0.4134,1.10626,0.4134,1.99848,0.4134,3.04957
0.4823,3.44700,0.4823,4.82304,0.4823,1.21683,0.4823,2.14538,0.4823,2.61260
0.5512,3.11155,0.5512,3.86933,0.5512,0.81496,0.5512,1.89437,0.5512,2.24510
0.6201,2.76644,0.6201,3.98951,0.6201,0.93404,0.6201,1.23431,0.6201,1.89912
0.6889,2.25742,0.6889,3.54020,0.6889,1.16840,0.6889,2.25629,0.6889,1.52429
0.7578,1.18294,0.7578,4.97395,0.7578,0.84381,0.7578,3.01155,0.7578,1.34192
0.8267,1.94597,0.8267,4.47837,0.8267,1.43494,0.8267,2.42003,0.8267,1.45372
0.8956,1.98260,0.8956,3.76573,0.8956,2.29158,0.8956,2.68660,0.8956,1.52962
0.9645,2.28396,0.9645,4.50187,0.9645,2.19791,0.9645,2.15942,0.9645,0.83986
1.0334,2.63817,1.0334,1.68077,1.0334,2.59165,1.0334,2.61363,1.0334,0.87343
1.1023,2.13289,1.1023,3.57995,1.1023,2.72438,1.1023,1.94463,1.1023,1.32432
1.1712,1.15532,1.1712,1.64022,1.1712,2.74359,1.1712,1.42188,1.1712,1.47870
1.2401,0.99716,1.2401,1.44013,1.2401,2.77412,1.2401,1.32633,1.2401,1.87133
1.3090,1.60837,1.3090,1.54865,1.3090,3.00849,1.3090,1.78488,1.3090,1.53122
1.3779,1.02446,1.3779,1.94313,1.3779,3.42285,1.3779,1.92620,1.3779,1.18487
1.4468,1.24566,1.4468,2.84277,1.4468,3.17334,1.4468,1.71247,1.4468,1.16484
1.5157,1.57461,1.5157,2.14466,1.5157,3.10743,1.5157,1.86669,1.5157,1.33779
1.5846,0.90647,1.5846,2.81950,1.5846,2.37790,1.5846,2.20144,1.5846,1.72972
1.6535,0.63453,1.6535,3.32199,1.6535,2.16237,1.6535,2.47536,1.6535,1.81087
1.7224,0.93508,1.7224,3.03593,1.7224,1.82182,1.7224,1.85034,1.7224,2.41455
1.7913,0.92904,1.7913,3.06441,1.7913,2.01279,1.7913,2.03187,1.7913,3.73276
1.8602,1.19093,1.8602,3.45285,1.8602,1.46903,1.8602,1.75537,1.8602,2.60109
1.9290,1.11319,1.9290,3.69497,1.9290,1.13195,1.9290,1.71086,1.9290,4.41785
1.9979,1.78120,1.9979,4.44184,1.9979,1.27868,1.9979,1.34509,1.9979,5.73832
2.0668,1.73508,2.0668,5.49211,2.0668,1.37872,2.0668,0.80096,2.0668,6.13318
2.1357,1.98721,2.1357,6.25393,2.1357,1.59289,2.1357,1.20183,2.1357,5.35384
2.2046,1.21881,2.2046,5.41456,2.2046,1.25428,2.2046,1.73939,2.2046,4.93900
2.2735,2.36602,2.2735,5.79370,2.2735,1.26573,2.2735,1.74951,2.2735,3.98492
2.3424,2.49296,2.3424,5.29338,2.3424,1.63591,2.3424,0.85971,2.3424,3.01322
2.4113,2.85205,2.4113,4.43501,2.4113,2.04297,2.4113,1.18462,2.4113,3.38456
2.4802,2.46314,2.4802,4.41643,2.4802,1.96862,2.4802,0.99212,2.4802,3.75002
2.5491,1.58717,2.5491,4.16422,2.5491,2.16617,2.5491,0.99503,2.5491,3.64578
2.6180,1.92719,2.6180,3.16308,2.6180,2.11645,2.6180,0.51202,2.6180,3.33832
2.6869,1.25611,2.6869,4.86571,2.6869,2.14636,2.6869,1.17460,2.6869,3.37855
2.7558,1.11643,2.7558,4.29928,2.7558,2.51666,2.7558,1.07492,2.7558,3.37297
2.8247,0.87590,2.8247,3.35015,2.8247,3.21930,2.8247,1.80881,2.8247,2.90963
2.8936,0.63480,2.8936,3.04545,2.8936,3.71156,2.8936,2.30243,2.8936,2.43075
2.9625,0.95352,2.9625,2.45316,2.9625,3.59894,2.9625,2.41225,2.9625,2.68583
3.0314,0.65370,3.0314,1.86586,3.0314,3.05702,3.0314,2.71795,3.0314,2.18864
3.1003,0.49515,3.1003,2.46657,3.1003,2.39224,3.1003,2.76924,3.1003,3.43303
3.1691,0.82855,3.1691,2.62443,3.1691,2.11091,3.1691,3.28221,3.1691,2.10687
3.2380,0.55382,3.2380,3.25908,3.2380,1.08785,3.2380,2.65359,3.2380,1.98739
3.3069,1.42053,3.3069,3.92571,3.3069,0.92224,3.3069,2.63603,3.3069,2.15487
3.3758,1.81842,3.3758,4.06294,3.3758,1.11041,3.3758,1.81728,3.3758,1.61338
3.4447,1.84552,3.4447,3.99668,3.4447,1.09423,3.4447,1.59983,3.4447,1.55742
3.5136,1.94722,3.5136,4.25254,3.5136,1.37512,3.5136,1.25953,3.5136,1.16154
3.5825,2.13378,3.5825,3.76059,3.5825,0.77323,3.5825,0.50435,3.5825,1.02503
3.6514,2.95601,3.6514,3.77619,3.6514,0.93543,3.6514,0.72301,3.6514,1.40597
3.7203,3.43464,3.7203,2.76416,3.7203,0.88232,3.7203,0.79541,3.7203,0.95917
3.7892,3.46410,3.7892,3.37855,3.7892,0.84389,3.7892,0.93792,3.7892,0.99332
3.8581,2.92279,3.8581,2.90908,3.8581,1.62563,3.8581,0.52906,3.8581,0.85751
3.9270,4.66696,3.9270,2.39667,3.9270,1.20624,3.9270,0.76228,3.9270,0.92023
3.9959,5.45926,3.9959,2.58162,3.9959,1.00886,3.9959,1.33213,3.9959,1.04413
