X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,2.82012,0.0000,4.21753,0.0000,1.90391,0.0000,2.27135,0.0000,4.14246
0.0689,3.21396,0.0689,4.96323,0.0689,2.30685,0.0689,2.52381,0.0689,4.00247
0.1378,3.89477,0.1378,4.87018,0.1378,2.28413,0.1378,2.58328,0.1378,3.64403
0.2067,3.59863,0.2067,4.04315,0.2067,1.67224,0.2067,2.60304,0.2067,5.12206
0.2756,3.06816,0.2756,2.88883,0.2756,1.82518,0.2756,2.84913,0.2756,6.03216
0.3445,3.29293,0.3445,3.19329,0.3445,1.55650,0.3445,3.81851,0.3445,5.21084
0.4134,3.38653,0.4134,2.24808,0.4134,1.88092,0.4134,3.60666,0.4134,5.08309
0.4823,3.91599,0.4823,2.08305,0.4823,2.18941,0.4823,2.96243,0.4823,3.89513
0.5512,3.95169,0.5512,1.87083,0.5512,2.51784,0.5512,2.04693,0.5512,3.48424
0.6201,3.37848,0.6201,1.31919,0.6201,1.73060,0.6201,1.42298,0.6201,3.69767
0.6889,2.97239,0.6889,1.28216,0.6889,2.06333,0.6889,1.18125,0.6889,3.40165
0.7578,4.09764,0.7578,1.27217,0.7578,3.68915,0.7578,1.03951,0.7578,3.36793
0.8267,3.71501,0.8267,1.26935,0.8267,4.70870,0.8267,1.24258,0.8267,2.51063
0.8956,3.07753,0.8956,1.15881,0.8956,3.95660,0.8956,0.91019,0.8956,1.86697
0.9645,2.86760,0.9645,1.92613,0.9645,2.97857,0.9645,0.87946,0.9645,2.93005
1.0334,2.87182,1.0334,1.88316,1.0334,2.65254,1.0334,0.99663,1.0334,2.28310
1.1023,2.98812,1.1023,1.83401,1.1023,2.23099,1.1023,1.98527,1.1023,1.64485
1.1712,4.06046,1.1712,2.05160,1.1712,2.85319,1.1712,2.20190,1.1712,1.67302
1.2401,3.81244,1.2401,1.73498,1.2401,2.95413,1.2401,2.07795,1.2401,2.15081
1.3090,3.16251,1.3090,1.66640,1.3090,1.68087,1.3090,1.69757,1.3090,2.29354
1.3779,3.58852,1.3779,1.65479,1.3779,2.11205,1.3779,2.00905,1.3779,2.50262
1.4468,2.94187,1.4468,2.62442,1.4468,1.76925,1.4468,2.15539,1.4468,3.15605
1.5157,2.98979,1.5157,2.33583,1.5157,1.89637,1.5157,2.02197,1.5157,3.20295
1.5846,2.64783,1.5846,2.78695,1.5846,1.70190,1.5846,2.45867,1.5846,2.13346
1.6535,3.14339,1.6535,3.11803,1.6535,1.47647,1.6535,2.16136,1.6535,1.79047
1.7224,2.81292,1.7224,3.19693,1.7224,1.71120,1.7224,2.90449,1.7224,2.01152
1.7913,3.15706,1.7913,2.49616,1.7913,1.37538,1.7913,2.33462,1.7913,1.82901
1.8602,2.76938,1.8602,2.68033,1.8602,1.30435,1.8602,3.86516,1.8602,2.00172
1.9290,2.02533,1.9290,2.40692,1.9290,1.68504,1.9290,3.61891,1.9290,2.38737
1.9979,1.98498,1.9979,2.00197,1.9979,0.74873,1.9979,2.52334,1.9979,2.79270
2.0668,1.33054,2.0668,1.33372,2.0668,0.78330,2.0668,2.43776,2.0668,2.80516
2.1357,1.51482,2.1357,0.92797,2.1357,1.09172,2.1357,2.25905,2.1357,3.67276
2.2046,2.15633,2.2046,1.10648,2.2046,0.85343,2.2046,2.67639,2.2046,3.87474
2.2735,1.54483,2.2735,1.41065,2.2735,1.14282,2.2735,3.10480,2.2735,3.21456
2.3424,2.16519,2.3424,1.62325,2.3424,0.99882,2.3424,3.00986,2.3424,2.67248
2.4113,2.45446,2.4113,1.96734,2.4113,0.78043,2.4113,2.86802,2.4113,1.74890
2.4802,3.15864,2.4802,2.42468,2.4802,1.34376,2.4802,3.17278,2.4802,1.90494
2.5491,4.00745,2.5491,3.13855,2.5491,1.60341,2.5491,3.56639,2.5491,2.21339
2.6180,3.83625,2.6180,2.66479,2.6180,1.22483,2.6180,3.76342,2.6180,1.27549
2.6869,2.21100,2.6869,2.73429,2.6869,1.60855,2.6869,4.88623,2.6869,0.78061
2.7558,1.81896,2.7558,1.44849,2.7558,1.55663,2.7558,4.54795,2.7558,1.62381
2.8247,1.79132,2.8247,1.62896,2.8247,1.66192,2.8247,4.42547,2.8247,1.27653
2.8936,1.62347,2.8936,1.57848,2.8936,2.02737,2.8936,4.39467,2.8936,1.28567
2.9625,1.64862,2.9625,2.05543,2.9625,2.88994,2.9625,3.52264,2.9625,1.27519
3.0314,2.04266,3.0314,1.17439,3.0314,3.00267,3.0314,2.80693,3.0314,1.42973
3.1003,2.96920,3.1003,1.62448,3.1003,3.24272,3.1003,2.51898,3.1003,1.69495
3.1691,2.55064,3.1691,2.43745,3.1691,2.90411,3.1691,2.31635,3.1691,1.59846
3.2380,1.85113,3.2380,2.84169,3.2380,3.26245,3.2380,1.59616,3.2380,1.52961
3.3069,1.70462,3.3069,2.66889,3.3069,2.74405,3.3069,1.51596,3.3069,1.47759
3.3758,1.70362,3.3758,1.86867,3.3758,3.42936,3.3758,1.35158,3.3758,1.31329
3.4447,1.91313,3.4447,1.62899,3.4447,3.88401,3.4447,1.13733,3.4447,1.33743
3.5136,2.08363,3.5136,0.91311,3.5136,3.45751,3.5136,1.19815,3.5136,1.37549
3.5825,3.47550,3.5825,1.85053,3.5825,3.92217,3.5825,0.91666,3.5825,1.74399
3.6514,3.83651,3.6514,0.82723,3.6514,4.32796,3.6514,1.23554,3.6514,1.83599
3.7203,3.77590,3.7203,1.35170,3.7203,4.53331,3.7203,1.73453,3.7203,1.87484
3.7892,2.44853,3.7892,0.81631,3.7892,3.82468,3.7892,1.60573,3.7892,2.41106
3.8581,2.60464,3.8581,0.70868,3.8581,3.00868,3.8581,2.23091,3.8581,3.14421
3.9270,1.78063,3.9270,0.93835,3.9270,3.35644,3.9270,2.28396,3.9270,3.20263
3.9959,1.91608,3.9959,1.41829,3.9959,2.21229,3.9959,2.66938,3.9959,2.58504
4.0648,1.80643,4.0648,1.77623,4.0648,1.74019,4.0648,2.73423,4.0648,2.61091
4.1337,1.47402,4.1337,2.16554,4.1337,1.29150,4.1337,2.59635,4.1337,2.39545
4.2026,1.77810,4.2026,1.58928,4.2026,1.51678,4.2026,2.83422,4.2026,1.46242
4.2715,1.39720,4.2715,1.70152,4.2715,2.30250,4.2715,2.01054,4.2715,1.50459
4.3404,2.07739,4.3404,2.19959,4.3404,2.75238,4.3404,3.01207,4.3404,1.24646
4.4092,1.56045,4.4092,2.01069,4.4092,3.97818,4.4092,3.30067,4.4092,0.77006
4.4781,1.41561,4.4781,1.99973,4.4781,4.12054,4.4781,2.75795,4.4781,0.64180
4.5470,1.98395,4.5470,2.59210,4.5470,4.03134,4.5470,2.93954,4.5470,0.89618
4.6159,1.96933,4.6159,3.01947,4.6159,3.63100,4.6159,1.74746,4.6159,0.78312
4.6848,1.82402,4.6848,2.42668,4.6848,3.15038,4.6848,1.58742,4.6848,0.62421
4.7537,2.40252,4.7537,2.89579,4.7537,3.52272,4.7537,1.46594,4.7537,0.61099
4.8226,2.93521,4.8226,3.07418,4.8226,2.69401,4.8226,1.56424,4.8226,0.74449
4.8915,3.11253,4.8915,2.69418,4.8915,3.01655,4.8915,1.90673,4.8915,0.94303
4.9604,2.14551,4.9604,2.60672,4.9604,2.90037,4.9604,1.58482,4.9604,0.78473
5.0293,1.55075,5.0293,2.31286,5.0293,2.90151,5.0293,1.62905,5.0293,0.93403
5.0982,1.63078,5.0982,2.36203,5.0982,2.31900,5.0982,2.08208,5.0982,0.74303
5.1671,1.36578,5.1671,2.14753,5.1671,1.74278,5.1671,1.83606,5.1671,0.67914
5.2360,1.14947,5.2360,2.16507,5.2360,2.01281,5.2360,1.99682,5.2360,0.79132
5.3049,1.05267,5.3049,1.83783,5.3049,1.95725,5.3049,2.35277,5.3049,0.97009
5.3738,0.90422,5.3738,1.32879,5.3738,1.71360,5.3738,2.76579,5.3738,1.05251
5.4427,0.58076,5.4427,1.41034,5.4427,1.84621,5.4427,1.85351,5.4427,1.15264
5.5116,1.06381,5.5116,1.45943,5.5116,1.74100,5.5116,1.74304,5.5116,1.16838
5.5805,0.99401,5.5805,1.17258,5.5805,1.95334,5.5805,2.58236,5.5805,0.72805
5.6493,0.97265,5.6493,1.24869,5.6493,2.29148,5.6493,2.90275,5.6493,1.11120
5.7182,1.64792,5.7182,1.75712,5.7182,2.49322,5.7182,3.54979,5.7182,0.71785
5.7871,2.27789,5.7871,1.64322,5.7871,2.18847,5.7871,5.54974,5.7871,0.72830
5.8560,2.75994,5.8560,2.06532,5.8560,2.23249,5.8560,5.95156,5.8560,1.38282
5.9249,1.65564,5.9249,2.43660,5.9249,2.02606,5.9249,5.76046,5.9249,0.85066
5.9938,2.18732,5.9938,2.01029,5.9938,1.26429,5.9938,4.46620,5.9938,1.18182
6.0627,1.33048,6.0627,2.10816,6.0627,1.89852,6.0627,3.55874,6.0627,0.92386
6.1316,1.01179,6.1316,1.68284,6.1316,2.77242,6.1316,3.61882,6.1316,1.29430
6.2005,1.13933,6.2005,1.79129,6.2005,3.89116,6.2005,4.21679,6.2005,1.60115
6.2694,0.98613,6.2694,1.60477,6.2694,3.88904,6.2694,3.81422,6.2694,1.60878
6.3383,0.85834,6.3383,1.84521,6.3383,2.96614,6.3383,3.24724,6.3383,1.76129
6.4072,0.71757,6.4072,1.79652,6.4072,3.42216,6.4072,3.05686,6.4072,2.47438
6.4761,0.66393,6.4761,2.15631,6.4761,3.24390,6.4761,2.73600,6.4761,2.46579
6.5450,0.69408,6.5450,1.99843,6.5450,2.47492,6.5450,2.57098,6.5450,2.53450
6.6139,0.62047,6.6139,1.56633,6.6139,2.75779,6.6139,2.86037,6.6139,3.59441
6.6828,1.14639,6.6828,1.16455,6.6828,2.35586,6.6828,2.92944,6.6828,3.83440
6.7517,1.27941,6.7517,1.16185,6.7517,2.89957,6.7517,1.72324,6.7517,3.48510
6.8206,0.84082,6.8206,1.82802,6.8206,2.57406,6.8206,1.89272,6.8206,3.32342
6.8895,0.72167,6.8895,3.08558,6.8895,4.01010,6.8895,1.64302,6.8895,3.45298
6.9583,1.71513,6.9583,3.69822,6.9583,3.75122,6.9583,1.69043,6.9583,3.52287
7.0272,2.12722,7.0272,2.86899,7.0272,3.31071,7.0272,1.84213,7.0272,2.57235
7.0961,2.06002,7.0961,2.18806,7.0961,3.20536,7.0961,2.04536,7.0961,2.63549
7.1650,1.78069,7.1650,2.54821,7.1650,3.45386,7.1650,2.34737,7.1650,1.88708
7.2339,2.04507,7.2339,2.02089,7.2339,2.93660,7.2339,2.37816,7.2339,1.40325
7.3028,2.27513,7.3028,1.54406,7.3028,2.72954,7.3028,2.39899,7.3028,1.34080
7.3717,2.06203,7.3717,1.12325,7.3717,2.53964,7.3717,2.02079,7.3717,1.47860
7.4406,2.15491,7.4406,1.53148,7.4406,2.80649,7.4406,2.25922,7.4406,1.63240
7.5095,2.28555,7.5095,1.39576,7.5095,2.97174,7.5095,2.15182,7.5095,2.18497
7.5784,1.77170,7.5784,2.49101,7.5784,2.34747,7.5784,1.88399,7.5784,1.94568
7.6473,1.41158,7.6473,2.06601,7.6473,3.11015,7.6473,1.96567,7.6473,2.55281
7.7162,1.59067,7.7162,1.97369,7.7162,2.68846,7.7162,1.68163,7.7162,2.33526
7.7851,1.20743,7.7851,1.48775,7.7851,2.24930,7.7851,1.65860,7.7851,2.55150
7.8540,0.84684,7.8540,1.79698,7.8540,2.12038,7.8540,2.16842,7.8540,1.92905
7.9229,0.74479,7.9229,2.07673,7.9229,2.24405,7.9229,1.82193,7.9229,2.02601
7.9918,0.57485,7.9918,1.92397,7.9918,2.33190,7.9918,1.76134,7.9918,1.57615
8.0607,0.40496,8.0607,1.54739,8.0607,1.90077,8.0607,1.57711,8.0607,1.77983
8.1296,0.59006,8.1296,1.34160,8.1296,2.11855,8.1296,1.19197,8.1296,1.89399
8.1984,1.56290,8.1984,1.62246,8.1984,2.28113,8.1984,0.86456,8.1984,1.93600
8.2673,1.02062,8.2673,1.73660,8.2673,2.09316,8.2673,1.34318,8.2673,1.26738
