X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,52.4660,0.0000,9.429,0.0000,5.5930,0.0000,11.7809
0.0689,40.1733,0.0689,12.802,0.0689,8.0917,0.0689,13.5069
0.1378,27.8602,0.1378,20.550,0.1378,10.5463,0.1378,12.4444
0.2067,21.6454,0.2067,24.326,0.2067,12.9331,0.2067,11.3358
0.2756,18.7241,0.2756,21.521,0.2756,19.1879,0.2756,14.1178
0.3445,17.3507,0.3445,15.433,0.3445,35.0644,0.3445,13.7231
0.4134,17.8459,0.4134,10.916,0.4134,55.9898,0.4134,11.5565
0.4823,18.9257,0.4823,6.983,0.4823,66.7578,0.4823,7.4102
0.5512,18.2350,0.5512,6.603,0.5512,67.2486,0.5512,2.9539
0.6201,13.9303,0.6201,7.386,0.6201,59.1571,0.6201,3.3336
0.6889,13.0548,0.6889,12.968,0.6889,59.2372,0.6889,5.7628
0.7578,10.7531,0.7578,23.372,0.7578,49.5195,0.7578,5.7481
0.8267,8.6394,0.8267,30.558,0.8267,43.1376,0.8267,7.7072
0.8956,6.5732,0.8956,25.913,0.8956,30.8076,0.8956,12.0213
0.9645,6.4255,0.9645,17.480,0.9645,22.5125,0.9645,11.3518
1.0334,7.0964,1.0334,13.545,1.0334,19.1390,1.0334,8.1511
1.1023,8.5720,1.1023,10.309,1.1023,17.6496,1.1023,5.7258
1.1712,8.3187,1.1712,9.788,1.1712,16.6844,1.1712,5.7360
1.2401,7.0349,1.2401,8.174,1.2401,10.2057,1.2401,4.9849
1.3090,6.1875,1.3090,6.938,1.3090,9.3294,1.3090,5.0647
1.3779,4.7780,1.3779,5.125,1.3779,4.9107,1.3779,4.0595
1.4468,3.3742,1.4468,5.952,1.4468,3.2587,1.4468,5.2357
1.5157,2.4875,1.5157,9.535,1.5157,4.2549,1.5157,8.3263
1.5846,1.6012,1.5846,11.742,1.5846,3.5753,1.5846,10.0131
1.6535,1.8942,1.6535,13.567,1.6535,3.4643,1.6535,11.5600
1.7224,3.6290,1.7224,19.468,1.7224,2.3232,1.7224,12.6123
1.7913,7.1105,1.7913,22.191,1.7913,2.3691,1.7913,10.0127
1.8602,8.2131,1.8602,26.919,1.8602,3.0453,1.8602,7.0116
1.9290,9.1418,1.9290,23.085,1.9290,4.9632,1.9290,4.2660
1.9979,8.1678,1.9979,20.503,1.9979,9.1958,1.9979,3.0703
2.0668,8.5674,2.0668,15.752,2.0668,13.0929,2.0668,2.7253
2.1357,8.4725,2.1357,13.125,2.1357,14.8410,2.1357,4.0987
2.2046,13.4761,2.2046,12.910,2.2046,18.1203,2.2046,3.6263
2.2735,13.2504,2.2735,11.385,2.2735,18.7971,2.2735,3.1439
2.3424,9.4054,2.3424,11.869,2.3424,20.6081,2.3424,3.4323
2.4113,6.1551,2.4113,11.897,2.4113,21.6457,2.4113,3.5133
2.4802,4.9565,2.4802,7.732,2.4802,16.9024,2.4802,2.6462
2.5491,3.8618,2.5491,7.111,2.5491,11.6960,2.5491,2.5275
2.6180,5.4601,2.6180,5.709,2.6180,10.1896,2.6180,4.5795
2.6869,6.9523,2.6869,3.791,2.6869,9.6663,2.6869,6.2450
2.7558,6.5073,2.7558,3.933,2.7558,9.5514,2.7558,9.8313
2.8247,6.7828,2.8247,3.929,2.8247,12.3028,2.8247,14.9334
2.8936,5.2996,2.8936,4.315,2.8936,10.8476,2.8936,24.6095
2.9625,3.5756,2.9625,3.010,2.9625,8.9534,2.9625,33.0548
3.0314,3.3310,3.0314,3.409,3.0314,8.6524,3.0314,37.8761
3.1003,2.0688,3.1003,5.591,3.1003,7.8347,3.1003,30.4446
3.1691,2.2763,3.1691,8.283,3.1691,7.9781,3.1691,22.9841
3.2380,4.1442,3.2380,10.952,3.2380,6.1425,3.2380,19.8491
3.3069,6.4732,3.3069,12.696,3.3069,5.3538,3.3069,13.6212
3.3758,8.8787,3.3758,10.349,3.3758,3.7932,3.3758,8.7910
3.4447,8.4538,3.4447,7.857,3.4447,3.7382,3.4447,6.9405
3.5136,7.9971,3.5136,5.232,3.5136,5.2527,3.5136,5.1901
3.5825,6.4543,3.5825,4.813,3.5825,9.4705,3.5825,4.4399
3.6514,4.8622,3.6514,2.465,3.6514,10.6850,3.6514,3.0048
3.7203,3.9419,3.7203,3.964,3.7203,10.9709,3.7203,2.6504
3.7892,4.4922,3.7892,2.713,3.7892,12.2983,3.7892,3.5317
3.8581,4.9070,3.8581,2.727,3.8581,13.0671,3.8581,7.3931
3.9270,4.9372,3.9270,2.506,3.9270,10.2563,3.9270,13.3726
3.9959,5.4184,3.9959,3.592,3.9959,5.5218,3.9959,21.7653
4.0648,4.2980,4.0648,3.435,4.0648,5.5904,4.0648,25.0265
4.1337,3.5458,4.1337,2.779,4.1337,6.2111,4.1337,14.1288
4.2026,3.6038,4.2026,1.739,4.2026,4.3792,4.2026,5.2114
4.2715,5.0670,4.2715,2.924,4.2715,5.2730,4.2715,4.3472
4.3404,6.3422,4.3404,4.000,4.3404,7.5419,4.3404,3.3569
4.4092,7.5939,4.4092,8.508,4.4092,11.6301,4.4092,2.9492
4.4781,8.0648,4.4781,13.615,4.4781,20.6902,4.4781,3.0396
4.5470,9.0824,4.5470,18.649,4.5470,25.1045,4.5470,3.4030
4.6159,9.9129,4.6159,16.573,4.6159,25.9343,4.6159,4.5580
4.6848,14.0022,4.6848,13.697,4.6848,21.6039,4.6848,5.8185
4.7537,18.3424,4.7537,9.228,4.7537,16.9514,4.7537,5.4756
4.8226,15.1371,4.8226,8.748,4.8226,12.7044,4.8226,5.5417
4.8915,14.0823,4.8915,6.667,4.8915,10.5117,4.8915,5.0975
4.9604,7.1220,4.9604,6.278,4.9604,8.6957,4.9604,3.6841
5.0293,5.3621,5.0293,8.407,5.0293,8.5200,5.0293,3.5591
5.0982,3.3551,5.0982,13.093,5.0982,10.8132,5.0982,4.3616
5.1671,1.2640,5.1671,18.327,5.1671,13.5751,5.1671,3.5685
5.2360,0.9531,5.2360,24.684,5.2360,18.0470,5.2360,3.0067
