X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,2.01593,0.0000,5.21983,0.0000,2.46696,0.0000,1.94908
0.0689,2.72174,0.0689,3.38405,0.0689,2.11711,0.0689,2.46984
0.1378,2.89132,0.1378,3.22567,0.1378,2.00186,0.1378,1.49235
0.2067,3.06228,0.2067,2.57368,0.2067,1.49270,0.2067,1.65124
0.2756,2.60541,0.2756,2.13382,0.2756,2.25217,0.2756,2.26192
0.3445,2.12607,0.3445,1.55650,0.3445,2.49499,0.3445,2.68943
0.4134,3.04613,0.4134,1.67078,0.4134,2.03806,0.4134,2.87895
0.4823,2.51580,0.4823,1.59766,0.4823,2.69930,0.4823,2.91605
0.5512,2.11551,0.5512,1.64873,0.5512,1.98570,0.5512,2.62858
0.6201,1.83076,0.6201,1.93419,0.6201,1.82827,0.6201,1.99068
0.6889,2.07045,0.6889,1.70597,0.6889,1.80770,0.6889,1.86173
0.7578,2.00259,0.7578,2.04775,0.7578,1.84028,0.7578,2.42383
0.8267,2.12190,0.8267,1.44248,0.8267,3.12048,0.8267,2.91525
0.8956,1.51825,0.8956,1.09436,0.8956,2.55448,0.8956,2.58923
0.9645,1.98152,0.9645,0.74529,0.9645,2.75572,0.9645,3.43068
1.0334,1.90433,1.0334,1.16852,1.0334,2.57904,1.0334,4.20751
1.1023,1.64817,1.1023,0.91459,1.1023,2.68490,1.1023,3.90208
1.1712,1.79426,1.1712,1.81258,1.1712,2.62504,1.1712,2.99991
1.2401,1.56921,1.2401,1.11951,1.2401,1.41392,1.2401,3.59063
1.3090,1.93161,1.3090,1.51832,1.3090,1.57910,1.3090,3.30865
1.3779,3.08167,1.3779,1.14462,1.3779,1.75259,1.3779,2.32157
1.4468,3.26082,1.4468,1.20058,1.4468,1.31010,1.4468,2.07750
1.5157,2.23807,1.5157,1.37133,1.5157,1.27884,1.5157,2.97738
1.5846,2.08763,1.5846,1.78876,1.5846,1.68714,1.5846,2.87396
1.6535,2.31473,1.6535,1.99958,1.6535,1.88313,1.6535,1.97423
1.7224,1.72054,1.7224,1.85545,1.7224,2.10929,1.7224,1.96829
1.7913,1.27358,1.7913,1.59030,1.7913,2.93875,1.7913,2.09561
1.8602,1.67384,1.8602,1.21228,1.8602,2.75479,1.8602,1.41131
