X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,22.3760,0.0000,6.488,0.0000,10.0624,0.0000,5.1190,0.0000,9.9271
0.0689,19.3704,0.0689,4.980,0.0689,12.8797,0.0689,8.6855,0.0689,17.0484
0.1378,16.4902,0.1378,7.382,0.1378,14.3912,0.1378,14.0489,0.1378,28.1526
0.2067,13.1559,0.2067,11.980,0.2067,12.3003,0.2067,23.9779,0.2067,34.4061
0.2756,11.2283,0.2756,19.377,0.2756,6.8513,0.2756,29.5538,0.2756,34.4619
0.3445,12.6140,0.3445,25.153,0.3445,4.3851,0.3445,28.4362,0.3445,28.0204
0.4134,14.6878,0.4134,24.300,0.4134,3.7465,0.4134,27.9216,0.4134,19.7480
0.4823,21.7211,0.4823,22.427,0.4823,2.7636,0.4823,19.4884,0.4823,16.5410
0.5512,25.8771,0.5512,21.320,0.5512,1.6928,0.5512,12.3229,0.5512,17.6796
0.6201,22.6284,0.6201,20.295,0.6201,1.4132,0.6201,10.7911,0.6201,18.6056
0.6889,20.4637,0.6889,18.011,0.6889,0.9223,0.6889,6.9031,0.6889,19.6071
0.7578,18.4419,0.7578,16.288,0.7578,0.8872,0.7578,7.6634,0.7578,17.8189
0.8267,17.1129,0.8267,13.126,0.8267,0.8545,0.8267,5.9699,0.8267,12.8917
0.8956,10.3719,0.8956,8.633,0.8956,0.3083,0.8956,6.4144,0.8956,9.5376
0.9645,10.0260,0.9645,3.427,0.9645,1.9975,0.9645,7.3370,0.9645,7.2220
1.0334,6.6109,1.0334,4.140,1.0334,5.3584,1.0334,8.9291,1.0334,7.4520
1.1023,4.6133,1.1023,3.789,1.1023,7.2055,1.1023,13.5757,1.1023,8.9759
1.1712,4.5873,1.1712,4.388,1.1712,11.3061,1.1712,18.0228,1.1712,13.2406
1.2401,9.3910,1.2401,4.574,1.2401,13.0914,1.2401,13.0242,1.2401,15.6608
1.3090,18.4618,1.3090,5.910,1.3090,15.2099,1.3090,10.7360,1.3090,21.1149
1.3779,25.6735,1.3779,9.728,1.3779,13.9330,1.3779,6.0476,1.3779,24.3835
1.4468,26.6427,1.4468,12.750,1.4468,11.8250,1.4468,8.3690,1.4468,25.2723
1.5157,22.7717,1.5157,15.380,1.5157,8.3944,1.5157,12.7493,1.5157,26.0111
1.5846,17.4512,1.5846,19.756,1.5846,3.8630,1.5846,16.5794,1.5846,23.8440
1.6535,13.6259,1.6535,18.785,1.6535,5.9555,1.6535,17.5988,1.6535,24.1556
1.7224,6.5677,1.7224,15.971,1.7224,11.9391,1.7224,12.9598,1.7224,25.2863
1.7913,4.6672,1.7913,9.857,1.7913,16.3106,1.7913,9.9090,1.7913,23.1199
1.8602,3.2795,1.8602,6.933,1.8602,21.1415,1.8602,8.6415,1.8602,17.7525
1.9290,4.1848,1.9290,3.642,1.9290,21.3261,1.9290,9.6522,1.9290,14.0953
1.9979,4.9567,1.9979,1.433,1.9979,16.1801,1.9979,8.8106,1.9979,9.8822
2.0668,4.8815,2.0668,1.720,2.0668,14.5789,2.0668,9.7043,2.0668,8.9432
2.1357,4.8681,2.1357,2.724,2.1357,16.2661,2.1357,6.9777,2.1357,10.0523
2.2046,3.8610,2.2046,3.773,2.2046,22.4272,2.2046,7.3212,2.2046,10.3615
2.2735,1.4499,2.2735,5.172,2.2735,19.7457,2.2735,7.8601,2.2735,8.4592
2.3424,2.0882,2.3424,9.725,2.3424,15.1338,2.3424,9.8241,2.3424,13.0519
2.4113,3.3352,2.4113,16.674,2.4113,13.0604,2.4113,8.1606,2.4113,13.9318
2.4802,3.7528,2.4802,24.437,2.4802,16.8740,2.4802,6.4711,2.4802,10.7061
2.5491,5.2382,2.5491,28.074,2.5491,16.9534,2.5491,7.7496,2.5491,7.9672
2.6180,6.2256,2.6180,26.447,2.6180,13.6487,2.6180,9.7062,2.6180,5.5075
2.6869,5.9114,2.6869,26.354,2.6869,9.0937,2.6869,15.4749,2.6869,5.7571
2.7558,5.0152,2.7558,20.516,2.7558,9.4396,2.7558,16.9199,2.7558,7.0474
2.8247,3.0773,2.8247,15.247,2.8247,7.3474,2.8247,16.8336,2.8247,7.3937
2.8936,2.0435,2.8936,8.050,2.8936,8.5253,2.8936,13.2492,2.8936,5.9982
2.9625,1.5514,2.9625,6.718,2.9625,7.5888,2.9625,13.6103,2.9625,5.1440
3.0314,1.0278,3.0314,6.394,3.0314,7.7522,3.0314,9.6993,3.0314,6.4917
3.1003,1.4489,3.1003,5.495,3.1003,4.4647,3.1003,10.0212,3.1003,10.6460
3.1691,1.7672,3.1691,4.713,3.1691,3.1140,3.1691,11.1838,3.1691,17.1324
3.2380,3.5288,3.2380,5.712,3.2380,2.2294,3.2380,12.0058,3.2380,21.3163
3.3069,6.4782,3.3069,6.287,3.3069,2.0181,3.3069,10.1304,3.3069,24.8561
3.3758,7.1305,3.3758,8.973,3.3758,2.1218,3.3758,7.0962,3.3758,24.3105
3.4447,6.4734,3.4447,13.432,3.4447,2.4578,3.4447,4.7530,3.4447,17.8062
3.5136,7.3302,3.5136,15.184,3.5136,2.3239,3.5136,4.0673,3.5136,13.5985
3.5825,10.0566,3.5825,14.568,3.5825,2.2070,3.5825,4.3869,3.5825,13.1106
3.6514,9.2772,3.6514,9.191,3.6514,2.7892,3.6514,7.2137,3.6514,11.7593
3.7203,8.7285,3.7203,6.136,3.7203,3.9064,3.7203,11.0993,3.7203,11.5625
3.7892,11.0204,3.7892,5.915,3.7892,4.8976,3.7892,16.5315,3.7892,9.8682
3.8581,16.5080,3.8581,6.222,3.8581,6.7474,3.8581,22.8950,3.8581,6.8388
3.9270,23.8361,3.9270,8.447,3.9270,12.8610,3.9270,23.9496,3.9270,8.7560
3.9959,35.2239,3.9959,8.802,3.9959,18.8611,3.9959,19.3347,3.9959,12.8450
4.0648,56.7543,4.0648,10.743,4.0648,24.1033,4.0648,12.8765,4.0648,19.5103
4.1337,76.1239,4.1337,12.671,4.1337,30.1641,4.1337,7.4189,4.1337,17.3080
4.2026,89.3203,4.2026,16.784,4.2026,34.4827,4.2026,5.5535,4.2026,16.5170
4.2715,80.8443,4.2715,15.018,4.2715,35.0758,4.2715,5.5965,4.2715,14.2872
4.3404,55.6687,4.3404,15.034,4.3404,34.2339,4.3404,9.1409,4.3404,12.0278
4.4092,34.7774,4.4092,18.758,4.4092,33.3304,4.4092,12.1425,4.4092,6.5574
4.4781,18.2967,4.4781,16.165,4.4781,30.7438,4.4781,13.7698,4.4781,5.2432
4.5470,11.2281,4.5470,13.318,4.5470,31.4675,4.5470,14.4742,4.5470,4.6002
4.6159,8.8115,4.6159,10.529,4.6159,31.2021,4.6159,15.0139,4.6159,5.8052
4.6848,6.6316,4.6848,9.566,4.6848,27.2794,4.6848,16.2066,4.6848,10.1324
4.7537,7.3842,4.7537,8.319,4.7537,20.3078,4.7537,19.4609,4.7537,12.8636
4.8226,6.6456,4.8226,5.623,4.8226,13.1809,4.8226,20.6562,4.8226,15.9599
4.8915,6.0502,4.8915,4.878,4.8915,10.6447,4.8915,28.6999,4.8915,16.7945
4.9604,4.6719,4.9604,3.806,4.9604,8.3554,4.9604,36.7114,4.9604,16.9998
5.0293,3.7757,5.0293,2.583,5.0293,7.2389,5.0293,44.1716,5.0293,14.2105
5.0982,3.2809,5.0982,5.566,5.0982,4.6255,5.0982,39.5424,5.0982,10.4131
5.1671,2.7232,5.1671,7.093,5.1671,2.9415,5.1671,27.5222,5.1671,8.4019
5.2360,1.5122,5.2360,8.548,5.2360,2.4197,5.2360,11.7205,5.2360,7.9544
5.3049,1.4368,5.3049,8.367,5.3049,2.5618,5.3049,7.5095,5.3049,8.3594
5.3738,1.3877,5.3738,7.776,5.3738,4.4437,5.3738,4.3224,5.3738,7.9445
5.4427,1.1930,5.4427,10.915,5.4427,3.2158,5.4427,3.3211,5.4427,7.4411
5.5116,2.0646,5.5116,8.669,5.5116,5.8657,5.5116,2.5595,5.5116,8.5686
5.5805,2.4479,5.5805,7.041,5.5805,6.5259,5.5805,1.1575,5.5805,10.3717
5.6493,2.5992,5.6493,7.239,5.6493,4.9319,5.6493,1.5260,5.6493,10.0844
5.7182,2.7985,5.7182,7.122,5.7182,4.1561,5.7182,1.3720,5.7182,6.2029
5.7871,2.1212,5.7871,6.697,5.7871,3.7804,5.7871,1.6286,5.7871,3.9515
