X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,12.8247,0.0000,4.9864,0.0000,14.0107,0.0000,17.9902
0.0689,15.2805,0.0689,7.1912,0.0689,20.5639,0.0689,21.7197
0.1378,16.9231,0.1378,7.3426,0.1378,23.1891,0.1378,19.2447
0.2067,18.0816,0.2067,5.9832,0.2067,34.0016,0.2067,14.7184
0.2756,19.4335,0.2756,9.1802,0.2756,50.1806,0.2756,9.1855
0.3445,17.8474,0.3445,12.8203,0.3445,63.2460,0.3445,8.2119
0.4134,18.1262,0.4134,13.8246,0.4134,66.4790,0.4134,9.4728
0.4823,17.4410,0.4823,12.6931,0.4823,52.2693,0.4823,10.3237
0.5512,15.3386,0.5512,11.1661,0.5512,30.6870,0.5512,8.5982
0.6201,16.3256,0.6201,8.1442,0.6201,15.5222,0.6201,5.9988
0.6889,15.9272,0.6889,6.0964,0.6889,10.4234,0.6889,5.0253
0.7578,14.0545,0.7578,5.2846,0.7578,11.4922,0.7578,4.0884
0.8267,12.3520,0.8267,3.7318,0.8267,12.4416,0.8267,5.6612
0.8956,9.7110,0.8956,7.5074,0.8956,10.6944,0.8956,6.5181
0.9645,10.3048,0.9645,12.7124,0.9645,10.6393,0.9645,8.1581
1.0334,13.5168,1.0334,17.9687,1.0334,11.1957,1.0334,13.7898
1.1023,10.6062,1.1023,19.8654,1.1023,17.2853,1.1023,14.4829
1.1712,9.8888,1.1712,17.9205,1.1712,19.1348,1.1712,15.9447
1.2401,7.6046,1.2401,14.1027,1.2401,19.1830,1.2401,11.7083
1.3090,4.3918,1.3090,15.2431,1.3090,13.2048,1.3090,10.3511
1.3779,3.5513,1.3779,9.8691,1.3779,10.7613,1.3779,8.6359
1.4468,3.2877,1.4468,6.5931,1.4468,9.3811,1.4468,8.8170
1.5157,3.2191,1.5157,4.3554,1.5157,11.3822,1.5157,7.9684
1.5846,4.1958,1.5846,3.0574,1.5846,16.2743,1.5846,11.2668
1.6535,2.3371,1.6535,2.6791,1.6535,17.5746,1.6535,10.0751
1.7224,1.9879,1.7224,2.7041,1.7224,18.7718,1.7224,7.6297
1.7913,3.2610,1.7913,6.0431,1.7913,21.2187,1.7913,5.2478
1.8602,4.8339,1.8602,13.0095,1.8602,26.5806,1.8602,4.5648
1.9290,6.8265,1.9290,21.9006,1.9290,31.2435,1.9290,4.5141
1.9979,6.1779,1.9979,35.3329,1.9979,27.3349,1.9979,4.6342
2.0668,5.1626,2.0668,45.0187,2.0668,21.6564,2.0668,7.8692
2.1357,4.5783,2.1357,47.3007,2.1357,13.4381,2.1357,7.8709
2.2046,4.4721,2.2046,39.0776,2.2046,10.4548,2.2046,8.2992
2.2735,4.2394,2.2735,27.9288,2.2735,10.2728,2.2735,4.7904
2.3424,5.8842,2.3424,21.2578,2.3424,8.8352,2.3424,4.0229
2.4113,7.6352,2.4113,14.9400,2.4113,11.0051,2.4113,4.3215
2.4802,14.6377,2.4802,11.5276,2.4802,9.1537,2.4802,4.4549
2.5491,22.3209,2.5491,8.9264,2.5491,7.5442,2.5491,4.3694
2.6180,34.3733,2.6180,11.4209,2.6180,4.9688,2.6180,5.0331
2.6869,35.2334,2.6869,9.8597,2.6869,3.6821,2.6869,5.5296
2.7558,29.5518,2.7558,8.5782,2.7558,4.6082,2.7558,5.2598
2.8247,18.6283,2.8247,7.0836,2.8247,4.7325,2.8247,5.6880
2.8936,13.8776,2.8936,8.3420,2.8936,5.1156,2.8936,5.5860
2.9625,13.3743,2.9625,8.9424,2.9625,5.6517,2.9625,6.8218
3.0314,10.2202,3.0314,8.9497,3.0314,7.1597,3.0314,9.4514
3.1003,8.5007,3.1003,12.2168,3.1003,9.2301,3.1003,9.6819
3.1691,9.3511,3.1691,14.0159,3.1691,9.8533,3.1691,8.9018
3.2380,8.1533,3.2380,11.6631,3.2380,12.3002,3.2380,10.4382
3.3069,8.0894,3.3069,14.1530,3.3069,16.7273,3.3069,16.4608
3.3758,10.3634,3.3758,16.7244,3.3758,18.0269,3.3758,21.0375
3.4447,12.7601,3.4447,17.2349,3.4447,18.0078,3.4447,25.0863
3.5136,13.6738,3.5136,17.7877,3.5136,15.9454,3.5136,23.4188
3.5825,16.2572,3.5825,17.6640,3.5825,15.3752,3.5825,16.1612
3.6514,12.4061,3.6514,21.4613,3.6514,13.4072,3.6514,11.2899
3.7203,7.2575,3.7203,21.4167,3.7203,11.5580,3.7203,7.6723
3.7892,5.9134,3.7892,19.9271,3.7892,12.4407,3.7892,7.6722
3.8581,4.5320,3.8581,18.6812,3.8581,12.3138,3.8581,8.4399
3.9270,7.7118,3.9270,15.6335,3.9270,10.4709,3.9270,7.0303
3.9959,9.4146,3.9959,12.8641,3.9959,9.1581,3.9959,6.6236
4.0648,10.5401,4.0648,10.5021,4.0648,9.8704,4.0648,11.1866
4.1337,5.6486,4.1337,8.8470,4.1337,12.4207,4.1337,14.3946
4.2026,4.5112,4.2026,10.7096,4.2026,18.7283,4.2026,17.2888
4.2715,3.2962,4.2715,11.4717,4.2715,19.9606,4.2715,16.9174
4.3404,2.5021,4.3404,14.8787,4.3404,17.3208,4.3404,15.4899
4.4092,3.8711,4.4092,17.9339,4.4092,14.0726,4.4092,11.1630
4.4781,5.5962,4.4781,16.4635,4.4781,12.8204,4.4781,8.4194
4.5470,6.7042,4.5470,11.6580,4.5470,11.6523,4.5470,7.8075
4.6159,5.7138,4.6159,9.5024,4.6159,11.0393,4.6159,6.4058
4.6848,8.2475,4.6848,10.3907,4.6848,9.6190,4.6848,5.1696
