X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,4.95879,0.0000,3.4854,0.0000,6.3308,0.0000,4.50274,0.0000,3.82438
0.0689,7.77189,0.0689,5.7636,0.0689,6.7118,0.0689,6.90150,0.0689,3.99483
0.1378,9.23891,0.1378,9.7581,0.1378,5.7388,0.1378,7.42432,0.1378,5.04985
0.2067,9.75928,0.2067,10.7573,0.2067,5.2369,0.2067,8.78674,0.2067,5.13445
0.2756,8.02960,0.2756,10.6384,0.2756,5.3724,0.2756,8.15197,0.2756,5.33099
0.3445,6.24836,0.3445,10.5867,0.3445,4.8629,0.3445,7.37589,0.3445,5.52614
0.4134,4.99286,0.4134,9.5254,0.4134,4.6119,0.4134,7.21560,0.4134,5.55140
0.4823,4.69276,0.4823,5.9128,0.4823,4.2946,0.4823,6.48616,0.4823,6.86394
0.5512,3.52113,0.5512,5.0269,0.5512,3.2902,0.5512,6.80436,0.5512,7.89269
0.6201,3.36700,0.6201,4.9236,0.6201,3.3488,0.6201,6.05542,0.6201,9.82000
0.6889,2.95336,0.6889,4.9683,0.6889,3.6312,0.6889,5.62704,0.6889,9.55646
0.7578,1.86353,0.7578,3.7488,0.7578,4.1162,0.7578,5.84817,0.7578,8.98685
0.8267,2.08323,0.8267,3.4027,0.8267,3.8770,0.8267,5.44002,0.8267,5.46579
0.8956,2.39444,0.8956,2.5761,0.8956,4.4034,0.8956,4.16728,0.8956,4.39514
0.9645,1.65576,0.9645,2.8782,0.9645,4.1808,0.9645,3.70140,0.9645,3.29195
1.0334,2.37184,1.0334,2.7000,1.0334,6.1085,1.0334,2.81717,1.0334,2.97522
1.1023,2.39773,1.1023,4.0075,1.1023,6.3499,1.1023,2.86269,1.1023,2.24271
1.1712,3.19953,1.1712,3.4730,1.1712,5.7954,1.1712,3.33931,1.1712,2.43182
1.2401,3.00593,1.2401,3.1371,1.2401,4.3300,1.2401,3.99390,1.2401,3.01717
1.3090,3.36954,1.3090,3.2802,1.3090,3.3877,1.3090,3.98002,1.3090,2.81311
1.3779,3.05144,1.3779,2.7356,1.3779,3.6161,1.3779,3.71405,1.3779,2.81312
1.4468,2.52362,1.4468,2.2619,1.4468,3.7882,1.4468,5.06501,1.4468,3.57590
1.5157,2.54279,1.5157,2.2846,1.5157,3.5274,1.5157,5.56429,1.5157,3.60017
1.5846,2.10633,1.5846,2.2650,1.5846,3.9653,1.5846,6.09155,1.5846,2.92346
1.6535,1.55613,1.6535,2.3472,1.6535,2.8177,1.6535,6.16922,1.6535,3.32958
1.7224,1.70040,1.7224,2.6447,1.7224,2.1921,1.7224,5.76052,1.7224,3.55117
1.7913,1.39664,1.7913,3.0962,1.7913,2.5178,1.7913,4.12621,1.7913,3.27799
1.8602,1.90104,1.8602,3.5729,1.8602,2.6491,1.8602,4.08600,1.8602,2.76076
1.9290,2.43995,1.9290,3.5191,1.9290,2.9434,1.9290,4.68509,1.9290,2.93197
1.9979,3.07018,1.9979,3.3851,1.9979,3.4239,1.9979,4.27154,1.9979,3.17315
2.0668,3.48757,2.0668,3.3573,2.0668,4.4478,2.0668,4.47809,2.0668,3.37825
2.1357,3.65613,2.1357,2.9283,2.1357,4.3007,2.1357,4.17117,2.1357,2.59922
2.2046,3.65751,2.2046,2.9795,2.2046,3.5576,2.2046,4.29340,2.2046,2.53864
2.2735,4.66698,2.2735,3.5052,2.2735,3.1225,2.2735,3.26131,2.2735,2.48231
2.3424,4.69008,2.3424,4.5721,2.3424,3.5934,2.3424,3.85923,2.3424,3.20405
2.4113,5.60116,2.4113,4.3080,2.4113,2.4970,2.4113,3.88317,2.4113,3.31503
2.4802,5.79339,2.4802,3.1110,2.4802,2.6298,2.4802,4.41425,2.4802,3.00847
2.5491,5.66705,2.5491,2.6393,2.5491,3.3663,2.5491,4.68723,2.5491,2.86944
2.6180,5.07023,2.6180,2.3828,2.6180,3.1485,2.6180,5.43906,2.6180,2.40227
2.6869,3.85424,2.6869,2.3455,2.6869,3.8696,2.6869,6.32692,2.6869,2.70233
2.7558,2.96336,2.7558,1.6271,2.7558,4.4442,2.7558,6.76594,2.7558,2.43261
