X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4
0.0000,36.7522,0.0000,3.4428,0.0000,50.1732,0.0000,87.6342,0.0000,15.7865
0.0689,38.3406,0.0689,5.8200,0.0689,46.4925,0.0689,79.8375,0.0689,12.1501
0.1378,39.7924,0.1378,10.5147,0.1378,32.2659,0.1378,54.8247,0.1378,13.9017
0.2067,31.4015,0.2067,13.2230,0.2067,18.6451,0.2067,32.1608,0.2067,14.1541
0.2756,25.2968,0.2756,18.6975,0.2756,10.3006,0.2756,17.2710,0.2756,17.6892
0.3445,17.6420,0.3445,21.9167,0.3445,9.2297,0.3445,12.0757,0.3445,20.0706
0.4134,13.5904,0.4134,21.4330,0.4134,9.4698,0.4134,11.2306,0.4134,18.0146
0.4823,10.8485,0.4823,19.0866,0.4823,10.2897,0.4823,10.6769,0.4823,11.0755
0.5512,13.1436,0.5512,14.8141,0.5512,8.6974,0.5512,9.4602,0.5512,9.0532
0.6201,11.0027,0.6201,11.2964,0.6201,7.1736,0.6201,6.9906,0.6201,6.3867
0.6889,11.2019,0.6889,10.1951,0.6889,9.4948,0.6889,8.5129,0.6889,5.3847
0.7578,8.8597,0.7578,8.7020,0.7578,8.6427,0.7578,6.3694,0.7578,7.4589
0.8267,8.2263,0.8267,10.4416,0.8267,11.5756,0.8267,4.9826,0.8267,5.0491
0.8956,8.7255,0.8956,9.9764,0.8956,8.9624,0.8956,6.8072,0.8956,4.0891
0.9645,11.5378,0.9645,9.3278,0.9645,10.1309,0.9645,10.0691,0.9645,4.6427
1.0334,10.2435,1.0334,9.3150,1.0334,8.4160,1.0334,14.4355,1.0334,3.3785
1.1023,7.1308,1.1023,8.5707,1.1023,6.4892,1.1023,15.0863,1.1023,2.6289
1.1712,6.3764,1.1712,10.4442,1.1712,5.0915,1.1712,14.1883,1.1712,3.0227
1.2401,4.1574,1.2401,9.2887,1.2401,5.4472,1.2401,14.7942,1.2401,3.7174
1.3090,2.7731,1.3090,10.2779,1.3090,6.0810,1.3090,11.3312,1.3090,6.5294
1.3779,2.8746,1.3779,12.1885,1.3779,5.4319,1.3779,8.7152,1.3779,9.0075
1.4468,3.6443,1.4468,18.2951,1.4468,4.7143,1.4468,5.6228,1.4468,14.1024
1.5157,3.0148,1.5157,14.6812,1.5157,4.5966,1.5157,4.1217,1.5157,13.3292
1.5846,3.4790,1.5846,12.9730,1.5846,3.2339,1.5846,2.1000,1.5846,11.2164
1.6535,3.3316,1.6535,8.4075,1.6535,2.7062,1.6535,1.6639,1.6535,10.0112
1.7224,2.4501,1.7224,6.1357,1.7224,2.4862,1.7224,2.0242,1.7224,11.7187
1.7913,1.9151,1.7913,4.1944,1.7913,2.1482,1.7913,4.3524,1.7913,10.4229
1.8602,3.1097,1.8602,3.7458,1.8602,4.6290,1.8602,7.5401,1.8602,11.9086
1.9290,3.0440,1.9290,2.5815,1.9290,6.7395,1.9290,10.7808,1.9290,8.8185
1.9979,3.5051,1.9979,1.7248,1.9979,8.7690,1.9979,10.4735,1.9979,5.5942
2.0668,4.7775,2.0668,3.0414,2.0668,14.4760,2.0668,6.7349,2.0668,4.7014
2.1357,3.8602,2.1357,3.0007,2.1357,20.0219,2.1357,5.9010,2.1357,4.8002
2.2046,3.6310,2.2046,2.6010,2.2046,31.2976,2.2046,5.3678,2.2046,5.6763
2.2735,2.3795,2.2735,2.9005,2.2735,42.9642,2.2735,4.6892,2.2735,5.5854
2.3424,3.7523,2.3424,4.0525,2.3424,42.8583,2.3424,6.9381,2.3424,6.3119
2.4113,3.9355,2.4113,4.1657,2.4113,38.3468,2.4113,8.3552,2.4113,6.7085
2.4802,5.1111,2.4802,5.4018,2.4802,27.1297,2.4802,8.0419,2.4802,7.4596
2.5491,4.9036,2.5491,7.3203,2.5491,22.1704,2.5491,8.7212,2.5491,8.2153
2.6180,4.4386,2.6180,7.1238,2.6180,17.6300,2.6180,9.2096,2.6180,6.5016
2.6869,5.6306,2.6869,7.4175,2.6869,13.5583,2.6869,11.4939,2.6869,5.3954
2.7558,5.0676,2.7558,9.4842,2.7558,16.4772,2.7558,13.3178,2.7558,3.0275
2.8247,3.8481,2.8247,10.8387,2.8247,14.0444,2.8247,14.5970,2.8247,2.1199
2.8936,5.2120,2.8936,14.7459,2.8936,10.2138,2.8936,11.9133,2.8936,3.8072
2.9625,3.5345,2.9625,15.1158,2.9625,8.6101,2.9625,8.8882,2.9625,5.6531
3.0314,3.6905,3.0314,15.9570,3.0314,5.2469,3.0314,8.4508,3.0314,6.5673
3.1003,4.6185,3.1003,15.0935,3.1003,4.5849,3.1003,5.4254,3.1003,8.8151
3.1691,6.3838,3.1691,12.6415,3.1691,4.5808,3.1691,3.2459,3.1691,8.9002
3.2380,7.1734,3.2380,10.1933,3.2380,5.8993,3.2380,3.3095,3.2380,10.7978
3.3069,9.3459,3.3069,8.4027,3.3069,4.7377,3.3069,2.3362,3.3069,11.2488
3.3758,10.7688,3.3758,7.4955,3.3758,4.2925,3.3758,2.3098,3.3758,7.9823
3.4447,10.0309,3.4447,4.5653,3.4447,5.2625,3.4447,2.4843,3.4447,8.4439
3.5136,10.8047,3.5136,2.0294,3.5136,5.4531,3.5136,2.2251,3.5136,10.0285
3.5825,10.6713,3.5825,2.2797,3.5825,3.4384,3.5825,1.8141,3.5825,17.9510
3.6514,9.1248,3.6514,3.5843,3.6514,2.5587,3.6514,1.7585,3.6514,36.8811
3.7203,8.3439,3.7203,2.7501,3.7203,1.9906,3.7203,2.3192,3.7203,51.2483
3.7892,7.9503,3.7892,1.9197,3.7892,2.7458,3.7892,3.6174,3.7892,55.8469
3.8581,6.7120,3.8581,3.4116,3.8581,3.2689,3.8581,5.4165,3.8581,39.5227
3.9270,5.5536,3.9270,6.7188,3.9270,3.0481,3.9270,6.1410,3.9270,26.3099
