X0,Y0,X1,Y1,X2,Y2,X3,Y3
0.0000,6.56618,0.0000,1.82421,0.0000,4.20253,0.0000,2.66701
0.0689,7.25611,0.0689,2.36251,0.0689,5.69644,0.0689,1.68712
0.1378,7.68663,0.1378,3.39021,0.1378,5.08818,0.1378,1.43301
0.2067,6.94658,0.2067,3.99323,0.2067,5.80977,0.2067,1.78064
0.2756,5.99707,0.2756,5.26678,0.2756,6.12635,0.2756,1.57310
0.3445,4.24757,0.3445,6.83934,0.3445,7.20768,0.3445,1.22657
0.4134,3.68291,0.4134,7.07950,0.4134,5.26445,0.4134,1.60825
0.4823,3.61167,0.4823,6.37067,0.4823,4.93118,0.4823,1.69204
0.5512,3.90265,0.5512,4.91064,0.5512,4.05874,0.5512,2.24022
0.6201,3.37034,0.6201,4.20086,0.6201,2.79878,0.6201,2.10840
0.6889,3.00657,0.6889,4.38439,0.6889,2.27509,0.6889,2.52638
0.7578,2.71916,0.7578,3.43945,0.7578,2.46698,0.7578,2.21861
0.8267,1.54790,0.8267,3.00602,0.8267,2.21899,0.8267,2.02770
0.8956,1.54337,0.8956,2.48928,0.8956,2.76139,0.8956,2.96939
0.9645,1.64770,0.9645,1.68537,0.9645,2.31620,0.9645,2.28888
1.0334,1.35836,1.0334,1.84239,1.0334,3.49622,1.0334,2.75630
1.1023,1.32700,1.1023,2.42504,1.1023,3.97976,1.1023,2.05879
1.1712,1.97514,1.1712,2.03971,1.1712,4.14257,1.1712,2.46013
1.2401,1.51737,1.2401,1.73412,1.2401,4.33403,1.2401,2.65868
1.3090,2.16315,1.3090,1.85861,1.3090,3.34749,1.3090,2.08278
1.3779,3.16669,1.3779,1.66924,1.3779,3.23325,1.3779,2.49054
1.4468,4.12718,1.4468,1.24384,1.4468,2.75480,1.4468,2.51745
1.5157,4.09995,1.5157,0.92342,1.5157,2.77766,1.5157,2.59428
1.5846,4.69748,1.5846,1.43572,1.5846,2.33847,1.5846,3.14561
1.6535,4.05828,1.6535,1.55843,1.6535,1.86950,1.6535,3.18980
1.7224,4.30860,1.7224,1.38999,1.7224,1.82936,1.7224,3.22936
1.7913,3.41171,1.7913,1.70832,1.7913,2.12581,1.7913,2.78409
1.8602,2.83628,1.8602,1.95143,1.8602,1.43453,1.8602,2.50977
1.9290,3.13256,1.9290,1.84849,1.9290,1.10830,1.9290,2.62433
1.9979,3.20974,1.9979,1.48800,1.9979,1.19947,1.9979,1.84467
2.0668,3.55513,2.0668,1.32243,2.0668,1.79180,2.0668,1.22212
2.1357,2.46767,2.1357,1.27566,2.1357,2.61633,2.1357,1.59108
2.2046,1.69053,2.2046,1.34049,2.2046,2.95842,2.2046,1.36486
2.2735,1.29953,2.2735,1.52479,2.2735,3.34513,2.2735,1.78606
2.3424,2.20612,2.3424,1.01722,2.3424,2.62964,2.3424,1.81277
2.4113,2.09107,2.4113,1.25750,2.4113,2.93075,2.4113,1.96847
2.4802,2.26798,2.4802,1.07093,2.4802,1.55218,2.4802,2.30730
2.5491,2.63032,2.5491,0.86773,2.5491,1.90484,2.5491,2.27779
2.6180,2.80339,2.6180,1.89077,2.6180,2.23084,2.6180,2.02860
2.6869,3.69181,2.6869,2.08632,2.6869,2.95291,2.6869,2.05305
2.7558,3.11713,2.7558,3.36460,2.7558,3.04977,2.7558,1.69173
2.8247,2.58869,2.8247,5.11567,2.8247,4.13811,2.8247,1.91175
2.8936,2.80332,2.8936,6.52222,2.8936,3.53360,2.8936,1.87695
2.9625,3.43064,2.9625,5.40927,2.9625,3.62120,2.9625,1.83257
3.0314,4.13035,3.0314,4.97338,3.0314,4.55574,3.0314,2.08685
3.1003,3.28092,3.1003,2.56401,3.1003,4.80070,3.1003,2.86579
3.1691,3.05481,3.1691,2.03219,3.1691,5.42423,3.1691,3.28189
3.2380,2.42679,3.2380,2.25441,3.2380,5.58033,3.2380,3.71430
3.3069,2.10347,3.3069,2.69059,3.3069,6.04355,3.3069,4.77708
3.3758,2.40374,3.3758,1.75204,3.3758,6.75807,3.3758,6.27177
3.4447,2.97191,3.4447,1.18987,3.4447,6.10870,3.4447,5.67095
3.5136,3.57956,3.5136,1.83692,3.5136,5.45194,3.5136,6.58280
3.5825,4.91305,3.5825,1.59316,3.5825,4.52270,3.5825,5.23942
3.6514,5.68148,3.6514,0.85607,3.6514,3.92269,3.6514,4.36961
3.7203,5.81855,3.7203,1.33480,3.7203,4.25739,3.7203,3.05561
3.7892,4.86571,3.7892,1.10332,3.7892,4.02265,3.7892,2.42984
