Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,1.51093,0.0000,3.98582,0.0000,3.18099,0.00000,3.25710
0.0689,2.08649,0.0689,2.99381,0.0689,2.94497,0.06889,3.11884
0.1378,2.05675,0.1378,2.77752,0.1378,1.91527,0.13779,2.86692
0.2067,3.19301,0.2067,2.09928,0.2067,2.17386,0.20668,2.79572
0.2756,3.23671,0.2756,1.41058,0.2756,2.10255,0.27558,3.38771
0.3445,2.93746,0.3445,1.40875,0.3445,1.43559,0.34447,3.24451
0.4134,1.99219,0.4134,1.12524,0.4134,1.97149,0.41337,2.03189
0.4823,1.11889,0.4823,0.97578,0.4823,1.41138,0.48226,2.42016
0.5512,0.80798,0.5512,1.01175,0.5512,1.09684,0.55116,2.00757
0.6201,0.69054,0.6201,1.15637,0.6201,1.11108,0.62005,1.93794
0.6889,0.81678,0.6889,1.35118,0.6889,1.08838,0.68894,2.30899
0.7578,0.63664,0.7578,1.67469,0.7578,1.42485,0.75784,1.93976
0.8267,0.93677,0.8267,1.80345,0.8267,1.99103,0.82673,1.71085
0.8956,0.97203,0.8956,2.54349,0.8956,1.83556,0.89563,1.38296
0.9645,0.52376,0.9645,1.61363,0.9645,2.55277,0.96452,2.38024
1.0334,0.82760,1.0334,1.48821,1.0334,1.89361,1.03342,2.53784
1.1023,0.69034,1.1023,1.43209,1.1023,2.29202,1.10231,2.35248
1.1712,0.64203,1.1712,1.32425,1.1712,1.84158,1.17121,2.19224
1.2401,0.48429,1.2401,1.01763,1.2401,1.30252,1.24010,2.59302
1.3090,1.01078,1.3090,1.45569,1.3090,1.82000,1.30900,2.99867
1.3779,1.16504,1.3779,0.84842,1.3779,2.20037,1.37789,2.89299
1.4468,1.23600,1.4468,0.90996,1.4468,3.21833,1.44678,2.41185
1.5157,1.32217,1.5157,0.92655,1.5157,3.47782,1.51568,2.49182
1.5846,0.64896,1.5846,1.01421,1.5846,2.67855,1.58457,2.97466
1.6535,0.42219,1.6535,0.77066,1.6535,2.50593,1.65347,2.78337
1.7224,0.73648,1.7224,0.65752,1.7224,1.58693,1.72236,3.60555
1.7913,0.73559,1.7913,0.67452,1.7913,0.85464,1.79126,3.77855
1.8602,0.82017,1.8602,1.18937,1.8602,0.97190,1.86015,3.57817
1.9290,0.88456,1.9290,0.98813,1.9290,0.84316,1.92905,2.93851
1.9979,1.01440,1.9979,1.04625,1.9979,0.94332,1.99794,3.05723
2.0668,0.99834,2.0668,1.00529,2.0668,2.11685,2.06683,3.67983
2.1357,0.77019,2.1357,0.71581,2.1357,1.63815,2.13573,3.15141
2.2046,1.16066,2.2046,0.18773,2.2046,1.44289,2.20462,2.41924
2.2735,1.02819,2.2735,0.35286,2.2735,1.03092,2.27352,2.08032
2.3424,0.88465,2.3424,0.30596,2.3424,1.54948,2.34241,2.13522
2.4113,1.22925,2.4113,0.53255,2.4113,1.70154,2.41131,1.56197
2.4802,1.03610,2.4802,1.00572,2.4802,1.99225,2.48020,1.54740
2.5491,1.68195,2.5491,0.92234,2.5491,2.04866,2.54910,1.83467
2.6180,2.11266,2.6180,1.27313,2.6180,2.06899,2.61799,1.47482
2.6869,2.01398,2.6869,1.81594,2.6869,2.36246,2.68689,1.40921
2.7558,1.49054,2.7558,1.80843,2.7558,2.59823,2.75578,1.68498
2.8247,2.40750,2.8247,1.28650,2.8247,2.55484,2.82467,1.00445
2.8936,2.42161,2.8936,1.13372,2.8936,2.34266,2.89357,1.13129
2.9625,2.58330,2.9625,1.90308,2.9625,2.68546,2.96246,1.73502
3.0314,2.55087,3.0314,1.62936,3.0314,3.10048,3.03136,0.99843
3.1003,1.53089,3.1003,1.92340,3.1003,1.79315,3.10025,1.58350
3.1691,0.90401,3.1691,1.48117,3.1691,2.17321,3.16915,2.07718
3.2380,0.86399,3.2380,1.42023,3.2380,3.22167,3.23804,2.34945
3.3069,0.75252,3.3069,1.29663,3.3069,2.73351,3.30694,2.22419
3.3758,1.05046,3.3758,2.22087,3.3758,2.65606,3.37583,2.10841
3.4447,1.65430,3.4447,2.08331,3.4447,2.09310,3.44472,1.46930
3.5136,1.93802,3.5136,2.41675,3.5136,1.67212,3.51362,1.30966
3.5825,2.12665,3.5825,3.32092,3.5825,1.48579,3.58251,1.69056
3.6514,2.57228,3.6514,3.10547,3.6514,1.43257,3.65141,1.13227
3.7203,3.56838,3.7203,3.22080,3.7203,1.93187,3.72030,0.93264
3.7892,3.49521,3.7892,3.71468,3.7892,2.15532,3.78920,0.50715
3.8581,4.24122,3.8581,4.40875,3.8581,2.13536,3.85809,0.80193
