Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,9.7315,0.0000,11.8891,0.0000,8.3771,0.00000,8.6500
0.0689,10.1988,0.0689,11.9182,0.0689,11.8241,0.06889,9.0627
0.1378,13.1004,0.1378,14.7977,0.1378,12.3909,0.13779,9.4129
0.2067,15.0145,0.2067,17.2704,0.2067,10.1834,0.20668,8.3395
0.2756,15.9404,0.2756,15.1366,0.2756,10.0410,0.27558,8.0683
0.3445,16.1045,0.3445,9.7764,0.3445,11.6333,0.34447,6.5254
0.4134,11.6209,0.4134,11.7786,0.4134,12.1536,0.41337,7.0758
0.4823,11.4004,0.4823,13.4018,0.4823,8.6604,0.48226,8.1587
0.5512,9.4586,0.5512,12.5755,0.5512,7.3746,0.55116,10.5173
0.6201,7.8933,0.6201,11.6165,0.6201,7.3606,0.62005,10.2454
0.6889,9.7856,0.6889,14.4577,0.6889,7.3309,0.68894,8.8536
0.7578,8.2597,0.7578,12.7601,0.7578,7.2977,0.75784,7.6504
0.8267,6.6948,0.8267,9.8441,0.8267,8.0426,0.82673,7.0677
0.8956,5.0329,0.8956,13.5569,0.8956,10.0802,0.89563,9.3622
0.9645,5.0450,0.9645,11.3819,0.9645,10.0204,0.96452,10.6356
1.0334,3.9982,1.0334,10.3329,1.0334,10.9045,1.03342,11.0568
1.1023,4.3017,1.1023,10.0955,1.1023,10.4299,1.10231,11.2468
1.1712,4.6069,1.1712,10.8186,1.1712,10.1645,1.17121,11.8376
1.2401,4.4342,1.2401,9.2982,1.2401,11.1739,1.24010,11.5408
1.3090,4.8203,1.3090,7.3193,1.3090,9.3681,1.30900,9.3009
1.3779,3.9124,1.3779,6.9666,1.3779,10.6300,1.37789,9.5280
1.4468,3.5864,1.4468,8.8053,1.4468,9.5586,1.44678,8.5720
1.5157,4.1314,1.5157,7.2252,1.5157,9.4338,1.51568,8.1987
1.5846,5.2325,1.5846,8.4471,1.5846,8.5392,1.58457,6.5544
1.6535,4.7906,1.6535,7.6121,1.6535,8.0355,1.65347,8.9031
1.7224,3.9859,1.7224,8.2606,1.7224,7.9227,1.72236,6.1765
1.7913,5.5421,1.7913,5.1654,1.7913,7.5510,1.79126,6.5164
1.8602,6.1418,1.8602,6.9912,1.8602,6.0795,1.86015,10.6324
1.9290,4.8503,1.9290,7.6294,1.9290,4.3915,1.92905,9.8258
1.9979,4.9479,1.9979,7.0156,1.9979,4.8665,1.99794,10.2317
2.0668,4.4838,2.0668,7.7947,2.0668,7.0706,2.06683,7.7875
2.1357,6.6031,2.1357,8.5146,2.1357,6.1698,2.13573,9.0780
2.2046,6.1849,2.2046,9.3499,2.2046,6.4240,2.20462,7.8628
2.2735,5.7519,2.2735,7.6320,2.2735,6.3142,2.27352,7.9889
2.3424,5.8594,2.3424,7.7973,2.3424,5.7906,2.34241,7.6696
2.4113,5.3194,2.4113,9.2883,2.4113,6.5620,2.41131,8.9110
2.4802,6.2400,2.4802,6.4732,2.4802,7.1580,2.48020,7.1697
2.5491,6.0907,2.5491,6.1452,2.5491,6.0866,2.54910,6.3389
