Distance_(microns),Value,X1,Y1,X2,Y2
18.1193,4.2481,18.1193,11.5203,18.1193,9.3646
18.1881,5.1705,18.1881,12.5878,18.1881,9.3448
18.2570,6.8182,18.2570,13.3854,18.2570,9.3098
18.3259,6.9024,18.3259,14.2641,18.3259,7.2074
18.3948,6.7562,18.3948,14.7655,18.3948,9.0771
18.4637,7.7266,18.4637,16.1249,18.4637,6.9686
18.5326,9.3407,18.5326,15.5319,18.5326,7.2611
18.6015,12.3741,18.6015,16.6141,18.6015,10.6071
18.6704,10.8178,18.6704,18.0131,18.6704,9.8386
18.7393,11.0631,18.7393,18.6086,18.7393,9.5821
18.8082,8.5605,18.8082,21.0372,18.8082,8.5559
18.8771,9.6428,18.8771,20.5045,18.8771,8.2534
18.9460,7.6433,18.9460,17.0700,18.9460,9.9484
19.0149,6.2803,19.0149,15.4189,19.0149,11.7169
19.0838,4.9805,19.0838,17.5344,19.0838,12.4275
19.1527,4.6247,19.1527,19.4895,19.1527,16.4741
19.2216,6.4710,19.2216,21.5228,19.2216,16.7086
19.2905,7.4369,19.2905,20.1407,19.2905,18.7884
19.3594,6.6331,19.3594,17.2351,19.3594,18.4339
19.4282,5.1924,19.4282,15.1108,19.4282,18.1265
19.4971,5.3634,19.4971,14.3766,19.4971,15.2091
19.5660,6.8052,19.5660,14.4953,19.5660,14.9112
19.6349,7.6320,19.6349,13.6234,19.6349,13.8653
19.7038,6.2842,19.7038,11.0611,19.7038,15.1171
19.7727,6.8651,19.7727,10.5321,19.7727,14.8791
19.8416,9.9471,19.8416,11.8820,19.8416,13.3889
19.9105,11.2388,19.9105,14.6630,19.9105,11.8745
19.9794,14.4981,19.9794,16.0743,19.9794,11.2534
20.0483,15.6239,20.0483,17.9292,20.0483,10.2678
20.1172,17.3520,20.1172,19.1688,20.1172,12.7913
20.1861,18.1537,20.1861,18.0786,20.1861,11.4381
20.2550,18.6281,20.2550,15.9406,20.2550,10.6085
20.3239,23.0942,20.3239,17.0382,20.3239,8.4720
20.3928,23.9797,20.3928,19.7112,20.3928,6.9562
20.4617,19.1959,20.4617,20.2699,20.4617,7.8553
20.5306,16.3828,20.5306,19.3423,20.5306,7.8826
20.5995,12.4714,20.5995,17.8710,20.5995,7.1973
20.6683,13.5722,20.6683,15.2056,20.6683,5.9649
20.7372,13.6326,20.7372,12.4368,20.7372,6.1139
20.8061,15.1610,20.8061,13.3057,20.8061,6.8429
20.8750,13.7595,20.8750,14.3401,20.8750,7.6778
20.9439,11.4593,20.9439,14.1372,20.9439,10.1540
21.0128,8.8126,21.0128,13.3825,21.0128,11.0948
21.0817,9.1588,21.0817,14.5347,21.0817,9.9749
21.1506,8.8306,21.1506,15.5406,21.1506,10.1499
21.2195,11.8709,21.2195,14.1361,21.2195,9.9547
21.2884,12.5027,21.2884,14.2335,21.2884,10.8463
21.3573,11.1100,21.3573,11.0936,21.3573,9.0716
21.4262,12.4051,21.4262,13.0358,21.4262,9.2354
21.4951,12.0553,21.4951,18.1996,21.4951,9.9965
21.5640,10.4873,21.5640,22.3019,21.5640,9.7510
21.6329,10.1976,21.6329,22.8006,21.6329,11.6043
21.7018,9.1912,21.7018,22.9777,21.7018,14.0813
21.7707,7.7418,21.7707,23.1263,21.7707,9.8572
21.8396,5.4450,21.8396,21.0121,21.8396,10.1498
21.9084,5.3614,21.9084,18.4110,21.9084,9.3250
21.9773,4.5906,21.9773,21.4668,21.9773,9.3467
22.0462,4.5093,22.0462,23.3317,22.0462,10.3846
22.1151,6.7204,22.1151,19.5252,22.1151,10.8218
22.1840,7.2532,22.1840,13.9941,22.1840,12.3532
22.2529,6.1886,22.2529,10.4225,22.2529,12.3752
22.3218,7.0185,22.3218,9.6457,22.3218,11.8714
22.3907,6.8494,22.3907,9.5970,22.3907,11.6587
22.4596,4.5576,22.4596,10.7577,22.4596,11.1575
22.5285,4.9964,22.5285,11.0794,22.5285,9.7413
22.5974,3.6517,22.5974,11.8943,22.5974,10.3130
22.6663,5.9107,22.6663,14.2005,22.6663,8.6854
22.7352,6.0256,22.7352,14.7997,22.7352,7.6064
22.8041,6.7000,22.8041,13.9411,22.8041,6.3334
22.8730,6.7712,22.8730,10.9179,22.8730,6.7806
22.9419,5.8913,22.9419,7.9993,22.9419,8.8291
23.0108,6.5413,23.0108,6.1628,23.0108,9.9856
23.0797,6.2114,23.0797,5.9029,23.0797,10.2931
23.1486,6.8162,23.1486,4.7397,23.1486,9.7581
23.2174,7.7039,23.2174,4.6973,23.2174,9.1075
23.2863,7.4875,23.2863,5.2068,23.2863,9.8355
23.3552,8.9172,23.3552,5.6142,23.3552,10.5738
23.4241,9.5311,23.4241,5.5329,23.4241,10.3673
23.4930,7.3945,23.4930,6.8973,23.4930,10.9229
23.5619,6.2729,23.5619,6.9300,23.5619,13.5618
23.6308,7.3543,23.6308,7.2993,23.6308,12.6394
23.6997,9.3797,23.6997,7.2105,23.6997,11.3459
23.7686,11.1292,23.7686,6.6744,23.7686,11.6717
23.8375,15.3958,23.8375,7.9795,23.8375,11.0413
23.9064,20.9211,23.9064,7.4508,23.9064,11.5387
23.9753,22.0172,23.9753,9.3279,23.9753,11.7079
24.0442,21.6340,24.0442,10.2395,24.0442,12.3478
24.1131,22.0840,24.1131,10.0697,24.1131,13.9008
24.1820,19.7115,24.1820,8.9547,24.1820,15.3548
24.2509,15.8282,24.2509,10.2610,24.2509,12.8118
24.3198,15.2908,24.3198,10.5498,24.3198,14.1895
24.3887,12.3917,24.3887,9.1999,24.3887,13.2819
24.4575,9.1897,24.4575,8.4164,24.4575,18.3406
24.5264,7.8366,24.5264,8.4135,24.5264,19.1962
24.5953,7.1664,24.5953,10.1112,24.5953,21.3641
24.6642,4.5019,24.6642,8.3858,24.6642,22.8654
24.7331,6.0107,24.7331,8.0893,24.7331,19.6698
24.8020,6.8187,24.8020,7.0964,24.8020,13.5160
24.8709,4.3393,24.8709,7.9257,24.8709,12.7895
24.9398,4.1879,24.9398,9.0703,24.9398,12.8440
25.0087,4.0080,25.0087,11.5729,25.0087,10.3981
25.0776,5.3588,25.0776,9.4974,25.0776,9.5649
25.1465,6.5625,25.1465,9.4311,25.1465,7.4793
25.2154,6.2551,25.2154,11.0589,25.2154,7.9677
25.2843,6.0406,25.2843,10.3569,25.2843,5.9792
25.3532,6.5664,25.3532,8.5353,25.3532,4.5673
25.4221,4.3844,25.4221,8.8271,25.4221,3.7505
25.4910,4.8078,25.4910,9.3684,25.4910,5.1652
25.5599,3.1504,25.5599,10.0471,25.5599,4.6817
25.6288,3.5171,25.6288,10.5743,25.6288,3.4074
25.6976,3.9233,25.6976,11.5037,25.6976,4.5262
25.7665,4.2952,25.7665,12.0149,25.7665,4.5204
25.8354,8.6809,25.8354,13.2503,25.8354,3.5409
25.9043,9.3021,25.9043,14.4833,25.9043,6.7172
25.9732,10.6277,25.9732,15.0794,25.9732,6.1387
26.0421,11.7067,26.0421,13.9921,26.0421,6.0771
26.1110,13.4735,26.1110,15.6166,26.1110,7.2533
26.1799,13.3251,26.1799,16.0073,26.1799,5.5147
26.2488,12.3516,26.2488,16.0288,26.2488,7.5005
26.3177,11.2002,26.3177,16.6262,26.3177,8.1245
26.3866,10.0905,26.3866,17.3785,26.3866,7.2629
26.4555,12.6377,26.4555,16.4503,26.4555,7.0755
26.5244,12.2409,26.5244,22.1939,26.5244,8.2436
26.5933,12.2727,26.5933,18.6274,26.5933,9.0231
26.6622,10.0248,26.6622,17.3045,26.6622,9.3892
26.7311,9.6314,26.7311,18.5209,26.7311,7.3831
26.8000,11.4555,26.8000,15.6766,26.8000,9.0156
26.8689,14.7744,26.8689,16.2904,26.8689,10.3772
26.9377,13.5877,26.9377,16.9605,26.9377,9.7302
27.0066,14.1160,27.0066,18.8853,27.0066,9.3007
27.0755,14.9587,27.0755,20.6032,27.0755,11.0661
27.1444,13.2602,27.1444,18.4475,27.1444,14.3167
27.2133,13.2132,27.2133,21.1468,27.2133,14.6379
27.2822,13.5315,27.2822,24.4674,27.2822,16.3027
27.3511,13.7160,27.3511,24.3148,27.3511,19.0960
27.4200,16.4772,27.4200,23.7615,27.4200,20.1181
27.4889,15.2967,27.4889,23.1342,27.4889,17.1775
27.5578,14.0898,27.5578,24.7640,27.5578,15.9909
27.6267,14.4889,27.6267,25.0077,27.6267,17.2803
27.6956,13.6458,27.6956,23.0765,27.6956,13.8531
27.7645,13.9036,27.7645,21.2058,27.7645,14.0540
27.8334,12.2474,27.8334,22.4577,27.8334,11.9229
27.9023,10.8661,27.9023,22.6081,27.9023,10.8414
27.9712,10.9559,27.9712,23.8903,27.9712,13.5356
28.0401,11.7058,28.0401,21.4381,28.0401,15.6069
28.1090,14.8681,28.1090,21.8002,28.1090,16.2687
28.1778,14.3460,28.1778,22.9820,28.1778,18.4743
28.2467,16.7644,28.2467,26.4369,28.2467,16.7582
28.3156,21.4462,28.3156,22.0718,28.3156,13.0804
28.3845,22.0690,28.3845,18.8468,28.3845,11.7480
28.4534,22.5593,28.4534,22.6659,28.4534,12.8257
28.5223,27.0460,28.5223,24.3343,28.5223,11.0752
28.5912,26.5067,28.5912,23.3766,28.5912,10.7394
28.6601,28.0161,28.6601,24.4080,28.6601,9.4561
28.7290,25.5768,28.7290,22.8557,28.7290,9.9621
28.7979,21.6473,28.7979,16.9945,28.7979,12.8985
28.8668,13.9782,28.8668,18.3073,28.8668,12.2769
28.9357,9.7328,28.9357,15.8430,28.9357,10.8230
29.0046,7.9410,29.0046,15.6393,29.0046,10.1607
29.0735,8.0126,29.0735,13.3587,29.0735,8.9344
29.1424,9.0146,29.1424,13.9960,29.1424,8.1850
29.2113,8.6833,29.2113,15.4407,29.2113,9.8118
29.2802,8.2318,29.2802,16.3393,29.2802,10.3230
29.3491,10.1218,29.3491,15.8445,29.3491,11.9421
