Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,1.3608,0.0000,7.06909,0.0000,6.1514,0.0000,1.9991
0.0689,1.6456,0.0689,4.76796,0.0689,8.7464,0.0689,2.2086
0.1378,1.7551,0.1378,2.85484,0.1378,10.1769,0.1378,1.7432
0.2067,1.7731,0.2067,2.25803,0.2067,11.2475,0.2067,1.5021
0.2756,2.0880,0.2756,1.88579,0.2756,10.7599,0.2756,1.3026
0.3445,1.2890,0.3445,1.64071,0.3445,9.8924,0.3445,0.6584
0.4134,1.5290,0.4134,1.69980,0.4134,5.6209,0.4134,0.8785
0.4823,1.1341,0.4823,1.02339,0.4823,3.8764,0.4823,1.0910
0.5512,1.6746,0.5512,1.33476,0.5512,3.5100,0.5512,1.1486
0.6201,2.2728,0.6201,1.82180,0.6201,2.8019,0.6201,1.3880
0.6889,1.6764,0.6889,1.80020,0.6889,1.9258,0.6889,1.2851
0.7578,2.1990,0.7578,1.68702,0.7578,2.3553,0.7578,1.6684
0.8267,2.1506,0.8267,1.66027,0.8267,2.1040,0.8267,2.4790
0.8956,2.0192,0.8956,1.57599,0.8956,2.0267,0.8956,2.8159
0.9645,2.3534,0.9645,2.35705,0.9645,1.8495,0.9645,4.3739
1.0334,2.1087,1.0334,2.20364,1.0334,2.4480,1.0334,3.6940
1.1023,1.9072,1.1023,2.07857,1.1023,2.5822,1.1023,2.9929
1.1712,1.6375,1.1712,1.54294,1.1712,2.6883,1.1712,3.1430
1.2401,1.7897,1.2401,1.70429,1.2401,2.8563,1.2401,2.2003
1.3090,1.6212,1.3090,1.70621,1.3090,2.0867,1.3090,2.8376
1.3779,2.2063,1.3779,1.41076,1.3779,1.8505,1.3779,2.1485
1.4468,1.9044,1.4468,1.84738,1.4468,1.1237,1.4468,2.9236
1.5157,2.9003,1.5157,1.59946,1.5157,1.0982,1.5157,2.9412
1.5846,3.2807,1.5846,2.47760,1.5846,1.6118,1.5846,3.0105
1.6535,2.5305,1.6535,2.37306,1.6535,1.3497,1.6535,2.2199
1.7224,2.1659,1.7224,1.28050,1.7224,0.7198,1.7224,1.9570
1.7913,1.3025,1.7913,1.68863,1.7913,0.9796,1.7913,1.4349
1.8602,1.4443,1.8602,1.63935,1.8602,0.7785,1.8602,1.4547
1.9290,0.6925,1.9290,1.76146,1.9290,0.9606,1.9290,0.5651
1.9979,0.8330,1.9979,2.36584,1.9979,1.2816,1.9979,0.9107
2.0668,0.9617,2.0668,1.59557,2.0668,0.8976,2.0668,0.6771
2.1357,0.9053,2.1357,1.50350,2.1357,2.0475,2.1357,0.6052
2.2046,1.4852,2.2046,1.13177,2.2046,2.2892,2.2046,0.7269
2.2735,1.1047,2.2735,1.79803,2.2735,2.5034,2.2735,0.9504
2.3424,1.4289,2.3424,2.10223,2.3424,1.9107,2.3424,0.7106
2.4113,1.0088,2.4113,1.65867,2.4113,1.8468,2.4113,0.4403
2.4802,0.9641,2.4802,0.81497,2.4802,1.8325,2.4802,0.7515
2.5491,1.6136,2.5491,0.87289,2.5491,2.1178,2.5491,0.9920
2.6180,1.3029,2.6180,1.05368,2.6180,1.9880,2.6180,0.8878
2.6869,1.7686,2.6869,1.21340,2.6869,1.7850,2.6869,1.4258
2.7558,1.7251,2.7558,1.48274,2.7558,1.9661,2.7558,1.1390
2.8247,2.4724,2.8247,1.30569,2.8247,1.6962,2.8247,1.6300
2.8936,3.1816,2.8936,1.44121,2.8936,2.3163,2.8936,1.7745
2.9625,3.0884,2.9625,1.72544,2.9625,2.6813,2.9625,2.0349
3.0314,3.6554,3.0314,2.22359,3.0314,2.8734,3.0314,2.0794
3.1003,3.7178,3.1003,2.90074,3.1003,2.2888,3.1003,1.8629
3.1691,3.5870,3.1691,3.74493,3.1691,2.0233,3.1691,1.7392
3.2380,2.5700,3.2380,4.40082,3.2380,1.2322,3.2380,1.2202
3.3069,2.3538,3.3069,4.75986,3.3069,0.9548,3.3069,1.2696
3.3758,1.7390,3.3758,6.22827,3.3758,0.5959,3.3758,1.4431
3.4447,0.8970,3.4447,8.46074,3.4447,0.5697,3.4447,1.4644
3.5136,1.0327,3.5136,9.93322,3.5136,0.5490,3.5136,0.9753
3.5825,0.7838,3.5825,10.34043,3.5825,0.5157,3.5825,0.7641
3.6514,0.6787,3.6514,8.44410,3.6514,0.8398,3.6514,0.6307
3.7203,0.5012,3.7203,6.23913,3.7203,0.7945,3.7203,0.6535
3.7892,0.3993,3.7892,4.74849,3.7892,0.6525,3.7892,0.7569
3.8581,0.4977,3.8581,4.37354,3.8581,0.5920,3.8581,0.5199
3.9270,0.4767,3.9270,3.37610,3.9270,0.5294,3.9270,1.0533
3.9959,1.1660,3.9959,3.12130,3.9959,0.7274,3.9959,1.2032
4.0648,1.6929,4.0648,3.67490,4.0648,0.8676,4.0648,1.0707
4.1337,1.8228,4.1337,3.13435,4.1337,0.5245,4.1337,1.5541
4.2026,2.5064,4.2026,3.52816,4.2026,0.5867,4.2026,2.0754
4.2715,3.8728,4.2715,3.48813,4.2715,0.3400,4.2715,2.3259
4.3404,5.0848,4.3404,3.49082,4.3404,0.5944,4.3404,1.3940
4.4092,6.6784,4.4092,3.07547,4.4092,0.7432,4.4092,1.3129
4.4781,7.0699,4.4781,2.58428,4.4781,0.4915,4.4781,1.5715
