Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,10.3189,0.0000,17.4967,0.0000,29.5067,0.0000,8.5522
0.0689,9.6949,0.0689,12.7971,0.0689,29.6273,0.0689,7.7480
0.1378,10.8420,0.1378,15.5388,0.1378,28.1270,0.1378,5.7828
0.2067,12.5319,0.2067,15.4484,0.2067,21.4466,0.2067,6.4424
0.2756,10.6974,0.2756,16.1404,0.2756,18.0495,0.2756,7.6882
0.3445,10.2296,0.3445,13.2501,0.3445,15.6847,0.3445,6.0943
0.4134,9.7607,0.4134,10.3935,0.4134,10.8649,0.4134,6.6811
0.4823,9.8534,0.4823,9.1531,0.4823,9.2841,0.4823,6.2673
0.5512,10.8388,0.5512,9.5010,0.5512,10.1843,0.5512,5.7794
0.6201,9.7948,0.6201,9.1660,0.6201,9.2801,0.6201,5.5364
0.6889,10.1094,0.6889,7.1183,0.6889,11.6395,0.6889,8.0194
0.7578,10.5436,0.7578,7.7478,0.7578,10.5217,0.7578,8.6485
0.8267,8.1707,0.8267,9.5640,0.8267,8.8940,0.8267,10.2477
0.8956,7.1939,0.8956,8.3707,0.8956,8.8083,0.8956,10.8983
0.9645,7.7394,0.9645,6.9208,0.9645,8.0257,0.9645,11.6325
1.0334,8.6733,1.0334,4.3883,1.0334,8.9013,1.0334,12.5259
1.1023,7.9829,1.1023,5.8370,1.1023,9.2471,1.1023,11.4730
1.1712,9.6582,1.1712,5.8155,1.1712,9.9665,1.1712,10.4448
1.2401,9.7081,1.2401,4.7639,1.2401,10.3843,1.2401,10.6426
1.3090,10.3747,1.3090,6.3729,1.3090,11.1721,1.3090,10.2884
1.3779,7.7903,1.3779,4.9786,1.3779,9.7060,1.3779,10.4667
1.4468,8.9239,1.4468,5.0045,1.4468,8.5425,1.4468,12.2800
1.5157,8.2302,1.5157,9.3224,1.5157,8.1680,1.5157,12.4554
1.5846,6.9716,1.5846,9.5670,1.5846,7.7991,1.5846,8.6233
1.6535,9.1466,1.6535,11.4022,1.6535,8.6890,1.6535,5.6964
1.7224,8.0446,1.7224,10.5232,1.7224,9.2679,1.7224,7.3482
1.7913,9.8057,1.7913,11.3288,1.7913,8.9461,1.7913,4.9707
1.8602,7.9148,1.8602,11.4421,1.8602,11.1343,1.8602,4.2544
1.9290,8.2374,1.9290,10.0513,1.9290,8.4489,1.9290,5.8688
1.9979,10.1690,1.9979,8.4173,1.9979,8.5187,1.9979,7.7359
2.0668,8.8256,2.0668,7.6574,2.0668,10.5055,2.0668,7.8844
2.1357,9.6563,2.1357,7.9546,2.1357,9.5880,2.1357,7.5910
2.2046,8.1900,2.2046,9.4417,2.2046,10.9266,2.2046,6.0963
2.2735,8.5723,2.2735,10.8669,2.2735,9.7425,2.2735,7.1103
2.3424,11.7819,2.3424,9.9721,2.3424,11.1001,2.3424,8.3314
2.4113,12.1721,2.4113,10.8720,2.4113,10.2033,2.4113,10.9036
2.4802,13.0753,2.4802,8.2257,2.4802,9.9720,2.4802,13.1621
2.5491,11.1846,2.5491,6.4168,2.5491,9.8967,2.5491,15.6427
2.6180,9.6697,2.6180,7.2552,2.6180,11.5150,2.6180,13.9825
2.6869,7.5101,2.6869,10.9015,2.6869,11.5905,2.6869,14.2815
2.7558,7.3246,2.7558,12.5842,2.7558,10.9948,2.7558,15.4328
2.8247,6.7910,2.8247,15.9595,2.8247,11.8211,2.8247,16.2583
2.8936,4.7609,2.8936,16.0091,2.8936,10.9933,2.8936,16.8629
2.9625,6.3258,2.9625,15.9280,2.9625,6.1760,2.9625,15.9425
3.0314,6.3092,3.0314,13.9418,3.0314,4.9851,3.0314,13.9759
3.1003,6.4322,3.1003,16.0384,3.1003,4.7939,3.1003,10.7953
3.1691,4.4090,3.1691,14.6593,3.1691,3.3692,3.1691,9.1957
3.2380,5.6692,3.2380,15.4016,3.2380,4.2439,3.2380,6.2496
3.3069,5.6987,3.3069,13.1052,3.3069,5.4722,3.3069,5.2049
3.3758,3.9154,3.3758,16.0465,3.3758,3.6310,3.3758,4.6558
3.4447,3.0729,3.4447,19.5417,3.4447,2.5480,3.4447,3.6016
3.5136,3.4408,3.5136,22.8986,3.5136,2.3280,3.5136,4.3330
3.5825,4.0088,3.5825,26.5303,3.5825,2.2704,3.5825,4.2417
3.6514,4.4908,3.6514,21.3082,3.6514,2.7094,3.6514,5.6610
3.7203,3.5202,3.7203,17.7744,3.7203,4.0590,3.7203,4.6572
3.7892,3.5986,3.7892,16.5885,3.7892,3.1649,3.7892,4.5559
3.8581,3.1583,3.8581,15.4232,3.8581,3.0511,3.8581,6.0059
3.9270,3.0091,3.9270,14.4026,3.9270,3.1521,3.9270,6.0381
3.9959,3.7264,3.9959,13.1788,3.9959,2.2456,3.9959,9.5543
4.0648,5.1528,4.0648,12.6512,4.0648,4.5212,4.0648,9.5773
4.1337,6.3067,4.1337,12.7910,4.1337,4.4233,4.1337,13.3382
4.2026,9.7461,4.2026,14.2777,4.2026,4.7929,4.2026,15.7113
4.2715,12.5396,4.2715,14.9265,4.2715,5.4791,4.2715,14.5742
4.3404,18.6099,4.3404,14.5400,4.3404,8.8059,4.3404,13.7904
4.4092,20.7532,4.4092,14.6468,4.4092,9.7794,4.4092,11.3613
4.4781,25.1175,4.4781,13.6248,4.4781,10.2458,4.4781,10.4239
4.5470,29.5415,4.5470,14.1525,4.5470,10.3741,4.5470,9.6922
4.6159,24.8103,4.6159,15.3119,4.6159,9.8273,4.6159,9.8021
4.6848,21.8465,4.6848,16.0617,4.6848,10.3915,4.6848,9.9794
4.7537,23.6631,4.7537,16.3948,4.7537,10.8059,4.7537,9.8374
4.8226,21.8611,4.8226,15.8908,4.8226,11.4658,4.8226,8.8693
4.8915,18.4068,4.8915,12.6980,4.8915,11.6028,4.8915,9.7187
4.9604,19.4693,4.9604,9.4351,4.9604,14.1584,4.9604,11.3154
5.0293,15.4722,5.0293,9.7973,5.0293,16.9252,5.0293,12.9352
5.0982,17.2839,5.0982,10.4730,5.0982,20.3409,5.0982,12.1613
5.1671,14.6026,5.1671,10.7937,5.1671,20.1140,5.1671,10.6477
5.2360,13.1156,5.2360,8.0123,5.2360,22.9117,5.2360,9.4521
5.3049,12.0917,5.3049,9.7934,5.3049,24.5232,5.3049,11.2786
5.3738,10.9534,5.3738,11.3956,5.3738,21.8120,5.3738,13.9701
5.4427,12.0192,5.4427,11.2451,5.4427,17.3739,5.4427,16.8134
5.5116,14.0071,5.5116,11.8468,5.5116,16.2791,5.5116,16.9915
5.5805,12.3612,5.5805,11.1346,5.5805,15.5176,5.5805,17.7925
5.6493,14.2381,5.6493,10.2798,5.6493,16.2059,5.6493,19.2818
5.7182,15.0205,5.7182,8.9969,5.7182,15.7824,5.7182,20.8970
5.7871,13.3844,5.7871,8.6907,5.7871,13.8907,5.7871,19.6774
5.8560,13.0921,5.8560,10.0967,5.8560,12.7142,5.8560,15.2315
5.9249,13.1034,5.9249,8.4588,5.9249,11.9306,5.9249,11.5114
5.9938,15.4963,5.9938,9.9462,5.9938,12.9633,5.9938,9.3240
6.0627,17.4233,6.0627,10.8338,6.0627,12.0186,6.0627,9.4502
6.1316,16.3771,6.1316,10.4989,6.1316,9.9815,6.1316,11.6300
6.2005,16.4308,6.2005,12.6607,6.2005,8.8849,6.2005,9.9505
6.2694,16.0837,6.2694,10.8976,6.2694,8.2080,6.2694,8.9395
6.3383,16.7521,6.3383,11.1533,6.3383,8.2584,6.3383,9.8566
6.4072,12.1118,6.4072,9.6734,6.4072,7.7559,6.4072,8.8105
6.4761,12.0147,6.4761,7.5727,6.4761,7.0532,6.4761,8.3475
6.5450,12.0801,6.5450,8.3902,6.5450,6.8415,6.5450,9.3702
6.6139,10.8797,6.6139,9.1597,6.6139,7.2404,6.6139,8.4366
6.6828,9.6182,6.6828,9.3717,6.6828,6.9243,6.6828,8.5241
6.7517,8.4484,6.7517,13.2591,6.7517,9.3965,6.7517,8.5874
6.8206,8.2838,6.8206,11.7719,6.8206,8.2618,6.8206,6.7882
6.8894,6.3596,6.8894,10.5926,6.8894,10.2789,6.8894,7.2370
6.9583,6.5148,6.9583,11.5584,6.9583,10.1885,6.9583,5.6138
7.0272,6.1677,7.0272,12.6611,7.0272,7.9987,7.0272,4.7637
7.0961,5.9213,7.0961,15.5208,7.0961,7.6774,7.0961,3.9273
7.1650,6.6160,7.1650,16.1057,7.1650,10.1035,7.1650,4.1280
7.2339,8.3201,7.2339,15.8319,7.2339,10.7264,7.2339,4.0746
7.3028,9.9800,7.3028,15.6392,7.3028,14.0504,7.3028,3.4105
7.3717,9.2020,7.3717,14.0616,7.3717,14.0938,7.3717,4.1717
7.4406,7.5500,7.4406,13.2309,7.4406,12.4117,7.4406,4.9299
7.5095,8.9145,7.5095,12.5070,7.5095,12.6185,7.5095,3.4494
7.5784,8.7726,7.5784,11.8191,7.5784,12.7187,7.5784,3.2205
7.6473,9.1042,7.6473,12.2799,7.6473,12.9710,7.6473,4.8920
7.7162,8.1623,7.7162,9.4178,7.7162,12.8551,7.7162,6.1000
7.7851,7.9737,7.7851,9.0840,7.7851,11.4153,7.7851,5.2705
7.8540,7.4070,7.8540,11.6072,7.8540,7.9012,7.8540,5.5080
7.9229,6.6611,7.9229,17.0429,7.9229,6.9650,7.9229,4.6984
7.9918,8.6754,7.9918,16.8430,7.9918,5.7762,7.9918,5.2881
8.0607,8.3062,8.0607,17.0379,8.0607,6.8800,8.0607,5.6407
8.1296,9.0895,8.1296,16.5754,8.1296,7.7489,8.1296,4.1883
8.1984,10.6632,8.1984,16.3467,8.1984,9.7124,8.1984,6.8376
8.2673,9.1594,8.2673,16.3959,8.2673,11.3162,8.2673,5.7851
8.3362,10.8899,8.3362,16.7810,8.3362,11.6665,8.3362,7.3910
8.4051,10.3489,8.4051,15.5816,8.4051,12.4860,8.4051,9.1129
8.4740,11.0039,8.4740,14.2998,8.4740,10.3761,8.4740,10.8754
8.5429,12.0890,8.5429,14.1764,8.5429,10.2191,8.5429,11.7550
8.6118,11.5236,8.6118,12.7634,8.6118,9.5520,8.6118,12.9241
8.6807,11.8074,8.6807,11.9197,8.6807,8.5565,8.6807,15.4625
8.7496,13.8039,8.7496,13.1389,8.7496,10.3699,8.7496,15.9412
8.8185,15.0058,8.8185,14.8927,8.8185,12.4734,8.8185,17.6507
8.8874,15.2118,8.8874,13.4286,8.8874,9.9236,8.8874,17.9047
8.9563,12.9660,8.9563,11.8116,8.9563,10.5901,8.9563,13.8131
9.0252,11.0106,9.0252,14.2468,9.0252,15.6067,9.0252,10.0843
9.0941,11.6857,9.0941,13.7062,9.0941,19.3650,9.0941,9.6396
9.1630,11.3924,9.1630,14.8147,9.1630,19.1459,9.1630,8.9789
9.2319,12.7626,9.2319,15.8640,9.2319,15.5978,9.2319,8.6268
9.3008,13.1536,9.3008,18.6830,9.3008,16.2150,9.3008,7.4794
9.3697,10.9259,9.3697,22.5141,9.3697,20.2729,9.3697,6.2516
9.4385,10.8101,9.4385,23.9657,9.4385,18.1722,9.4385,4.2600
9.5074,13.0052,9.5074,26.6023,9.5074,15.2353,9.5074,4.3018
9.5763,13.6874,9.5763,19.3910,9.5763,13.8200,9.5763,4.5826
9.6452,13.6151,9.6452,14.6367,9.6452,14.4990,9.6452,4.8359
9.7141,15.9806,9.7141,11.3460,9.7141,10.4609,9.7141,3.8076
9.7830,19.3372,9.7830,14.1958,9.7830,10.1454,9.7830,3.4072
9.8519,19.7678,9.8519,14.0870,9.8519,9.3833,9.8519,2.5923
9.9208,21.9440,9.9208,19.1154,9.9208,8.9812,9.9208,3.4378
9.9897,23.0361,9.9897,18.1792,9.9897,10.2684,9.9897,2.5499
10.0586,24.5572,10.0586,15.8227,10.0586,9.6640,10.0586,2.7923
10.1275,23.9528,10.1275,11.2433,10.1275,8.1538,10.1275,3.7526
10.1964,21.2023,10.1964,9.8429,10.1964,9.6145,10.1964,2.9773
10.2653,19.1799,10.2653,10.5133,10.2653,13.3989,10.2653,2.7310
10.3342,17.7073,10.3342,11.5325,10.3342,11.1477,10.3342,2.1777
10.4031,17.1145,10.4031,9.6318,10.4031,10.2020,10.4031,2.7697
10.4720,19.0424,10.4720,9.5426,10.4720,9.5688,10.4720,3.1832
10.5409,20.8428,10.5409,7.1042,10.5409,12.1685,10.5409,3.4131
10.6098,13.8003,10.6098,7.8256,10.6098,13.9515,10.6098,2.7464
10.6786,11.3818,10.6786,5.1513,10.6786,11.5838,10.6786,3.1698
10.7475,8.8108,10.7475,7.5358,10.7475,10.1581,10.7475,3.3014
10.8164,11.5172,10.8164,6.8433,10.8164,10.2991,10.8164,3.2848
10.8853,9.8201,10.8853,9.0904,10.8853,8.8526,10.8853,3.1482
10.9542,9.5867,10.9542,7.6747,10.9542,9.5241,10.9542,3.4109
11.0231,7.8476,11.0231,8.3938,11.0231,9.7306,11.0231,4.4423
11.0920,6.3183,11.0920,10.4050,11.0920,7.2687,11.0920,4.4368
11.1609,8.2844,11.1609,11.4307,11.1609,7.2433,11.1609,6.2645
11.2298,8.5107,11.2298,12.8109,11.2298,7.8375,11.2298,9.4508
11.2987,8.6425,11.2987,12.5157,11.2987,6.4710,11.2987,14.0027
11.3676,9.3447,11.3676,13.0921,11.3676,6.9975,11.3676,14.7398
11.4365,10.4977,11.4365,13.5655,11.4365,8.9601,11.4365,16.8463
11.5054,13.5661,11.5054,10.7847,11.5054,8.1671,11.5054,17.6440
11.5743,13.7037,11.5743,9.8051,11.5743,8.6532,11.5743,18.2790
11.6432,11.3602,11.6432,10.4351,11.6432,7.7179,11.6432,16.8239
11.7121,11.8286,11.7121,11.4368,11.7121,9.9378,11.7121,16.9502
11.7810,11.1927,11.7810,9.1035,11.7810,10.0923,11.7810,12.8506
11.8499,12.4731,11.8499,8.8983,11.8499,9.4851,11.8499,11.6324
11.9187,10.6022,11.9187,7.7006,11.9187,7.7842,11.9187,10.5663
11.9876,11.8662,11.9876,9.1925,11.9876,7.1815,11.9876,9.3708
12.0565,11.9832,12.0565,8.5027,12.0565,7.9885,12.0565,11.1469
12.1254,12.4768,12.1254,10.4813,12.1254,8.3908,12.1254,8.8332
12.1943,13.6800,12.1943,11.3118,12.1943,9.3663,12.1943,9.3685
12.2632,16.6890,12.2632,10.1045,12.2632,8.0923,12.2632,10.6587
12.3321,18.9676,12.3321,9.3342,12.3321,8.9439,12.3321,7.5612
12.4010,20.4786,12.4010,11.5324,12.4010,7.1644,12.4010,6.6480
12.4699,24.5714,12.4699,13.3354,12.4699,7.8760,12.4699,7.0697
12.5388,26.9529,12.5388,14.8428,12.5388,6.4879,12.5388,6.1355
12.6077,28.4170,12.6077,14.4260,12.6077,5.1231,12.6077,5.9955
12.6766,29.4832,12.6766,15.4495,12.6766,5.9038,12.6766,6.2684
12.7455,28.0310,12.7455,19.7682,12.7455,8.3307,12.7455,7.3136
12.8144,20.2433,12.8144,26.3321,12.8144,9.3436,12.8144,7.4848
12.8833,17.4205,12.8833,20.7197,12.8833,10.5138,12.8833,6.2377
12.9522,15.6689,12.9522,16.7082,12.9522,9.8494,12.9522,4.9358
13.0211,15.4863,13.0211,17.3136,13.0211,10.4481,13.0211,3.4905
