Distance_(microns),Value,X1,Y1,X2,Y2
6.8894,2.83913,6.8894,1.2657,6.889,1.5934
6.9583,2.07614,6.9583,1.1652,6.958,1.7853
7.0272,2.13010,7.0272,0.7978,7.027,1.3057
7.0961,2.04578,7.0961,1.3287,7.096,1.2156
7.1650,2.44502,7.1650,1.6754,7.165,1.2921
7.2339,2.59823,7.2339,1.7785,7.234,0.9729
7.3028,2.78463,7.3028,1.2992,7.303,0.8270
7.3717,3.66498,7.3717,1.7006,7.372,1.2131
7.4406,2.66548,7.4406,2.8274,7.441,1.0665
7.5095,2.52791,7.5095,3.1692,7.510,1.0906
7.5784,2.48302,7.5784,3.3666,7.578,0.9886
7.6473,1.84677,7.6473,2.4463,7.647,1.0127
7.7162,1.73800,7.7162,2.3962,7.716,1.3387
7.7851,2.42232,7.7851,1.8504,7.785,0.6587
7.8540,2.48261,7.8540,1.5261,7.854,0.6892
7.9229,2.14149,7.9229,1.4621,7.923,0.9683
7.9918,1.91607,7.9918,1.7715,7.992,0.7087
8.0607,1.92167,8.0607,2.8687,8.061,0.5698
8.1296,1.52016,8.1296,2.3799,8.130,0.5319
8.1984,2.21316,8.1984,2.5924,8.198,1.1267
8.2673,2.46378,8.2673,2.7253,8.267,1.2663
8.3362,2.30608,8.3362,2.5578,8.336,1.2853
8.4051,2.13764,8.4051,2.4945,8.405,1.5394
8.4740,2.42130,8.4740,2.3238,8.474,1.3527
8.5429,2.19979,8.5429,2.8314,8.543,0.8540
8.6118,2.75334,8.6118,3.1514,8.612,1.3384
8.6807,2.09575,8.6807,3.5433,8.681,2.8524
8.7496,2.42309,8.7496,3.0882,8.750,3.6084
8.8185,2.19420,8.8185,2.1649,8.818,5.5375
8.8874,2.70042,8.8874,2.7487,8.887,5.2929
8.9563,2.37241,8.9563,2.6057,8.956,4.9975
9.0252,1.83161,9.0252,3.6433,9.025,3.7117
9.0941,1.97927,9.0941,2.7214,9.094,2.5014
9.1630,2.55009,9.1630,2.9627,9.163,2.9171
9.2319,2.90741,9.2319,2.1878,9.232,2.4186
9.3008,2.51242,9.3008,2.1728,9.301,2.0207
9.3697,2.19658,9.3697,2.3730,9.370,1.7750
9.4385,2.17024,9.4385,2.4713,9.439,1.6401
9.5074,1.10741,9.5074,3.0163,9.507,1.3219
9.5763,1.39588,9.5763,3.4011,9.576,1.2053
9.6452,0.95546,9.6452,3.6715,9.645,2.3197
9.7141,1.15771,9.7141,3.5394,9.714,1.5052
9.7830,1.54181,9.7830,3.7270,9.783,1.9246
9.8519,1.75342,9.8519,3.0814,9.852,1.7637
9.9208,1.21498,9.9208,2.8609,9.921,1.4557
9.9897,1.19589,9.9897,1.9813,9.990,1.8893
10.0586,1.32669,10.0586,2.7541,10.059,2.2771
10.1275,1.14795,10.1275,2.8341,10.127,2.3810
10.1964,1.94816,10.1964,2.5329,10.196,2.1848
10.2653,1.94111,10.2653,2.4560,10.265,2.6459
10.3342,1.26140,10.3342,2.7044,10.334,2.4874
10.4031,1.58586,10.4031,2.2530,10.403,2.1531
10.4720,1.58364,10.4720,2.9145,10.472,1.7510
10.5409,1.90103,10.5409,3.1083,10.541,1.8267
10.6098,1.85679,10.6098,3.6379,10.610,1.8931
10.6786,1.79697,10.6786,3.3114,10.679,2.0607
10.7475,1.30870,10.7475,3.2373,10.748,1.6654
10.8164,1.04869,10.8164,3.0600,10.816,1.3587
10.8853,1.16412,10.8853,2.8617,10.885,1.4130
10.9542,1.42228,10.9542,2.2326,10.954,1.4694
11.0231,0.90800,11.0231,3.1807,11.023,1.8003
11.0920,0.13935,11.0920,2.9589,11.092,2.5507
11.1609,0.22516,11.1609,2.7593,11.161,2.4410
11.2298,0.69095,11.2298,3.2288,11.230,3.3294
11.2987,1.04087,11.2987,2.5843,11.299,2.4823
11.3676,0.85356,11.3676,2.1955,11.368,2.8832
11.4365,0.81291,11.4365,2.6024,11.436,1.9263
11.5054,0.68213,11.5054,2.7519,11.505,2.5189
11.5743,1.00775,11.5743,2.8841,11.574,2.2470
11.6432,1.15271,11.6432,3.8828,11.643,3.4687
11.7121,1.34733,11.7121,2.9937,11.712,2.4833
11.7810,1.68795,11.7810,2.3936,11.781,2.4194
11.8499,1.37192,11.8499,1.5449,11.850,2.2885
11.9187,0.97762,11.9187,0.9488,11.919,2.4961
11.9876,1.16157,11.9876,1.4810,11.988,1.8824
12.0565,1.32387,12.0565,1.8444,12.057,2.3008
12.1254,1.56208,12.1254,2.0854,12.125,2.6662
12.1943,1.52549,12.1943,1.3937,12.194,4.0782
12.2632,1.52759,12.2632,1.7401,12.263,3.9085
12.3321,1.52490,12.3321,2.4208,12.332,3.6377
12.4010,1.44461,12.4010,1.4665,12.401,4.4038
12.4699,1.16574,12.4699,0.9197,12.470,3.8793
12.5388,1.13331,12.5388,1.4276,12.539,4.2786
12.6077,1.64788,12.6077,1.1055,12.608,4.1546
12.6766,1.34333,12.6766,1.5714,12.677,3.6218
12.7455,1.45117,12.7455,2.2086,12.745,4.0178
12.8144,1.91692,12.8144,2.0018,12.814,4.0834
12.8833,1.94571,12.8833,1.6791,12.883,3.7661
12.9522,1.37683,12.9522,1.6932,12.952,2.1289
13.0211,2.19754,13.0211,2.4257,13.021,1.4712
13.0900,1.90546,13.0900,2.4060,13.090,1.0889
13.1588,1.36540,13.1588,2.9969,13.159,1.6867
13.2277,1.15138,13.2277,2.5759,13.228,1.0801
13.2966,1.53499,13.2966,2.4393,13.297,1.7939
13.3655,1.39220,13.3655,2.3031,13.366,2.1503
13.4344,1.02660,13.4344,1.8389,13.434,2.1982
13.5033,1.24426,13.5033,1.5991,13.503,1.6464
13.5722,1.07440,13.5722,1.8424,13.572,1.6350
13.6411,1.52266,13.6411,1.7096,13.641,1.5411
13.7100,2.24815,13.7100,2.1130,13.710,1.7262
13.7789,1.75744,13.7789,2.0528,13.779,0.9965
13.8478,1.82021,13.8478,2.3052,13.848,1.1681
13.9167,1.84906,13.9167,3.2750,13.917,1.6734
13.9856,1.36659,13.9856,3.9903,13.986,1.9588
14.0545,1.19079,14.0545,3.1236,14.054,2.1892
14.1234,2.01129,14.1234,2.7881,14.123,1.7421
14.1923,1.76840,14.1923,2.6410,14.192,1.9681
14.2612,1.54194,14.2612,1.4084,14.261,2.1449
14.3301,1.43630,14.3301,1.8048,14.330,2.6278
14.3989,1.76952,14.3989,1.0743,14.399,2.7289
14.4678,1.38474,14.4678,1.1248,14.468,3.8767
14.5367,1.47196,14.5367,1.3948,14.537,2.4901
14.6056,1.52997,14.6056,1.1756,14.606,2.7997
14.6745,1.48605,14.6745,1.4250,14.675,2.1766
14.7434,2.17341,14.7434,1.9531,14.743,1.0890
14.8123,1.72786,14.8123,2.3322,14.812,1.4382
14.8812,2.63207,14.8812,1.9543,14.881,0.9310
14.9501,2.39053,14.9501,2.0623,14.950,0.8386
15.0190,3.37395,15.0190,2.1842,15.019,1.0479
15.0879,3.77624,15.0879,1.7524,15.088,1.0751
15.1568,3.48435,15.1568,1.8569,15.157,1.7154
15.2257,4.14772,15.2257,1.5029,15.226,1.3320
15.2946,3.70080,15.2946,1.3767,15.295,1.0827
15.3635,4.03833,15.3635,1.4755,15.363,0.8560
15.4324,3.42506,15.4324,2.1642,15.432,1.5298
15.5013,3.94764,15.5013,2.2691,15.501,1.5533
15.5702,3.36002,15.5702,1.6785,15.570,1.8365
15.6391,3.35541,15.6391,1.3905,15.639,1.2199
15.7079,3.97417,15.7079,1.5300,15.708,1.4785
15.7768,3.21865,15.7768,2.1382,15.777,1.8630
15.8457,2.36761,15.8457,4.1815,15.846,2.3318
15.9146,1.84685,15.9146,4.6567,15.915,2.2747
15.9835,2.63555,15.9835,4.8690,15.984,3.8405
16.0524,1.51279,16.0524,5.8414,16.052,4.6818
16.1213,1.98078,16.1213,8.4328,16.121,5.5601
16.1902,2.39132,16.1902,9.3985,16.190,5.5518
16.2591,2.47962,16.2591,8.2944,16.259,5.9684
16.3280,2.88650,16.3280,7.5106,16.328,5.0599
16.3969,3.15792,16.3969,5.4232,16.397,3.6129
16.4658,3.01072,16.4658,4.9003,16.466,3.2978
16.5347,3.39531,16.5347,3.3461,16.535,3.1030
16.6036,3.50787,16.6036,2.9596,16.604,2.8544
16.6725,2.48718,16.6725,2.9560,16.672,1.9767
16.7414,3.68612,16.7414,2.5507,16.741,2.8731
16.8103,2.13375,16.8103,2.5632,16.810,2.2966
16.8792,2.23788,16.8792,3.3133,16.879,1.6621
16.9480,2.36853,16.9480,3.4616,16.948,1.5390
17.0169,2.05787,17.0169,2.4736,17.017,1.0479
17.0858,1.59511,17.0858,2.2166,17.086,1.1451
17.1547,1.86051,17.1547,1.9991,17.155,1.2560
17.2236,1.37138,17.2236,1.5433,17.224,0.9762
17.2925,1.30478,17.2925,1.4963,17.293,1.5036
17.3614,1.82739,17.3614,1.1324,17.361,2.2124
17.4303,2.77065,17.4303,1.2142,17.430,1.9961
17.4992,1.97727,17.4992,1.7754,17.499,2.5196
17.5681,1.46074,17.5681,1.5686,17.568,2.5400
17.6370,1.87709,17.6370,1.8030,17.637,3.3300
17.7059,1.90985,17.7059,1.6989,17.706,2.5627
17.7748,2.26267,17.7748,1.0487,17.775,1.8802
17.8437,3.54427,17.8437,1.2661,17.844,1.9291
17.9126,2.69336,17.9126,1.4344,17.913,2.1650
17.9815,2.32800,17.9815,2.7190,17.981,1.4182
18.0504,1.88792,18.0504,2.7377,18.050,1.7886
18.1193,1.41848,18.1193,3.6575,18.119,2.4400
18.1881,2.54834,18.1881,2.2723,18.188,1.8320
18.2570,2.76284,18.2570,2.2463,18.257,1.4181
18.3259,3.84847,18.3259,2.4723,18.326,1.4452
18.3948,4.22217,18.3948,3.0096,18.395,2.7133
18.4637,3.57537,18.4637,2.5868,18.464,3.1059
18.5326,3.27538,18.5326,1.9914,18.533,2.5422
18.6015,2.02132,18.6015,1.3793,18.602,3.9397
18.6704,1.96486,18.6704,1.7606,18.670,3.0439
18.7393,1.68010,18.7393,2.2813,18.739,3.9584
18.8082,2.18908,18.8082,2.6353,18.808,3.6621
18.8771,2.26166,18.8771,2.6278,18.877,4.1108
18.9460,3.12087,18.9460,2.5367,18.946,4.1043
19.0149,2.86260,19.0149,2.7753,19.015,3.6906
19.0838,2.37786,19.0838,2.7814,19.084,2.8498
19.1527,2.12071,19.1527,2.4629,19.153,3.1993
19.2216,1.87362,19.2216,1.7828,19.222,3.2609
19.2905,2.27394,19.2905,2.1575,19.290,2.9395
19.3594,2.66336,19.3594,2.3948,19.359,3.8790
19.4282,2.25917,19.4282,2.0940,19.428,3.9488
19.4971,2.77188,19.4971,2.2006,19.497,5.6070
19.5660,2.15805,19.5660,1.9498,19.566,4.6873
19.6349,1.79680,19.6349,2.1352,19.635,5.4040
19.7038,1.39213,19.7038,2.2957,19.704,4.7149
19.7727,1.81563,19.7727,2.9387,19.773,3.9483
19.8416,1.73665,19.8416,4.7258,19.842,2.7650
19.9105,1.85014,19.9105,4.4820,19.911,1.5638
19.9794,1.99750,19.9794,4.1112,19.979,1.6937
20.0483,1.68475,20.0483,3.4964,20.048,1.7437
20.1172,2.14854,20.1172,3.5203,20.117,2.3052
20.1861,1.72750,20.1861,3.7618,20.186,1.6061
20.2550,2.08740,20.2550,4.1510,20.255,2.1358
20.3239,1.97575,20.3239,5.0150,20.324,3.6313
20.3928,2.16082,20.3928,5.7695,20.393,3.9285
20.4617,1.39324,20.4617,6.4921,20.462,4.5057
20.5306,1.50748,20.5306,7.8216,20.531,4.7799
20.5995,1.39728,20.5995,7.0152,20.599,4.3410
20.6683,1.88496,20.6683,5.9786,20.668,4.4596
20.7372,1.85079,20.7372,4.1068,20.737,3.2339
20.8061,1.80231,20.8061,3.6152,20.806,2.3852
20.8750,1.99171,20.8750,4.0379,20.875,2.7315
20.9439,1.35201,20.9439,3.0641,20.944,2.2392
21.0128,1.94332,21.0128,2.8354,21.013,2.0399
21.0817,1.33507,21.0817,3.1240,21.082,2.3264
21.1506,1.86676,21.1506,3.6391,21.151,2.5677
21.2195,1.55783,21.2195,3.5267,21.220,2.7792
21.2884,1.64930,21.2884,2.7511,21.288,2.3766
21.3573,2.24550,21.3573,2.7785,21.357,1.7093
21.4262,1.77841,21.4262,2.6200,21.426,1.9648
21.4951,1.94596,21.4951,2.4257,21.495,2.0548
21.5640,3.63590,21.5640,2.4609,21.564,2.2624
21.6329,5.30166,21.6329,2.2196,21.633,2.3535
21.7018,4.44398,21.7018,2.2046,21.702,2.4236
21.7707,4.38674,21.7707,3.0810,21.771,1.9742
21.8396,4.74495,21.8396,2.4550,21.840,1.0893
21.9084,5.86849,21.9084,2.7501,21.908,1.1962
21.9773,6.16445,21.9773,3.1426,21.977,1.3348
22.0462,5.73498,22.0462,2.1970,22.046,2.3295
22.1151,4.43905,22.1151,1.9480,22.115,2.5620
22.1840,5.27695,22.1840,2.6846,22.184,3.0314
22.2529,5.19285,22.2529,3.1146,22.253,2.8214
22.3218,5.39949,22.3218,3.2370,22.322,2.5963
22.3907,5.09323,22.3907,3.2512,22.391,2.9964
22.4596,4.17406,22.4596,2.8984,22.460,2.1620
22.5285,5.13119,22.5285,3.8368,22.528,2.6843
22.5974,3.40574,22.5974,3.7310,22.597,2.0257
22.6663,3.48246,22.6663,3.0948,22.666,1.3341
22.7352,2.80252,22.7352,2.1296,22.735,1.3959
22.8041,2.61402,22.8041,1.6587,22.804,1.4018
22.8730,2.81874,22.8730,1.9188,22.873,1.3939
22.9419,2.38244,22.9419,2.0525,22.942,1.4029
23.0108,1.65251,23.0108,2.1617,23.011,1.7318
23.0797,1.41679,23.0797,2.5157,23.080,1.7203
23.1486,1.57968,23.1486,1.9533,23.149,1.6154
23.2174,2.06516,23.2174,1.6307,23.217,1.2857
23.2863,2.01591,23.2863,2.0204,23.286,0.7994
23.3552,1.78955,23.3552,2.7469,23.355,1.0115
23.4241,2.11350,23.4241,3.2225,23.424,1.0424
23.4930,1.53668,23.4930,2.8023,23.493,1.0446
23.5619,2.43785,23.5619,3.4264,23.562,1.1107
23.6308,2.53438,23.6308,3.1594,23.631,1.2229
23.6997,3.12779,23.6997,2.3478,23.700,1.1417
23.7686,2.99591,23.7686,1.9681,23.769,1.4028
23.8375,3.11581,23.8375,1.8772,23.837,1.4773
23.9064,2.14273,23.9064,1.9599,23.906,1.0819
23.9753,1.95703,23.9753,2.8549,23.975,1.4278
24.0442,1.74683,24.0442,1.8563,24.044,1.5337
24.1131,2.41694,24.1131,1.7695,24.113,1.1721
24.1820,1.99244,24.1820,1.8996,24.182,1.4604
24.2509,1.34196,24.2509,1.8942,24.251,1.9383
24.3198,1.46299,24.3198,2.6304,24.320,1.1328
24.3887,1.48316,24.3887,3.1642,24.389,1.4213
24.4575,0.91801,24.4575,2.9229,24.458,1.6686
24.5264,0.68624,24.5264,2.9770,24.526,2.0938
24.5953,0.95257,24.5953,2.9209,24.595,1.8485
24.6642,1.24467,24.6642,2.7161,24.664,2.4137
24.7331,1.43884,24.7331,1.9290,24.733,2.3164
24.8020,1.42966,24.8020,2.1072,24.802,3.0495
24.8709,0.95088,24.8709,2.3828,24.871,3.4148
24.9398,1.87119,24.9398,2.0295,24.940,3.7951
25.0087,2.10966,25.0087,2.3146,25.009,3.4456
25.0776,2.28329,25.0776,2.1820,25.078,3.5334
25.1465,2.87752,25.1465,1.6847,25.146,2.6589
25.2154,3.73203,25.2154,2.2947,25.215,2.9485
25.2843,2.77754,25.2843,2.2670,25.284,2.3969
25.3532,2.37013,25.3532,2.3699,25.353,3.6227
25.4221,2.34489,25.4221,2.2009,25.422,3.5755
25.4910,2.62242,25.4910,1.7169,25.491,4.5049
25.5599,2.57282,25.5599,1.5225,25.560,4.6740
25.6288,2.30115,25.6288,2.0200,25.629,4.9478
25.6976,1.63424,25.6976,1.6751,25.698,5.0463
25.7665,1.34431,25.7665,1.7469,25.767,3.8898
25.8354,2.50284,25.8354,1.4948,25.835,2.9961
25.9043,3.45669,25.9043,1.9653,25.904,3.1392
25.9732,3.26430,25.9732,1.9546,25.973,2.4755
26.0421,2.74566,26.0421,1.9100,26.042,2.5738
26.1110,1.85486,26.1110,2.7662,26.111,1.8867
26.1799,2.34557,26.1799,2.0790,26.180,1.4865
26.2488,2.09413,26.2488,1.7758,26.249,1.6443
26.3177,1.96449,26.3177,1.7093,26.318,2.0506
26.3866,1.98916,26.3866,1.2548,26.387,1.5506
26.4555,1.75937,26.4555,1.8607,26.455,1.0569
26.5244,2.21896,26.5244,1.7228,26.524,1.3234
26.5933,2.60481,26.5933,2.1912,26.593,1.2701
26.6622,1.79022,26.6622,3.6388,26.662,1.3470
26.7311,2.81410,26.7311,3.4740,26.731,1.3999
26.8000,2.55504,26.8000,3.1036,26.800,1.0980
26.8689,3.11450,26.8689,2.4167,26.869,2.3756
26.9377,1.91930,26.9377,1.5292,26.938,2.5343
27.0066,1.67403,27.0066,1.5951,27.007,2.2934
27.0755,1.18786,27.0755,2.0497,27.076,2.6475
27.1444,1.19723,27.1444,1.7984,27.144,2.7048
27.2133,1.60069,27.2133,2.7078,27.213,1.5467
27.2822,2.33483,27.2822,2.4994,27.282,1.5380
27.3511,1.50107,27.3511,2.2944,27.351,2.0055
27.4200,1.75291,27.4200,2.7846,27.420,2.9203
27.4889,1.59694,27.4889,2.2032,27.489,2.7413
27.5578,1.89269,27.5578,1.7424,27.558,2.6107
27.6267,2.76450,27.6267,2.1536,27.627,2.1690
27.6956,2.05980,27.6956,1.8274,27.696,2.3354
27.7645,1.82315,27.7645,2.1229,27.764,2.5240
27.8334,2.87196,27.8334,1.9892,27.833,3.3221
27.9023,2.42977,27.9023,3.1265,27.902,4.0242
27.9712,2.08751,27.9712,3.8268,27.971,4.3397
28.0401,1.79225,28.0401,2.4780,28.040,5.3690
28.1090,1.45462,28.1090,1.9691,28.109,5.9050
28.1778,1.65119,28.1778,2.2902,28.178,5.2014
28.2467,1.17075,28.2467,1.8523,28.247,6.0115
28.3156,0.83695,28.3156,2.1668,28.316,6.5644
28.3845,1.49158,28.3845,2.4056,28.385,6.3173
28.4534,1.86154,28.4534,2.2649,28.453,5.6443
28.5223,1.70388,28.5223,2.4621,28.522,4.8751
28.5912,1.19042,28.5912,2.3204,28.591,3.6825
28.6601,1.12225,28.6601,2.4450,28.660,3.1124
28.7290,1.69999,28.7290,1.2981,28.729,2.7097
28.7979,1.27210,28.7979,1.1969,28.798,1.6784
28.8668,1.24599,28.8668,1.1644,28.867,1.5606
28.9357,1.74811,28.9357,1.3260,28.936,1.4632
29.0046,2.09256,29.0046,1.3712,29.005,1.5770
29.0735,1.89198,29.0735,1.4849,29.073,1.4294
29.1424,1.75982,29.1424,1.3346,29.142,1.3770
29.2113,2.04180,29.2113,1.6341,29.211,1.5336
29.2802,2.21742,29.2802,1.9707,29.280,1.8050
29.3491,2.67789,29.3491,2.1494,29.349,2.0137
29.4179,2.92381,29.4179,2.4152,29.418,1.3849
29.4868,4.44687,29.4868,2.2666,29.487,1.2309
29.5557,4.81276,29.5557,2.0742,29.556,0.9536
29.6246,4.07815,29.6246,3.1652,29.625,1.2156
29.6935,2.93694,29.6935,3.4930,29.694,1.1075
29.7624,2.58645,29.7624,2.9573,29.762,0.9697
29.8313,2.25055,29.8313,2.4869,29.831,1.8510
29.9002,2.89714,29.9002,2.6487,29.900,2.4436
29.9691,1.84700,29.9691,3.0392,29.969,2.8542
30.0380,1.21004,30.0380,3.3360,30.038,2.8854
30.1069,0.87378,30.1069,3.8573,30.107,2.6361
30.1758,1.08504,30.1758,4.7887,30.176,3.5522
30.2447,0.53100,30.2447,5.8648,30.245,3.5522
30.3136,0.92412,30.3136,4.9256,30.314,2.9487
30.3825,0.97599,30.3825,4.4670,30.382,2.0129
30.4514,0.90273,30.4514,3.7735,30.451,1.8384
30.5203,1.32109,30.5203,3.2931,30.520,1.1222
30.5892,1.04901,30.5892,2.9506,30.589,1.4550
30.6581,0.97375,30.6581,1.7823,30.658,2.0119
30.7269,1.14383,30.7269,1.5838,30.727,3.1927
30.7958,1.03400,30.7958,1.4271,30.796,4.3428
30.8647,1.35572,30.8647,1.1660,30.865,3.8428
30.9336,0.95038,30.9336,1.1696,30.934,3.6799
31.0025,1.02118,31.0025,0.9294,31.003,3.6178
31.0714,1.28508,31.0714,0.8365,31.071,3.5126
31.1403,1.45570,31.1403,1.1804,31.140,2.7729
31.2092,2.10857,31.2092,1.1718,31.209,3.2166
31.2781,1.77886,31.2781,1.2230,31.278,2.5982
31.3470,1.31574,31.3470,1.0745,31.347,3.1739
31.4159,2.18455,31.4159,0.8549,31.416,3.2499
31.4848,1.90385,31.4848,0.9576,31.485,3.1425
31.5537,1.74177,31.5537,1.1246,31.554,2.7639
31.6226,1.16145,31.6226,1.4958,31.623,1.8439
31.6915,2.06283,31.6915,0.8991,31.691,2.0278
31.7604,1.60372,31.7604,1.0328,31.760,1.9982
31.8293,2.45818,31.8293,1.4792,31.829,2.0990
31.8982,2.90590,31.8982,1.2503,31.898,2.9681
31.9670,2.18610,31.9670,0.7904,31.967,2.5629
32.0359,2.39895,32.0359,0.6854,32.036,2.3365
32.1048,2.39821,32.1048,0.6188,32.105,2.9911
32.1737,2.00262,32.1737,0.8478,32.174,3.1061
32.2426,1.84288,32.2426,0.9986,32.243,4.8183
32.3115,1.39386,32.3115,0.9779,32.312,6.5559
32.3804,1.91399,32.3804,0.6359,32.380,5.7469
32.4493,1.92444,32.4493,0.9637,32.449,5.1363
32.5182,2.35852,32.5182,1.1066,32.518,4.7943
32.5871,1.78841,32.5871,1.3666,32.587,4.4544
32.6560,1.92942,32.6560,1.0362,32.656,4.0999
32.7249,2.25778,32.7249,0.8930,32.725,2.8516
32.7938,1.76648,32.7938,0.8679,32.794,2.3502
32.8627,1.53808,32.8627,1.2915,32.863,2.6501
32.9316,2.22927,32.9316,1.2604,32.932,3.2320
33.0005,1.77150,33.0005,0.9224,33.000,2.5583
33.0694,1.74683,33.0694,0.7451,33.069,2.7798
