Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,6.6558,0.0000,10.2224,0.0000,3.6923,0.0000,2.3425
0.0689,9.6466,0.0689,13.1112,0.0689,4.0822,0.0689,3.1239
0.1378,11.4444,0.1378,14.8998,0.1378,4.6504,0.1378,4.6679
0.2067,9.7207,0.2067,14.1921,0.2067,6.8135,0.2067,5.5913
0.2756,7.7873,0.2756,11.2652,0.2756,6.7984,0.2756,5.1009
0.3445,6.7948,0.3445,9.6511,0.3445,7.1223,0.3445,4.1772
0.4134,4.3120,0.4134,7.8276,0.4134,7.0449,0.4134,3.1711
0.4823,3.1371,0.4823,5.4598,0.4823,5.9110,0.4823,3.1143
0.5512,2.1304,0.5512,4.8084,0.5512,4.9494,0.5512,2.1394
0.6201,2.0011,0.6201,3.4668,0.6201,3.8948,0.6201,2.1321
0.6889,1.7503,0.6889,2.6183,0.6889,3.3032,0.6889,2.1638
0.7578,1.7621,0.7578,2.7847,0.7578,2.1788,0.7578,2.3823
0.8267,1.9755,0.8267,2.5061,0.8267,2.0385,0.8267,2.0688
0.8956,1.7099,0.8956,1.4559,0.8956,2.2713,0.8956,1.6556
0.9645,1.7706,0.9645,1.9632,0.9645,2.8575,0.9645,1.6396
1.0334,2.2246,1.0334,2.0200,1.0334,2.6787,1.0334,1.8660
1.1023,2.8500,1.1023,1.5274,1.1023,1.2479,1.1023,1.3847
1.1712,2.3795,1.1712,1.2253,1.1712,1.9533,1.1712,1.5056
1.2401,1.9468,1.2401,1.2123,1.2401,1.8459,1.2401,1.1401
1.3090,1.7351,1.3090,1.7397,1.3090,1.5212,1.3090,1.0702
1.3779,1.9973,1.3779,1.7457,1.3779,1.6578,1.3779,2.0138
1.4468,1.9233,1.4468,2.4943,1.4468,2.4181,1.4468,1.7011
1.5157,2.5476,1.5157,3.6203,1.5157,1.8675,1.5157,1.7081
1.5846,2.2832,1.5846,3.6006,1.5846,1.6228,1.5846,1.4265
1.6535,2.2340,1.6535,4.4326,1.6535,2.5286,1.6535,1.2610
1.7224,1.7686,1.7224,6.1161,1.7224,2.8704,1.7224,0.9635
1.7913,2.3995,1.7913,7.8755,1.7913,2.3600,1.7913,1.1304
1.8602,2.8399,1.8602,10.5721,1.8602,2.6964,1.8602,1.2763
1.9290,2.7391,1.9290,8.7677,1.9290,3.5465,1.9290,1.0869
1.9979,2.7171,1.9979,6.8823,1.9979,2.8594,1.9979,1.0967
2.0668,2.1827,2.0668,5.3942,2.0668,3.5210,2.0668,1.1298
