Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,36.178,0.0000,31.897,0.0000,53.587,0.0000,25.049
0.0689,35.783,0.0689,28.387,0.0689,68.143,0.0689,30.916
0.1378,32.180,0.1378,29.481,0.1378,71.961,0.1378,38.333
0.2067,32.014,0.2067,32.976,0.2067,61.416,0.2067,50.285
0.2756,26.880,0.2756,30.368,0.2756,45.234,0.2756,51.274
0.3445,21.514,0.3445,25.874,0.3445,35.589,0.3445,35.548
0.4134,14.764,0.4134,26.762,0.4134,26.809,0.4134,26.636
0.4823,13.601,0.4823,28.076,0.4823,20.892,0.4823,22.231
0.5512,13.155,0.5512,22.532,0.5512,17.721,0.5512,19.473
0.6201,13.683,0.6201,15.351,0.6201,16.089,0.6201,21.450
0.6889,17.904,0.6889,13.874,0.6889,16.625,0.6889,23.369
0.7578,20.007,0.7578,11.857,0.7578,19.475,0.7578,21.158
0.8267,26.211,0.8267,10.897,0.8267,21.160,0.8267,18.612
0.8956,24.397,0.8956,8.353,0.8956,20.652,0.8956,14.217
0.9645,17.624,0.9645,10.650,0.9645,19.200,0.9645,15.125
1.0334,11.441,1.0334,13.624,1.0334,14.943,1.0334,16.762
1.1023,6.978,1.1023,13.116,1.1023,13.887,1.1023,15.933
1.1712,9.300,1.1712,11.285,1.1712,16.025,1.1712,17.038
1.2401,12.454,1.2401,8.448,1.2401,13.070,1.2401,14.377
1.3090,15.703,1.3090,9.539,1.3090,12.836,1.3090,15.315
1.3779,14.334,1.3779,8.792,1.3779,10.893,1.3779,11.533
1.4468,15.176,1.4468,8.345,1.4468,9.312,1.4468,7.722
1.5157,17.338,1.5157,9.539,1.5157,10.514,1.5157,4.601
1.5846,15.993,1.5846,11.009,1.5846,11.678,1.5846,4.348
1.6535,14.720,1.6535,11.773,1.6535,16.064,1.6535,3.421
1.7224,14.481,1.7224,11.788,1.7224,23.199,1.7224,3.077
1.7913,15.290,1.7913,12.535,1.7913,33.754,1.7913,4.823
1.8602,15.323,1.8602,13.337,1.8602,38.162,1.8602,5.215
1.9290,12.910,1.9290,17.634,1.9290,35.236,1.9290,3.908
1.9979,10.628,1.9979,21.974,1.9979,32.038,1.9979,3.153
2.0668,8.490,2.0668,24.797,2.0668,27.062,2.0668,3.880
2.1357,7.846,2.1357,27.127,2.1357,22.308,2.1357,5.279
2.2046,6.725,2.2046,29.915,2.2046,22.709,2.2046,5.846
2.2735,5.531,2.2735,24.156,2.2735,23.218,2.2735,7.699
2.3424,6.435,2.3424,15.583,2.3424,23.783,2.3424,6.296
2.4113,7.535,2.4113,11.215,2.4113,22.556,2.4113,5.845
2.4802,7.340,2.4802,7.311,2.4802,16.630,2.4802,6.018
2.5491,8.860,2.5491,6.336,2.5491,12.443,2.5491,4.244
2.6180,6.826,2.6180,7.507,2.6180,9.747,2.6180,4.455
2.6869,9.841,2.6869,7.549,2.6869,8.560,2.6869,4.424
2.7558,10.580,2.7558,6.067,2.7558,7.018,2.7558,6.009
2.8247,9.946,2.8247,5.356,2.8247,7.348,2.8247,4.406
2.8936,10.801,2.8936,7.025,2.8936,7.190,2.8936,4.229
2.9625,17.351,2.9625,8.048,2.9625,6.671,2.9625,5.714
3.0314,25.208,3.0314,5.125,3.0314,9.840,3.0314,4.755
3.1003,26.807,3.1003,5.917,3.1003,14.923,3.1003,4.220
3.1691,28.107,3.1691,7.018,3.1691,14.385,3.1691,3.218
3.2380,30.887,3.2380,5.871,3.2380,14.624,3.2380,3.845
3.3069,28.144,3.3069,7.598,3.3069,11.530,3.3069,4.048
3.3758,35.824,3.3758,8.145,3.3758,8.281,3.3758,5.126
3.4447,53.608,3.4447,8.768,3.4447,8.731,3.4447,4.313
3.5136,78.697,3.5136,8.350,3.5136,10.265,3.5136,3.699
3.5825,85.993,3.5825,10.741,3.5825,12.680,3.5825,3.355
3.6514,84.770,3.6514,13.133,3.6514,13.642,3.6514,3.380
3.7203,66.033,3.7203,13.951,3.7203,13.109,3.7203,3.402
3.7892,47.885,3.7892,11.004,3.7892,10.596,3.7892,3.697
3.8581,47.602,3.8581,9.879,3.8581,10.841,3.8581,3.779
3.9270,49.548,3.9270,10.251,3.9270,9.086,3.9270,3.935
3.9959,49.722,3.9959,12.460,3.9959,8.116,3.9959,4.070
4.0648,46.249,4.0648,15.864,4.0648,6.661,4.0648,3.452
4.1337,45.321,4.1337,19.781,4.1337,6.991,4.1337,6.230
4.2026,33.553,4.2026,23.262,4.2026,10.398,4.2026,6.882
4.2715,38.732,4.2715,19.473,4.2715,12.454,4.2715,7.555
4.3404,51.563,4.3404,14.391,4.3404,13.440,4.3404,12.821
4.4092,70.559,4.4092,13.575,4.4092,15.498,4.4092,18.576
4.4781,81.797,4.4781,20.279,4.4781,18.435,4.4781,32.895
4.5470,76.419,4.5470,18.534,4.5470,24.468,4.5470,46.733
4.6159,68.086,4.6159,15.259,4.6159,20.353,4.6159,67.232
4.6848,59.331,4.6848,16.958,4.6848,20.615,4.6848,74.264
4.7537,57.015,4.7537,13.793,4.7537,22.587,4.7537,67.253
4.8226,68.954,4.8226,9.575,4.8226,24.021,4.8226,53.343
4.8915,69.572,4.8915,6.371,4.8915,25.373,4.8915,37.980
4.9604,70.765,4.9604,7.089,4.9604,19.620,4.9604,37.904
5.0293,73.784,5.0293,7.906,5.0293,19.408,5.0293,38.631
5.0982,80.593,5.0982,5.899,5.0982,22.342,5.0982,36.864
5.1671,85.945,5.1671,5.342,5.1671,20.745,5.1671,39.901
5.2360,74.932,5.2360,6.949,5.2360,19.319,5.2360,31.386
5.3049,70.814,5.3049,7.971,5.3049,15.784,5.3049,22.275
5.3738,63.201,5.3738,8.342,5.3738,18.415,5.3738,13.708
5.4427,53.620,5.4427,8.520,5.4427,22.024,5.4427,11.684
5.5116,46.589,5.5116,9.450,5.5116,25.727,5.5116,10.155
5.5805,38.836,5.5805,12.773,5.5805,33.887,5.5805,8.089
5.6493,30.293,5.6493,13.756,5.6493,36.466,5.6493,6.065
5.7182,26.953,5.7182,16.052,5.7182,44.997,5.7182,5.492
5.7871,23.110,5.7871,19.476,5.7871,47.777,5.7871,7.472
5.8560,20.746,5.8560,19.909,5.8560,62.380,5.8560,7.934
5.9249,20.349,5.9249,21.372,5.9249,96.604,5.9249,10.646
5.9938,24.088,5.9938,23.349,5.9938,130.628,5.9938,11.040
6.0627,23.989,6.0627,30.800,6.0627,133.115,6.0627,14.232
6.1316,19.231,6.1316,35.709,6.1316,103.067,6.1316,14.328
6.2005,20.680,6.2005,40.347,6.2005,61.064,6.2005,14.071
6.2694,21.719,6.2694,51.997,6.2694,28.684,6.2694,13.432
6.3383,23.494,6.3383,61.961,6.3383,16.361,6.3383,14.515
6.4072,21.009,6.4072,84.943,6.4072,12.984,6.4072,16.222
6.4761,18.283,6.4761,77.970,6.4761,14.189,6.4761,14.333
6.5450,14.116,6.5450,65.005,6.5450,14.194,6.5450,12.187
6.6139,10.230,6.6139,52.641,6.6139,11.360,6.6139,9.974
6.6828,10.667,6.6828,50.558,6.6828,10.739,6.6828,9.435
6.7517,11.106,6.7517,50.112,6.7517,10.604,6.7517,8.292
6.8206,16.260,6.8206,50.631,6.8206,8.032,6.8206,9.257
6.8894,21.845,6.8894,54.202,6.8894,8.060,6.8894,10.466
6.9583,27.463,6.9583,58.002,6.9583,6.213,6.9583,9.868
7.0272,29.623,7.0272,63.075,7.0272,5.488,7.0272,10.585
7.0961,30.718,7.0961,66.033,7.0961,5.664,7.0961,10.024
7.1650,23.200,7.1650,61.134,7.1650,5.521,7.1650,9.929
7.2339,19.625,7.2339,58.101,7.2339,5.162,7.2339,12.251
7.3028,18.539,7.3028,54.210,7.3028,5.174,7.3028,11.870
7.3717,17.970,7.3717,58.290,7.3717,5.185,7.3717,11.848
7.4406,17.286,7.4406,57.225,7.4406,5.777,7.4406,10.369
7.5095,18.344,7.5095,58.112,7.5095,7.290,7.5095,10.704
7.5784,18.938,7.5784,57.176,7.5784,10.959,7.5784,10.000
7.6473,18.468,7.6473,47.984,7.6473,13.790,7.6473,7.673
7.7162,20.425,7.7162,38.547,7.7162,18.301,7.7162,5.969
7.7851,18.163,7.7851,28.587,7.7851,18.840,7.7851,6.661
7.8540,15.446,7.8540,25.485,7.8540,18.765,7.8540,7.987
7.9229,16.979,7.9229,20.631,7.9229,21.391,7.9229,7.237
7.9918,16.162,7.9918,14.143,7.9918,19.300,7.9918,5.314
8.0607,19.625,8.0607,9.386,8.0607,16.484,8.0607,8.014
8.1296,20.220,8.1296,6.591,8.1296,14.725,8.1296,8.968
8.1984,18.863,8.1984,7.030,8.1984,18.971,8.1984,8.689
8.2673,19.196,8.2673,6.377,8.2673,24.170,8.2673,11.245
8.3362,16.510,8.3362,5.697,8.3362,30.198,8.3362,12.872
8.4051,15.243,8.4051,5.191,8.4051,32.402,8.4051,11.709
8.4740,16.553,8.4740,5.262,8.4740,31.097,8.4740,10.847
8.5429,16.136,8.5429,6.007,8.5429,28.081,8.5429,9.407
8.6118,18.690,8.6118,5.212,8.6118,32.132,8.6118,9.094
8.6807,19.117,8.6807,4.510,8.6807,35.442,8.6807,11.978
8.7496,22.758,8.7496,5.749,8.7496,32.072,8.7496,14.369
8.8185,19.757,8.8185,4.713,8.8185,30.049,8.8185,16.193
8.8874,15.254,8.8874,5.132,8.8874,41.514,8.8874,14.424
8.9563,13.344,8.9563,5.634,8.9563,49.592,8.9563,13.596
9.0252,15.746,9.0252,5.065,9.0252,52.366,9.0252,13.798
9.0941,18.005,9.0941,6.397,9.0941,54.724,9.0941,16.438
9.1630,22.898,9.1630,8.753,9.1630,55.272,9.1630,19.550
9.2319,24.548,9.2319,10.446,9.2319,58.416,9.2319,28.196
9.3008,24.612,9.3008,15.115,9.3008,61.936,9.3008,36.081
9.3697,22.184,9.3697,15.951,9.3697,67.296,9.3697,38.647
9.4385,20.571,9.4385,19.540,9.4385,73.770,9.4385,40.939
9.5074,14.428,9.5074,24.855,9.5074,72.389,9.5074,41.092
9.5763,14.821,9.5763,33.164,9.5763,75.045,9.5763,40.814
9.6452,22.414,9.6452,37.033,9.6452,58.686,9.6452,43.572
