Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,21.219,0.000,66.109,0.0000,40.6763,0.0000,62.7631
0.0689,20.062,0.069,89.562,0.0689,31.2592,0.0689,58.7155
0.1378,19.325,0.138,107.490,0.1378,23.4777,0.1378,67.3136
0.2067,19.587,0.207,99.792,0.2067,21.0987,0.2067,59.8950
0.2756,20.400,0.276,80.683,0.2756,18.0950,0.2756,39.4284
0.3445,26.763,0.344,51.108,0.3445,17.4859,0.3445,18.9196
0.4134,27.635,0.413,35.688,0.4134,17.0455,0.4134,13.2904
0.4823,28.231,0.482,28.769,0.4823,10.7893,0.4823,13.7385
0.5512,30.482,0.551,18.828,0.5512,8.5945,0.5512,15.7541
0.6201,23.306,0.620,17.252,0.6201,9.4238,0.6201,15.7754
0.6889,18.612,0.689,16.774,0.6889,9.8566,0.6889,18.5847
0.7578,20.178,0.758,14.732,0.7578,9.3015,0.7578,19.2727
0.8267,17.953,0.827,11.565,0.8267,9.9265,0.8267,20.1060
0.8956,12.754,0.896,9.766,0.8956,10.6815,0.8956,24.3941
0.9645,9.303,0.965,8.286,0.9645,12.8457,0.9645,28.6438
1.0334,6.920,1.033,4.507,1.0334,11.8704,1.0334,33.1164
1.1023,6.771,1.102,4.519,1.1023,13.3968,1.1023,28.1738
1.1712,8.712,1.171,4.628,1.1712,18.0386,1.1712,25.0463
1.2401,10.807,1.240,4.629,1.2401,16.6287,1.2401,20.3329
1.3090,12.564,1.309,4.259,1.3090,17.4508,1.3090,19.3108
1.3779,14.557,1.378,5.805,1.3779,12.8945,1.3779,21.7279
1.4468,16.130,1.447,4.946,1.4468,10.7597,1.4468,23.5674
1.5157,14.237,1.516,5.709,1.5157,9.7596,1.5157,23.4475
1.5846,15.762,1.585,5.682,1.5846,8.4450,1.5846,24.2552
1.6535,16.092,1.653,5.497,1.6535,5.9469,1.6535,18.5595
1.7224,19.237,1.722,3.682,1.7224,6.3247,1.7224,14.4191
1.7913,20.646,1.791,2.599,1.7913,5.1627,1.7913,11.0010
1.8602,23.344,1.860,2.664,1.8602,6.1527,1.8602,9.4582
