Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,1.69963,0.0000,3.02089,0.0000,2.66685,0.0000,2.73928
0.0689,1.70810,0.0689,3.65481,0.0689,2.27360,0.0689,2.26594
0.1378,1.65872,0.1378,3.44531,0.1378,2.90357,0.1378,2.32406
0.2067,1.47537,0.2067,2.36670,0.2067,2.60148,0.2067,2.56822
0.2756,1.82694,0.2756,1.69427,0.2756,2.02510,0.2756,2.08494
0.3445,1.70785,0.3445,1.28210,0.3445,2.07069,0.3445,2.78789
0.4134,1.73444,0.4134,1.18407,0.4134,1.92950,0.4134,1.84770
0.4823,1.64180,0.4823,1.41594,0.4823,1.33862,0.4823,2.33768
0.5512,2.01435,0.5512,1.20607,0.5512,1.19716,0.5512,1.06139
0.6201,1.68510,0.6201,1.24651,0.6201,1.77703,0.6201,1.59632
0.6889,2.34781,0.6889,1.26118,0.6889,1.12417,0.6889,1.55991
0.7578,2.54823,0.7578,1.78031,0.7578,1.42251,0.7578,0.75729
0.8267,2.32937,0.8267,1.05674,0.8267,1.32666,0.8267,1.07977
0.8956,2.67855,0.8956,1.67022,0.8956,1.32867,0.8956,1.72733
0.9645,2.69708,0.9645,1.36592,0.9645,1.38793,0.9645,1.42220
1.0334,2.12125,1.0334,1.31271,1.0334,1.33002,1.0334,1.53673
1.1023,2.62232,1.1023,1.14693,1.1023,1.74040,1.1023,1.89303
1.1712,2.12846,1.1712,1.08865,1.1712,1.62756,1.1712,2.50293
1.2401,2.49023,1.2401,1.41035,1.2401,1.24276,1.2401,2.44361
1.3090,2.53751,1.3090,1.38021,1.3090,1.42580,1.3090,2.15739
1.3779,2.03816,1.3779,1.25038,1.3779,1.33017,1.3779,1.51721
1.4468,2.55752,1.4468,1.44134,1.4468,1.57864,1.4468,1.65317
1.5157,1.81070,1.5157,1.55388,1.5157,1.61149,1.5157,2.48229
1.5846,2.34711,1.5846,1.96015,1.5846,1.59301,1.5846,2.16585
1.6535,1.30348,1.6535,1.81749,1.6535,1.38966,1.6535,2.74224
1.7224,1.37472,1.7224,1.34428,1.7224,1.98030,1.7224,2.33266
1.7913,1.85439,1.7913,1.00606,1.7913,2.02249,1.7913,2.32919
1.8602,1.88923,1.8602,1.43752,1.8602,1.83602,1.8602,2.47659
1.9290,1.40711,1.9290,1.41157,1.9290,1.29125,1.9290,3.15976
1.9979,0.98283,1.9979,0.99720,1.9979,0.97261,1.9979,2.49607
2.0668,1.65162,2.0668,0.90007,2.0668,1.29322,2.0668,3.10296
2.1357,1.86641,2.1357,0.80567,2.1357,1.26631,2.1357,3.85358
2.2046,1.39732,2.2046,0.94096,2.2046,1.78322,2.2046,2.94440
2.2735,1.56393,2.2735,0.67738,2.2735,1.18995,2.2735,2.51587
2.3424,1.37654,2.3424,0.86551,2.3424,1.32129,2.3424,2.64584
2.4113,1.31555,2.4113,0.92605,2.4113,1.28887,2.4113,2.88410
2.4802,1.59333,2.4802,0.54266,2.4802,1.05064,2.4802,2.61961
2.5491,1.23914,2.5491,0.45492,2.5491,1.45561,2.5491,3.11340
2.6180,1.11332,2.6180,0.77283,2.6180,1.83491,2.6180,2.15020
2.6869,1.23703,2.6869,1.03603,2.6869,1.83733,2.6869,2.91767
2.7558,0.89832,2.7558,1.01625,2.7558,1.65153,2.7558,2.43572
2.8247,0.94148,2.8247,0.91594,2.8247,1.32668,2.8247,2.00458
2.8936,0.92079,2.8936,1.27126,2.8936,1.33563,2.8936,1.52046
2.9625,0.98523,2.9625,0.96149,2.9625,1.50292,2.9625,1.49702
3.0314,1.84081,3.0314,0.97047,3.0314,1.45833,3.0314,1.45881
3.1003,1.72251,3.1003,0.99904,3.1003,1.75684,3.1003,1.26941
3.1691,1.66791,3.1691,1.35946,3.1691,2.01306,3.1691,0.94967
