Distance_(microns),Value,X1,Y1,X2,Y2,X3,Y3
0.0000,62.620,0.0000,56.153,0.0000,12.090,0.0000,36.422
0.0689,66.458,0.0689,44.533,0.0689,14.991,0.0689,28.194
0.1378,54.554,0.1378,37.422,0.1378,20.132,0.1378,24.608
0.2067,34.141,0.2067,31.020,0.2067,32.472,0.2067,20.818
0.2756,27.287,0.2756,26.297,0.2756,44.025,0.2756,18.707
0.3445,27.675,0.3445,24.226,0.3445,55.328,0.3445,22.045
0.4134,32.127,0.4134,23.378,0.4134,70.844,0.4134,19.176
0.4823,31.995,0.4823,27.713,0.4823,82.538,0.4823,19.562
0.5512,35.966,0.5512,29.259,0.5512,92.946,0.5512,24.011
0.6201,35.890,0.6201,27.917,0.6201,92.428,0.6201,21.919
0.6889,33.226,0.6889,24.744,0.6889,90.550,0.6889,21.496
0.7578,27.419,0.7578,17.214,0.7578,78.864,0.7578,20.132
0.8267,16.893,0.8267,11.367,0.8267,63.252,0.8267,23.047
0.8956,16.089,0.8956,6.881,0.8956,45.651,0.8956,18.187
0.9645,14.536,0.9645,9.165,0.9645,41.031,0.9645,18.973
1.0334,12.096,1.0334,8.993,1.0334,36.144,1.0334,17.184
1.1023,9.323,1.1023,9.625,1.1023,34.333,1.1023,15.455
1.1712,8.055,1.1712,10.766,1.1712,32.918,1.1712,11.573
1.2401,7.236,1.2401,13.018,1.2401,26.289,1.2401,9.607
1.3090,7.604,1.3090,16.916,1.3090,24.024,1.3090,6.478
1.3779,8.775,1.3779,24.218,1.3779,17.762,1.3779,6.858
1.4468,11.561,1.4468,22.389,1.4468,14.478,1.4468,5.988
1.5157,12.836,1.5157,19.825,1.5157,10.519,1.5157,4.646
1.5846,11.961,1.5846,18.475,1.5846,9.306,1.5846,4.313
1.6535,11.749,1.6535,16.038,1.6535,9.523,1.6535,4.239
1.7224,9.140,1.7224,18.048,1.7224,10.552,1.7224,4.895
1.7913,10.813,1.7913,16.430,1.7913,13.433,1.7913,8.227
1.8602,11.424,1.8602,16.006,1.8602,14.304,1.8602,9.417
1.9290,8.231,1.9290,16.955,1.9290,12.775,1.9290,10.711
1.9979,9.832,1.9979,14.746,1.9979,12.389,1.9979,9.379
2.0668,11.133,2.0668,12.053,2.0668,11.792,2.0668,9.437
2.1357,12.449,2.1357,10.971,2.1357,11.979,2.1357,9.366
2.2046,10.434,2.2046,9.853,2.2046,12.439,2.2046,13.518
2.2735,8.603,2.2735,8.770,2.2735,11.868,2.2735,10.902
2.3424,5.754,2.3424,8.502,2.3424,11.061,2.3424,8.633
2.4113,6.351,2.4113,7.763,2.4113,12.400,2.4113,7.443
2.4802,6.152,2.4802,10.947,2.4802,17.133,2.4802,8.392
2.5491,9.707,2.5491,12.150,2.5491,20.220,2.5491,8.617
2.6180,12.531,2.6180,16.364,2.6180,18.998,2.6180,9.902
2.6869,15.851,2.6869,26.170,2.6869,17.644,2.6869,7.869
2.7558,16.650,2.7558,27.924,2.7558,19.872,2.7558,9.332
2.8247,18.239,2.8247,31.565,2.8247,19.297,2.8247,9.097
2.8936,20.031,2.8936,26.385,2.8936,16.488,2.8936,9.765
2.9625,15.211,2.9625,21.995,2.9625,17.924,2.9625,7.155
3.0314,12.312,3.0314,22.225,3.0314,15.773,3.0314,6.076
3.1003,13.852,3.1003,19.269,3.1003,14.068,3.1003,6.380
3.1691,16.396,3.1691,17.858,3.1691,15.072,3.1691,7.701
3.2380,21.145,3.2380,14.901,3.2380,12.218,3.2380,9.832
3.3069,40.743,3.3069,16.717,3.3069,12.090,3.3069,11.297
3.3758,71.829,3.3758,14.389,3.3758,10.275,3.3758,16.359
3.4447,107.935,3.4447,11.415,3.4447,10.126,3.4447,13.393
3.5136,117.352,3.5136,12.787,3.5136,13.791,3.5136,13.410
3.5825,109.987,3.5825,18.174,3.5825,17.941,3.5825,11.657
3.6514,89.910,3.6514,23.258,3.6514,18.452,3.6514,13.417
3.7203,77.341,3.7203,26.123,3.7203,18.006,3.7203,19.137
3.7892,71.217,3.7892,23.574,3.7892,15.053,3.7892,23.390
3.8581,59.438,3.8581,21.886,3.8581,11.912,3.8581,23.591
3.9270,56.523,3.9270,27.943,3.9270,14.051,3.9270,26.812
