,position (um),Fat2dICD intensity,Abi intensity
0,0.0,21.219,2.19938
1,0.0689,20.062,1.89956
2,0.1378,19.325,1.88161
3,0.2067,19.587,1.8764
4,0.2756,20.4,1.97975
5,0.3445,26.763,3.71414
6,0.4134,27.635,3.05523
7,0.4823,28.231,4.23866
8,0.5512,30.482,2.09925
9,0.6201,23.306,1.72031
10,0.6889,18.612,1.90689
11,0.7578,20.178,2.1405
12,0.8267,17.953,2.13118
13,0.8956,12.754,2.04859
14,0.9645,9.303,1.74852
15,1.0334,6.92,1.49021
16,1.1023,6.771,1.29354
17,1.1712,8.712,1.50707
18,1.2401,10.807,1.15941
19,1.309,12.564,1.51211
20,1.3779,14.557,1.34937
21,1.4468,16.13,1.29321
22,1.5157,14.237,2.33418
23,1.5846,15.762,2.95956
24,1.6535,16.092,2.16334
25,1.7224,19.237,1.71694
26,1.7913,20.646,1.86245
27,1.8602,23.344,1.75823
28,1.929,20.376,2.23452
29,1.9979,22.923,2.36597
30,2.0668,24.609,3.42128
31,2.1357,27.413,2.79592
32,2.2046,28.294,3.12053
33,2.2735,25.385,3.41693
34,2.3424,22.827,3.41223
35,2.4113,19.748,2.53792
36,2.4802,17.908,1.98659
37,2.5491,18.98,1.36705
38,2.618,20.59,1.7958
39,2.6869,17.771,2.00649
40,2.7558,22.006,1.8001
41,2.8247,21.847,2.04739
42,2.8936,27.754,1.52221
43,2.9625,25.512,1.92297
44,3.0314,23.151,2.02459
45,3.1003,18.466,2.20432
46,3.1691,16.184,1.62387
47,3.238,13.914,1.62377
48,3.3069,11.562,2.02374
49,3.3758,11.266,1.59083
50,3.4447,16.144,1.20869
51,3.5136,16.947,1.77063
52,3.5825,18.198,2.22428
53,3.6514,16.424,2.33225
54,3.7203,19.979,2.04687
55,3.7892,26.45,2.49627
56,3.8581,28.996,1.95336
57,3.927,27.754,2.13269
58,3.9959,22.793,1.61028
59,4.0648,16.152,1.66444
60,4.1337,13.851,1.80609
61,4.2026,11.081,1.58057
62,4.2715,10.214,1.69142
63,4.3404,8.45,1.30049
64,4.4092,6.802,1.25245
65,4.4781,7.532,1.08807
66,4.547,9.308,1.74606
67,4.6159,8.594,1.45704
68,4.6848,8.548,1.02259
69,4.7537,10.998,1.6004
70,4.8226,12.192,1.13254
71,4.8915,13.666,1.56
72,4.9604,16.822,1.57934
73,5.0293,19.988,1.71394
74,5.0982,21.113,1.73366
75,5.1671,27.496,1.72539
76,5.236,25.692,2.25527
77,5.3049,26.922,2.00299
78,5.3738,26.504,2.1164
79,5.4427,28.32,1.45917
80,5.5116,26.85,1.85339
81,5.5805,22.553,1.43308
82,5.6493,16.318,1.9713
83,5.7182,16.012,1.53055
84,5.7871,21.517,2.35894
85,5.856,25.005,2.25634
86,5.9249,28.639,1.89633
87,5.9938,19.124,2.12663
88,6.0627,14.659,1.82974
89,6.1316,13.795,1.88192
90,6.2005,18.664,2.06145
91,6.2694,21.832,2.19113
92,6.3383,21.028,2.98293
93,6.4072,22.573,2.67498
94,6.4761,23.784,2.29816
95,6.545,25.728,1.99774
96,6.6139,29.961,1.61674
97,6.6828,27.418,1.98579
98,6.7517,24.312,2.82231
99,6.8206,20.756,2.93142
100,6.8894,20.826,3.7393
101,6.9583,19.037,2.76937
102,7.0272,18.736,2.92952
103,7.0961,21.514,2.98298
104,7.165,21.265,3.40163
105,7.2339,17.673,1.96371
106,7.3028,14.506,2.43395
107,7.3717,12.18,2.13903
108,7.4406,8.94,1.87642
109,7.5095,10.714,1.54004
110,7.5784,13.438,1.01565
111,7.6473,14.973,1.47801
112,7.7162,16.146,2.15428
113,7.7851,15.353,2.11794
114,7.854,14.561,2.68531
115,7.9229,12.726,2.40081
116,7.9918,16.541,2.10052
117,8.0607,17.877,2.46959
118,8.1296,20.431,2.19775
119,8.1984,19.898,1.51422
120,8.2673,22.322,1.82514
121,8.3362,20.387,2.0403
122,8.4051,19.47,2.25085
123,8.474,19.075,2.47272
124,8.5429,16.871,2.57621
125,8.6118,18.424,2.66054
126,8.6807,16.681,2.12291
127,8.7496,15.023,2.26687
128,8.8185,14.205,2.18573
129,8.8874,15.417,1.98236
130,8.9563,18.636,2.20768
131,9.0252,23.801,2.51018
132,9.0941,24.769,1.7514
133,9.163,25.639,1.81222
134,9.2319,21.761,2.50219
135,9.3008,23.016,1.74155
136,9.3697,24.524,1.97913
137,9.4385,30.68,2.49014
138,9.5074,34.568,3.32629
139,9.5763,34.4,3.38141
140,9.6452,34.834,3.84913
141,9.7141,42.976,3.5131
142,9.783,52.977,4.54448
143,9.8519,64.437,5.14838
144,9.9208,80.79,6.00198
145,9.9897,95.842,6.15672
146,10.0586,104.14,6.44956
147,10.1275,100.648,6.42042
148,10.1964,88.73,5.09766
149,10.2653,69.639,3.64436
150,10.3342,48.712,3.08272
151,10.4031,37.254,2.46659
152,10.472,26.682,2.12354
153,10.5409,21.516,2.1281
154,10.6098,14.098,2.53609
155,10.6786,12.156,1.95078
156,10.7475,11.785,1.74375
157,10.8164,12.477,1.5921
158,10.8853,11.059,1.63397
159,10.9542,9.86,1.87336
160,11.0231,7.604,1.75022
161,11.092,10.036,1.23558
162,11.1609,10.658,0.98553
163,11.2298,7.98,1.45343
164,11.2987,8.621,0.95033
165,11.3676,7.502,0.79598
166,11.4365,7.102,1.01395
167,11.5054,8.199,1.20332
168,11.5743,9.083,1.79814
169,11.6432,8.719,1.1727
170,11.7121,8.968,1.67181
171,11.781,15.151,2.27899
172,11.8499,15.108,3.0254
173,11.9187,14.86,2.75023
174,11.9876,17.122,1.86269
175,12.0565,16.809,1.6836
176,12.1254,14.943,1.64568
177,12.1943,14.919,2.04109
178,12.2632,15.042,1.63958
179,12.3321,9.257,1.27858
180,12.401,6.327,1.20687
181,12.4699,6.275,1.6863
182,12.5388,4.678,1.65831
183,12.6077,7.238,1.47689
184,12.6766,8.723,1.76226
185,12.7455,10.937,1.80117
186,12.8144,13.493,2.6162
187,12.8833,12.673,2.62627
188,12.9522,11.16,2.8977
189,13.0211,13.972,1.73562
190,13.09,17.818,1.73978
191,13.1588,20.346,1.91613
192,13.2277,20.606,2.03773
193,13.2966,19.769,1.83059
194,13.3655,14.259,1.56148
195,13.4344,8.489,1.54887
196,13.5033,8.693,1.38331
197,13.5722,9.11,1.56232
198,13.6411,8.366,1.46105
199,13.71,7.016,1.66201
200,13.7789,7.614,2.11227
201,13.8478,7.979,1.67704
202,13.9167,10.157,1.24909
203,13.9856,12.313,1.05562
204,14.0545,12.06,1.61702
205,14.1234,10.466,1.67875
206,14.1923,6.361,1.44275
207,14.2612,5.716,1.3931
208,14.3301,9.044,1.3008
209,14.3989,10.408,1.33154
210,14.4678,10.953,1.25802
211,14.5367,11.575,0.94479
212,14.6056,10.472,1.43322
213,14.6745,7.714,1.11579
214,14.7434,4.394,1.4591
215,14.8123,6.353,1.51726
216,14.8812,7.61,1.59689
217,14.9501,8.449,0.97662
218,15.019,9.029,1.7948
219,15.0879,5.593,1.41543
