,position (um),Fat2dICD intensity,Abi intensity
0,0.0,67.319,2.68576
1,0.0689,77.79,4.07014
2,0.1378,72.077,4.19444
3,0.2067,52.328,3.46831
4,0.2756,32.82,2.63325
5,0.3445,21.332,1.83945
6,0.4134,18.913,1.96699
7,0.4823,16.837,1.84766
8,0.5512,18.717,1.11487
9,0.6201,23.297,1.30924
10,0.6889,25.611,1.49808
11,0.7578,24.683,1.42452
12,0.8267,26.769,1.26104
13,0.8956,25.66,1.38315
14,0.9645,23.16,1.27335
15,1.0334,19.744,1.21716
16,1.1023,17.632,0.83512
17,1.1712,20.883,1.2051
18,1.2401,22.998,1.39436
19,1.309,23.162,1.52088
20,1.3779,19.931,1.34721
21,1.4468,18.616,1.24506
22,1.5157,17.614,1.13714
23,1.5846,15.994,1.05302
24,1.6535,17.238,0.99319
25,1.7224,18.667,1.55693
26,1.7913,21.518,1.41137
27,1.8602,25.126,1.60072
28,1.929,26.154,1.54908
29,1.9979,26.658,1.52957
30,2.0668,26.718,1.35382
31,2.1357,22.129,1.26305
32,2.2046,19.063,1.4563
33,2.2735,17.597,1.39814
34,2.3424,17.21,1.51122
35,2.4113,18.952,1.91362
36,2.4802,15.882,2.45269
37,2.5491,14.301,2.53497
38,2.618,11.268,2.12451
39,2.6869,10.933,1.94979
40,2.7558,10.728,2.15799
41,2.8247,12.246,2.49728
42,2.8936,13.158,2.39939
43,2.9625,12.448,2.43026
44,3.0314,14.537,2.08006
45,3.1003,16.405,1.92633
46,3.1691,17.068,2.28506
47,3.238,15.232,1.88543
48,3.3069,14.633,2.07113
49,3.3758,17.908,1.91873
50,3.4447,17.575,1.79593
51,3.5136,19.213,1.54805
52,3.5825,29.05,2.40151
53,3.6514,49.701,3.25902
54,3.7203,63.047,4.4446
55,3.7892,63.832,5.37719
56,3.8581,57.623,5.54288
57,3.927,42.257,5.61368
58,3.9959,26.502,4.51908
59,4.0648,19.31,3.45671
60,4.1337,14.932,2.14645
61,4.2026,10.56,1.72498
62,4.2715,12.85,1.35884
63,4.3404,10.169,0.77864
64,4.4092,8.252,1.99177
65,4.4781,5.494,1.80321
66,4.547,4.852,1.53027
67,4.6159,4.807,1.46312
68,4.6848,3.458,1.39277
69,4.7537,4.016,1.02917
70,4.8226,3.848,1.3138
71,4.8915,3.924,0.55107
72,4.9604,3.238,0.79857
73,5.0293,4.064,1.23763
74,5.0982,4.584,1.1526
75,5.1671,4.819,1.40988
76,5.236,4.885,2.22568
77,5.3049,6.116,2.15357
78,5.3738,4.741,2.00723
79,5.4427,4.088,1.54469
80,5.5116,3.503,1.26773
81,5.5805,5.097,0.85924
82,5.6493,4.899,0.94799
83,5.7182,4.878,1.67103
84,5.7871,3.991,1.25273
85,5.856,5.102,1.10094
86,5.9249,6.646,1.8142
87,5.9938,5.905,1.67151
88,6.0627,6.889,1.35534
89,6.1316,6.392,1.8046
90,6.2005,7.027,1.76409
91,6.2694,7.855,2.25313
92,6.3383,8.54,2.52188
93,6.4072,11.064,2.06349
94,6.4761,12.778,2.48756
95,6.545,17.331,3.01995
96,6.6139,21.871,2.58997
97,6.6828,21.4,2.48001
98,6.7517,26.312,3.29983
99,6.8206,34.594,4.43999
100,6.8894,46.891,3.97849
101,6.9583,49.767,3.6678
102,7.0272,43.549,4.1175
103,7.0961,37.353,3.94851
104,7.165,31.911,2.62618
105,7.2339,32.533,2.56879
106,7.3028,32.424,2.80677
107,7.3717,33.325,2.59312
108,7.4406,25.984,2.68753
109,7.5095,17.927,3.23406
110,7.5784,18.554,2.5948
111,7.6473,17.208,2.67868
112,7.7162,13.794,1.63148
113,7.7851,9.984,1.42998
114,7.854,10.058,1.57082
115,7.9229,8.073,1.07122
116,7.9918,11.141,0.99152
117,8.0607,14.549,1.40581
118,8.1296,17.419,2.02442
119,8.1984,23.085,2.65422
120,8.2673,20.667,1.54469
121,8.3362,15.152,1.62836
122,8.4051,12.019,1.40685
123,8.474,10.482,1.12276
124,8.5429,10.513,0.78935
125,8.6118,9.804,1.09214
126,8.6807,9.073,1.16645
127,8.7496,9.637,0.96124
128,8.8185,9.965,1.59997
129,8.8874,11.498,0.80294
130,8.9563,12.581,1.58228
131,9.0252,14.824,2.24856
132,9.0941,21.851,2.7068
133,9.163,29.129,3.25095
134,9.2319,41.728,4.66741
135,9.3008,46.661,4.97476
136,9.3697,43.201,2.94513
137,9.4385,42.957,2.44922
138,9.5074,44.079,2.56134
139,9.5763,42.613,3.438
140,9.6452,37.83,3.31393
141,9.7141,33.282,2.89617
142,9.783,25.393,2.7364
143,9.8519,22.031,2.89691
144,9.9208,17.078,1.97693
145,9.9897,16.144,1.50381
146,10.0586,16.747,1.49756
147,10.1275,17.26,1.60101
148,10.1964,15.059,2.1012
149,10.2653,14.009,2.91896
150,10.3342,13.419,2.99292
151,10.4031,16.05,2.4676
152,10.472,16.999,1.84447
153,10.5409,17.651,1.94633
154,10.6098,16.274,2.12403
155,10.6786,19.43,1.40057
156,10.7475,18.806,1.67965
157,10.8164,16.925,1.98364
158,10.8853,18.605,1.17025
159,10.9542,24.94,1.65533
160,11.0231,25.121,1.48826
161,11.092,28.656,1.60379
162,11.1609,24.452,1.75693
163,11.2298,19.913,1.49337
164,11.2987,15.472,1.88291
165,11.3676,13.101,1.54948
166,11.4365,15.486,1.44109
167,11.5054,18.205,1.69784
168,11.5743,26.117,1.73167
169,11.6432,36.233,1.30639
170,11.7121,39.668,2.38747
171,11.781,37.751,1.72329
172,11.8499,28.33,1.32268
173,11.9187,22.422,1.87905
174,11.9876,19.419,1.45843
175,12.0565,15.669,0.92962
176,12.1254,15.77,1.07538
177,12.1943,16.785,1.65047
178,12.2632,17.854,1.99246
179,12.3321,19.638,2.02932
180,12.401,21.529,1.75492
181,12.4699,25.153,2.69994
182,12.5388,28.047,2.27812
183,12.6077,28.262,2.12702
184,12.6766,27.63,2.4501
185,12.7455,22.918,1.70973
186,12.8144,19.016,1.84558
187,12.8833,19.659,2.26964
188,12.9522,19.562,2.59004
189,13.0211,19.115,2.46459
190,13.09,20.339,2.13916
191,13.1588,18.694,2.64527
192,13.2277,19.193,2.35302
193,13.2966,20.164,1.69398
194,13.3655,22.418,1.95863
195,13.4344,21.913,1.68651
196,13.5033,16.506,1.4634
197,13.5722,15.063,1.59581
198,13.6411,13.696,1.12651
199,13.71,13.435,1.602
200,13.7789,19.314,1.16179
201,13.8478,27.73,1.26082
202,13.9167,28.217,1.52883
203,13.9856,21.258,1.7818
204,14.0545,14.736,1.94843
205,14.1234,11.545,1.42008
206,14.1923,9.266,1.59194
207,14.2612,7.188,1.44712
208,14.3301,7.559,1.30867
209,14.3989,6.535,1.63541
210,14.4678,7.342,1.92826
211,14.5367,8.553,1.36002
212,14.6056,9.097,1.2952
213,14.6745,9.825,1.35037
214,14.7434,11.05,1.84375
215,14.8123,11.476,2.12612
216,14.8812,11.332,1.84671
217,14.9501,12.858,2.39575
218,15.019,14.971,1.95552
219,15.0879,19.334,2.28986
220,15.1568,21.629,1.54144
221,15.2257,16.943,1.45811
222,15.2946,13.782,1.10339
223,15.3635,18.572,0.75166
224,15.4324,29.267,1.41105
225,15.5013,39.028,2.76725
226,15.5702,40.655,3.63095
227,15.6391,36.607,4.07938
228,15.7079,23.015,3.30738
229,15.7768,17.05,1.97727
230,15.8457,13.737,1.56436
231,15.9146,8.703,1.13646
232,15.9835,6.446,0.7169
233,16.0524,6.551,0.9976
234,16.1213,6.309,1.43824
235,16.1902,5.772,1.15703
236,16.2591,6.518,0.6083
237,16.328,5.485,0.86325
238,16.3969,5.817,0.94444
239,16.4658,4.589,0.9512
240,16.5347,4.628,0.94897
241,16.6036,6.756,1.10269
242,16.6725,8.89,1.37042
243,16.7414,9.541,1.17915
244,16.8103,12.5,1.40823
245,16.8792,16.908,1.51555
246,16.948,20.29,1.37601
247,17.0169,23.764,1.63011
248,17.0858,24.399,1.80207
249,17.1547,24.016,1.44928
250,17.2236,25.193,1.19734
251,17.2925,26.12,1.58852
252,17.3614,24.905,2.21987
253,17.4303,22.797,2.09066
254,17.4992,24.244,2.26995
255,17.5681,25.324,2.10735
256,17.637,24.704,1.35541
257,17.7059,22.612,1.30188
258,17.7748,20.103,1.93327
259,17.8437,24.402,1.62231
260,17.9126,26.473,1.44254
261,17.9815,26.141,1.84656
262,18.0504,28.276,1.7896
263,18.1193,29.496,2.04173
264,18.1881,34.132,2.3006
265,18.257,45.127,2.4864
266,18.3259,71.37,2.96014
267,18.3948,90.776,3.56311
268,18.4637,91.912,4.15646
269,18.5326,92.583,5.27754
270,18.6015,94.907,5.57871
271,18.6704,94.605,4.84245
272,18.7393,79.825,4.10829
273,18.8082,68.366,3.95648
274,18.8771,57.292,2.92102
275,18.946,50.812,2.57898
276,19.0149,34.494,2.07795
277,19.0838,23.52,2.5085
278,19.1527,20.707,1.8219
279,19.2216,20.707,1.49199
280,19.2905,16.851,2.87224
281,19.3594,18.64,2.76457
282,19.4282,15.988,2.67925
283,19.4971,20.603,1.78185
284,19.566,21.612,1.77746
285,19.6349,14.483,1.58492
286,19.7038,14.52,1.49639
287,19.7727,10.82,1.19061
288,19.8416,9.996,2.17505
289,19.9105,9.913,1.26048
290,19.9794,10.11,1.02684
291,20.0483,10.335,1.53456
292,20.1172,10.411,1.5248
293,20.1861,8.574,1.39297
294,20.255,8.46,2.26291
295,20.3239,11.463,2.27835
296,20.3928,15.191,1.57544
297,20.4617,15.94,1.55459
298,20.5306,17.527,1.38884
299,20.5995,16.915,2.20127
300,20.6683,20.099,2.33163
301,20.7372,27.406,2.88538
302,20.8061,35.214,3.58358
303,20.875,29.254,3.1787
304,20.9439,28.246,3.00183
305,21.0128,25.538,2.60536
306,21.0817,22.634,2.30297
307,21.1506,18.448,2.55794
308,21.2195,15.955,2.51523
309,21.2884,13.525,2.33948
310,21.3573,11.862,1.47426
311,21.4262,12.154,1.96046
312,21.4951,10.618,1.63912
313,21.564,9.667,2.22928
314,21.6329,10.037,3.70413
315,21.7018,9.84,2.82476
316,21.7707,11.65,3.06763
317,21.8396,12.369,2.3066
318,21.9084,15.751,1.6548
319,21.9773,19.003,2.61389
320,22.0462,23.902,2.65413
321,22.1151,22.825,2.84557
322,22.184,21.547,3.04506
323,22.2529,24.697,3.23642
324,22.3218,21.47,2.31441
325,22.3907,15.076,2.49539
326,22.4596,9.141,2.68259
327,22.5285,8.579,1.71026
328,22.5974,9.129,2.24169
329,22.6663,11.087,2.72914
330,22.7352,15.897,2.0558
331,22.8041,20.161,2.0849
332,22.873,18.901,3.67167
333,22.9419,13.801,2.76457
334,23.0108,14.846,2.35527
335,23.0797,16.131,1.89454
336,23.1486,12.558,2.28858
337,23.2174,10.356,2.35166
338,23.2863,9.65,2.61131
339,23.3552,8.812,2.30572
340,23.4241,6.561,2.23493
341,23.493,9.317,2.53797
342,23.5619,12.369,2.33879
