,position (um),Fat2dICD intensity,Abi intensity
75,5.1671,85.945,6.9634
76,5.236,74.932,6.3517
77,5.3049,70.814,5.5854
78,5.3738,63.201,4.1665
79,5.4427,53.62,3.8526
80,5.5116,46.589,5.0369
81,5.5805,38.836,5.7686
82,5.6493,30.293,6.3642
83,5.7182,26.953,5.3294
84,5.7871,23.11,3.9458
85,5.856,20.746,2.9068
86,5.9249,20.349,2.8877
87,5.9938,24.088,2.738
88,6.0627,23.989,3.4593
89,6.1316,19.231,3.3063
90,6.2005,20.68,2.6981
91,6.2694,21.719,2.4494
92,6.3383,23.494,3.0059
93,6.4072,21.009,2.0708
94,6.4761,18.283,1.9375
95,6.545,14.116,2.7178
96,6.6139,10.23,2.5803
97,6.6828,10.667,2.4846
98,6.7517,11.106,2.6445
99,6.8206,16.26,3.0576
100,6.8894,21.845,2.5772
101,6.9583,27.463,1.7044
102,7.0272,29.623,2.6312
103,7.0961,30.718,1.9516
104,7.165,23.2,2.1064
105,7.2339,19.625,2.3988
106,7.3028,18.539,2.7808
107,7.3717,17.97,2.3202
108,7.4406,17.286,2.6378
109,7.5095,18.344,2.1692
110,7.5784,18.938,2.2565
111,7.6473,18.468,1.8421
112,7.7162,20.425,2.1827
113,7.7851,18.163,2.0177
114,7.854,15.446,1.734
115,7.9229,16.979,1.577
116,7.9918,16.162,2.0403
117,8.0607,19.625,1.9678
118,8.1296,20.22,3.1612
119,8.1984,18.863,3.2868
120,8.2673,19.196,3.4939
121,8.3362,16.51,4.5438
122,8.4051,15.243,4.5485
123,8.474,16.553,5.0284
124,8.5429,16.136,5.1752
125,8.6118,18.69,4.098
126,8.6807,19.117,3.7534
127,8.7496,22.758,3.8106
128,8.8185,19.757,3.8767
129,8.8874,15.254,3.4095
130,8.9563,13.344,3.9084
131,9.0252,15.746,3.6633
132,9.0941,18.005,3.3111
133,9.163,22.898,3.6541
134,9.2319,24.548,4.1092
135,9.3008,24.612,4.343
136,9.3697,22.184,3.9659
137,9.4385,20.571,3.6283
138,9.5074,14.428,3.3325
139,9.5763,14.821,3.1147
140,9.6452,22.414,3.5394
141,9.7141,29.194,4.4049
142,9.783,32.094,4.8025
143,9.8519,29.969,4.1102
144,9.9208,20.478,4.3221
145,9.9897,15.711,3.692
146,10.0586,17.758,3.4582
147,10.1275,20.365,3.4033
148,10.1964,22.297,2.7137
149,10.2653,20.47,3.5699
150,10.3342,19.406,4.2175
151,10.4031,29.587,4.0532
152,10.472,36.874,3.8544
153,10.5409,29.739,4.7259
154,10.6098,27.917,4.2145
155,10.6786,20.873,4.5522
156,10.7475,12.732,4.6437
157,10.8164,14.811,3.7103
158,10.8853,18.582,4.7919
159,10.9542,25.409,4.3498
160,11.0231,26.673,4.3028
161,11.092,24.95,4.3281
162,11.1609,17.801,3.3474
163,11.2298,14.566,3.1233
164,11.2987,11.777,2.8198
165,11.3676,8.814,2.8983
166,11.4365,9.681,3.7056
167,11.5054,10.719,2.9122
168,11.5743,9.77,3.4426
169,11.6432,10.354,2.4425
170,11.7121,7.939,2.7894
171,11.781,7.329,3.0452
172,11.8499,6.488,3.1446
173,11.9187,6.259,2.7836
174,11.9876,7.262,2.1028
175,12.0565,8.402,2.6512
176,12.1254,12.9,3.45
177,12.1943,17.036,3.7894
178,12.2632,20.938,3.4236
179,12.3321,19.542,3.7174
180,12.401,19.182,2.3489
181,12.4699,15.085,2.3904
182,12.5388,12.748,2.3809
183,12.6077,11.635,1.7067
184,12.6766,13.824,1.8436
185,12.7455,16.559,2.3121
186,12.8144,18.224,2.1615
187,12.8833,18.517,2.9004
188,12.9522,21.29,2.2869
189,13.0211,20.359,1.9537
190,13.09,19.655,2.3008
191,13.1588,22.842,3.9421
192,13.2277,24.382,5.1393
193,13.2966,22.756,6.996
194,13.3655,22.41,7.0586
195,13.4344,25.265,5.2475
196,13.5033,24.305,6.7322
197,13.5722,21.113,5.1785
198,13.6411,20.857,4.0588
199,13.71,25.164,3.5728
200,13.7789,29.911,4.7529
201,13.8478,34.544,5.3238
202,13.9167,35.591,5.6653
203,13.9856,34.673,6.0262
204,14.0545,33.073,5.78
205,14.1234,26.893,5.0329
206,14.1923,23.127,4.4187
207,14.2612,19.651,3.0965
208,14.3301,28.533,2.2773
209,14.3989,35.219,2.7177
210,14.4678,40.218,3.4271
211,14.5367,42.143,4.4181
212,14.6056,37.153,4.2981
213,14.6745,34.146,2.9989
214,14.7434,26.793,3.8038
215,14.8123,21.606,2.5839
216,14.8812,26.144,1.4711
217,14.9501,30.485,2.4396
218,15.019,32.016,3.1908
219,15.0879,33.889,3.7041
220,15.1568,35.629,3.9584
221,15.2257,42.882,4.8667
222,15.2946,48.562,4.8754
223,15.3635,51.439,8.0818
224,15.4324,55.487,9.0853
225,15.5013,50.917,7.2781
226,15.5702,35.603,5.5248
227,15.6391,25.482,3.4084
228,15.7079,19.256,2.2515
229,15.7768,18.47,1.9047
230,15.8457,18.996,1.698
231,15.9146,22.336,1.8772
232,15.9835,17.621,2.554
233,16.0524,13.894,2.0021
234,16.1213,10.879,1.4926
235,16.1902,11.378,1.3345
236,16.2591,14.228,1.8
237,16.328,15.323,2.3657
238,16.3969,14.546,1.5624
239,16.4658,13.109,1.0652
240,16.5347,13.15,1.323
241,16.6036,12.878,0.848
242,16.6725,11.248,1.2431
243,16.7414,10.58,0.8215
244,16.8103,12.311,1.2707
245,16.8792,15.757,1.2631
246,16.948,21.568,2.1289
247,17.0169,21.857,2.1278
248,17.0858,19.676,2.5366
249,17.1547,16.681,1.4735
250,17.2236,17.152,1.406
251,17.2925,15.705,1.6602
252,17.3614,15.413,1.1627
253,17.4303,15.979,1.8591
254,17.4992,17.454,1.4386
255,17.5681,16.715,1.4555
256,17.637,11.311,1.4756
257,17.7059,8.087,1.5672
258,17.7748,6.935,1.0303
259,17.8437,10.092,0.9105
260,17.9126,11.441,0.9603
261,17.9815,10.326,1.4395
262,18.0504,11.37,1.3856
263,18.1193,13.231,0.9618
264,18.1881,9.421,1.847
265,18.257,8.648,1.6645
266,18.3259,10.782,1.2574
267,18.3948,9.202,1.2722
268,18.4637,7.431,2.418
269,18.5326,7.198,2.3197
270,18.6015,7.437,1.7174
271,18.6704,6.552,2.3731
272,18.7393,7.213,1.8502
273,18.8082,9.088,2.1239
274,18.8771,10.81,1.7592
275,18.946,11.277,1.4814
276,19.0149,12.241,1.5744
277,19.0838,15.029,1.5045
278,19.1527,16.881,1.0995
279,19.2216,20.569,1.0059
280,19.2905,25.376,1.753
281,19.3594,28.833,1.934
282,19.4282,34.063,2.2765
283,19.4971,50.553,3.9451
284,19.566,70.262,5.9472
285,19.6349,75.581,9.0984
286,19.7038,78.959,8.9966
287,19.7727,68.948,7.0309
288,19.8416,55.793,4.0814
289,19.9105,42.907,2.9357
290,19.9794,36.985,2.1993
291,20.0483,30.291,2.2977
292,20.1172,20.806,2.6379
293,20.1861,12.184,3.4917
294,20.255,10.812,3.0013
295,20.3239,8.426,3.4504
296,20.3928,8.345,2.3251
297,20.4617,8.222,2.3935
298,20.5306,6.77,2.0644
299,20.5995,7.274,1.4988
300,20.6683,8.271,1.8692
301,20.7372,9.745,1.6557
302,20.8061,11.408,1.4428
303,20.875,12.057,2.4587
304,20.9439,16.844,2.6935
305,21.0128,21.58,2.4067
306,21.0817,22.99,2.1702
307,21.1506,20.855,1.7969
308,21.2195,17.139,1.6106
309,21.2884,17.562,2.3848
310,21.3573,17.933,2.1707
311,21.4262,17.558,2.5874
312,21.4951,14.998,2.0794
313,21.564,11.001,2.1219
314,21.6329,9.047,1.5019
315,21.7018,6.162,1.6482
316,21.7707,6.888,1.9396
317,21.8396,9.99,1.8814
318,21.9084,16.606,2.9455
319,21.9773,30.863,4.1965
320,22.0462,34.953,4.1805
321,22.1151,34.597,3.4685
322,22.184,27.087,3.03
323,22.2529,20.691,2.6981
324,22.3218,14.821,2.5
325,22.3907,10.404,2.7846
326,22.4596,10.235,2.0741
327,22.5285,8.902,2.0632
328,22.5974,10.238,1.7756
329,22.6663,8.92,1.2316
330,22.7352,12.755,1.988
331,22.8041,14.044,2.0875
332,22.873,17.781,1.5902
333,22.9419,19.506,2.2721
334,23.0108,19.026,1.9367
335,23.0797,17.857,1.5236
336,23.1486,17.664,1.9087
337,23.2174,20.235,2.3061
338,23.2863,24.578,2.581
339,23.3552,28.851,2.873
340,23.4241,26.833,2.798
341,23.493,29.161,3.0924
342,23.5619,28.723,2.977
343,23.6308,26.157,2.5519
344,23.6997,29.082,2.5297
345,23.7686,30.506,2.7787
346,23.8375,32.997,2.747
347,23.9064,34.766,3.1317
348,23.9753,34.659,2.8304
349,24.0442,36.713,3.2438
350,24.1131,47.857,3.0586
351,24.182,53.805,3.1355
352,24.2509,44.804,3.2684
353,24.3198,35.209,2.6937
354,24.3887,25.918,2.2084
355,24.4575,25.795,1.6659
356,24.5264,23.226,1.9839
357,24.5953,22.741,1.8911
358,24.6642,23.08,2.412
359,24.7331,23.324,1.5251
360,24.802,18.716,2.4614
361,24.8709,25.878,2.4528
362,24.9398,28.421,2.8409
363,25.0087,29.676,1.6837
364,25.0776,34.239,2.5158
365,25.1465,36.385,2.6142
366,25.2154,32.023,1.893
367,25.2843,29.442,2.6346
368,25.3532,28.279,2.6625
369,25.4221,25.377,3.1064
370,25.491,19.887,2.3997
371,25.5599,15.917,2.4849
372,25.6288,13.833,2.2032
373,25.6976,12.535,1.918
374,25.7665,17.878,1.3243
375,25.8354,26.017,1.1916
376,25.9043,27.863,1.8435
377,25.9732,27.292,2.0746
378,26.0421,26.603,2.3279
379,26.111,26.624,2.9351
380,26.1799,30.005,2.9743
381,26.2488,29.159,2.3991
382,26.3177,26.108,2.4828
383,26.3866,22.762,3.2347
384,26.4555,21.24,2.1896
385,26.5244,26.908,1.5606
386,26.5933,26.997,1.7154
387,26.6622,26.257,1.5484
388,26.7311,30.448,1.6082
389,26.8,25.841,1.6486
390,26.8689,22.777,1.4399
391,26.9377,22.308,1.4622
392,27.0066,25.9,1.6951
393,27.0755,29.511,1.8897
394,27.1444,27.63,1.995
395,27.2133,25.244,1.6101
396,27.2822,24.444,1.3567
397,27.3511,25.409,1.5863
398,27.42,27.102,1.0572
399,27.4889,33.396,1.3666
400,27.5578,43.515,1.7899
401,27.6267,44.433,3.438
402,27.6956,44.904,3.7239
403,27.7645,37.932,4.3744
404,27.8334,30.826,4.2415
405,27.9023,32.343,3.1045
406,27.9712,34.832,3.3068
407,28.0401,35.972,3.4005
408,28.109,34.679,3.3839
409,28.1778,34.468,2.4313
410,28.2467,33.188,2.5796
411,28.3156,32.915,2.9884
412,28.3845,28.908,2.0323
413,28.4534,26.163,2.4015
414,28.5223,20.329,1.2184
415,28.5912,15.597,1.3143
416,28.6601,13.881,1.8597
417,28.729,14.344,1.8848
418,28.7979,15.285,1.9545
419,28.8668,22.121,1.4164
420,28.9357,24.499,1.6264
421,29.0046,27.475,2.2892
422,29.0735,32.374,2.1299
423,29.1424,35.483,2.8529
424,29.2113,30.795,2.4085
425,29.2802,25.683,2.8211
426,29.3491,24.416,3.027
427,29.4179,28.458,2.1329
428,29.4868,34.73,1.9161
429,29.5557,37.065,1.9532
430,29.6246,40.435,2.1572
431,29.6935,43.956,2.637
432,29.7624,39.533,1.9535
433,29.8313,43.98,2.4148
434,29.9002,51.491,3.0044
435,29.9691,72.241,4.9982
436,30.038,93.061,6.2809
437,30.1069,90.66,6.6835
438,30.1758,75.785,5.4306
439,30.2447,54.475,4.1408
440,30.3136,39.693,2.5863
441,30.3825,31.455,1.7693
442,30.4514,24.123,1.7394
443,30.5203,22.218,1.2835
444,30.5892,18.169,2.0735
445,30.6581,15.576,2.1429
446,30.7269,14.579,2.3897
447,30.7958,15.569,1.7012
448,30.8647,18.858,2.2737
449,30.9336,21.282,1.9924
450,31.0025,28.588,2.377
451,31.0714,30.094,2.8934
452,31.1403,35.87,3.55
453,31.2092,43.359,3.7972
454,31.2781,41.963,3.7682
455,31.347,32.858,4.0846
456,31.4159,25.83,2.415
457,31.4848,28.435,2.7535
458,31.5537,21.005,3.5961
459,31.6226,20.672,3.2672
460,31.6915,17.985,2.206
461,31.7604,15.3,2.8177
462,31.8293,18.861,2.736
463,31.8982,19.084,2.6941
464,31.967,21.373,2.7545
465,32.0359,26.112,2.1974
466,32.1048,29.288,2.1095
467,32.1737,30.907,2.388
468,32.2426,31.368,3.0903
469,32.3115,22.585,3.1379
470,32.3804,18.139,3.6444
471,32.4493,17.371,3.0378
472,32.5182,16.189,2.8409
473,32.5871,19.748,2.593
474,32.656,17.269,2.2989
475,32.7249,11.816,2.5013
476,32.7938,10.106,3.0617
477,32.8627,5.871,2.7762
478,32.9316,5.223,2.7248
479,33.0005,7.008,2.7378
480,33.0694,7.73,3.1608
481,33.1383,7.096,3.0692
482,33.2071,7.992,2.8777
483,33.276,8.902,2.6064
484,33.3449,10.673,3.5166
485,33.4138,12.022,2.7221
486,33.4827,16.465,1.924
487,33.5516,17.589,2.5656
488,33.6205,19.077,2.9354
489,33.6894,18.856,2.766
490,33.7583,22.213,3.1469
491,33.8272,23.359,3.2831
492,33.8961,28.225,3.6005
493,33.965,25.762,3.6262
494,34.0339,28.276,3.4235
495,34.1028,28.116,3.3694
496,34.1717,25.869,3.6338
497,34.2406,28.327,2.9174
498,34.3095,34.338,3.2667
499,34.3784,41.464,3.5656
500,34.4472,59.756,4.4909
501,34.5161,75.059,5.0612
502,34.585,94.079,5.2343
503,34.6539,112.212,5.5921
504,34.7228,103.724,4.7727
505,34.7917,84.15,5.0978
506,34.8606,68.066,4.2378
507,34.9295,47.532,3.7236
508,34.9984,34.001,2.8029
509,35.0673,23.404,1.4618
510,35.1362,19.917,2.0563
511,35.2051,16.0,2.1105
512,35.274,12.801,1.2683
513,35.3429,12.217,1.3474
514,35.4118,10.583,1.7637
515,35.4807,9.394,1.3917
516,35.5496,7.756,1.6958
517,35.6185,9.115,1.5387
518,35.6873,9.917,2.0945
519,35.7562,10.318,1.6776
520,35.8251,11.243,1.0792
521,35.894,12.268,1.1901
522,35.9629,8.45,1.2221
523,36.0318,6.046,1.2042
524,36.1007,5.829,0.9811
525,36.1696,7.426,0.8216
526,36.2385,6.18,0.7021
527,36.3074,5.753,1.1522
528,36.3763,5.687,0.7847
529,36.4452,7.081,0.9548
530,36.5141,9.756,0.9201
531,36.583,8.362,0.658
532,36.6519,9.671,1.0603
533,36.7208,10.149,1.6737
534,36.7897,10.064,1.0905
535,36.8586,11.585,1.0958
536,36.9274,12.021,1.5225
537,36.9963,10.542,1.4021
538,37.0652,9.621,1.8116
539,37.1341,10.151,1.8847
540,37.203,9.323,2.3211
541,37.2719,12.45,1.9745
542,37.3408,18.832,2.7032
543,37.4097,21.131,2.1807
544,37.4786,20.78,2.8945
545,37.5475,19.982,3.5914
546,37.6164,19.827,3.1494
547,37.6853,21.673,2.6268
548,37.7542,17.953,2.7328
549,37.8231,15.624,2.3961
550,37.892,13.734,2.125
551,37.9609,14.503,1.7351
552,38.0298,11.927,1.2548
553,38.0987,11.104,0.8973
554,38.1675,9.339,1.2204
555,38.2364,8.84,1.6085
556,38.3053,7.353,1.627
557,38.3742,7.77,1.3353
558,38.4431,8.23,1.7849
559,38.512,8.902,1.1192
560,38.5809,9.146,1.0285
561,38.6498,9.807,1.7142
562,38.7187,8.219,1.1278
563,38.7876,7.806,1.4388
564,38.8565,9.075,1.4533
565,38.9254,10.876,1.4879
566,38.9943,15.862,1.5504
567,39.0632,18.553,3.367
568,39.1321,21.072,2.9341
569,39.201,21.771,2.8377
570,39.2699,17.95,3.021
571,39.3388,15.598,2.2744
572,39.4076,13.077,2.4992
573,39.4765,11.706,1.8756
574,39.5454,12.253,2.4171
575,39.6143,12.703,1.9967
576,39.6832,12.068,1.4904
577,39.7521,11.881,1.5831
578,39.821,13.301,1.4102
579,39.8899,13.931,1.4384
580,39.9588,15.137,1.4092
581,40.0277,16.313,1.2587
582,40.0966,17.77,1.554
583,40.1655,18.506,1.5015
584,40.2344,14.334,1.522
585,40.3033,11.764,1.7176
586,40.3722,9.692,1.46
587,40.4411,9.663,2.0265
588,40.51,10.684,1.821
589,40.5789,13.198,2.165
590,40.6478,14.574,2.8278
591,40.7166,16.683,3.3022
592,40.7855,23.812,2.4734
593,40.8544,27.099,2.2607
594,40.9233,29.845,2.6244
595,40.9922,25.796,3.2391
596,41.0611,24.093,2.8131
597,41.13,26.774,2.6346
598,41.1989,23.37,3.0312
599,41.2678,24.258,2.4604
600,41.3367,19.902,2.1881
601,41.4056,16.111,1.8126
602,41.4745,13.171,1.6712
603,41.5434,14.208,1.4626
604,41.6123,19.143,1.6691
605,41.6812,26.851,1.4974
606,41.7501,23.48,2.0883
607,41.819,21.203,2.7721
608,41.8879,18.745,1.8714
609,41.9567,19.75,1.6687
610,42.0256,24.618,1.4904
611,42.0945,26.652,2.625
612,42.1634,31.157,1.7387
613,42.2323,31.327,1.4143
614,42.3012,35.011,1.0019
615,42.3701,37.896,1.3715
616,42.439,48.788,2.158
617,42.5079,59.082,3.7781
618,42.5768,67.588,4.9115
619,42.6457,63.918,6.069
620,42.7146,60.705,6.6209
621,42.7835,67.41,6.2236
622,42.8524,76.541,5.8468
623,42.9213,81.185,5.1179
624,42.9902,74.351,4.1026
625,43.0591,64.94,4.6308
626,43.128,57.17,4.3359
627,43.1968,46.424,3.7964
628,43.2657,46.751,3.7711
629,43.3346,44.536,2.4883
630,43.4035,38.415,2.7142
631,43.4724,38.602,2.736
632,43.5413,35.942,2.7698
633,43.6102,34.523,2.1561
634,43.6791,36.551,1.8208
635,43.748,37.391,2.1862
636,43.8169,44.504,2.2792
637,43.8858,53.459,2.9511
638,43.9547,61.222,3.9983
639,44.0236,67.114,3.8043
640,44.0925,69.591,4.7733
641,44.1614,66.722,4.8504
642,44.2303,61.018,5.8283
643,44.2992,54.598,5.4701
644,44.3681,41.514,4.9383
645,44.437,34.385,4.0391
646,44.5058,29.319,2.9892
647,44.5747,21.863,2.3664
648,44.6436,14.393,1.4432
649,44.7125,9.293,1.7687
650,44.7814,8.197,0.818
651,44.8503,7.382,0.9981
652,44.9192,7.424,0.9986
653,44.9881,6.477,1.6251
654,45.057,9.411,2.0095
655,45.1259,12.847,1.1639
656,45.1948,15.749,1.4579
657,45.2637,20.761,2.0889
658,45.3326,27.732,3.2462
659,45.4015,27.156,2.4315
660,45.4704,28.707,1.972
661,45.5393,23.181,2.201
662,45.6082,29.565,2.0317
663,45.6771,32.396,2.577
664,45.7459,36.096,2.773
665,45.8148,32.976,2.8219
666,45.8837,18.367,2.5684
667,45.9526,9.29,1.6256
668,46.0215,7.231,1.7737
669,46.0904,8.426,1.9128
670,46.1593,6.252,1.5425
671,46.2282,6.45,1.9424
672,46.2971,8.613,1.9596
673,46.366,10.153,2.5979
674,46.4349,12.834,2.5984
675,46.5038,13.587,2.8057
676,46.5727,13.74,2.4041
677,46.6416,11.647,1.5706
678,46.7105,12.679,1.7887
679,46.7794,20.567,1.18
680,46.8483,21.244,1.3435
681,46.9172,24.886,1.4037
682,46.986,17.169,1.741
683,47.0549,15.198,1.5822
684,47.1238,19.025,1.2983
685,47.1927,20.707,1.7216
686,47.2616,20.595,2.1196
687,47.3305,15.226,1.753
688,47.3994,13.366,1.9387
689,47.4683,11.115,2.5587
690,47.5372,11.571,2.3712
691,47.6061,11.995,2.4241
692,47.675,8.5,2.3346
693,47.7439,7.377,2.1266
694,47.8128,9.126,2.4926
695,47.8817,13.3,2.9164
696,47.9506,17.737,4.7197
697,48.0195,18.029,3.7955
698,48.0884,19.404,3.8638
699,48.1573,16.15,3.5094
700,48.2261,15.573,3.5224
701,48.295,14.711,2.984
702,48.3639,16.03,2.3529
703,48.4328,19.38,2.542
704,48.5017,24.981,1.9816
705,48.5706,24.255,1.7463
706,48.6395,24.392,2.309
707,48.7084,20.059,2.2387
708,48.7773,15.734,2.5829
709,48.8462,16.481,2.7096
710,48.9151,12.697,2.8602
711,48.984,12.648,2.9541
712,49.0529,12.729,2.7219
713,49.1218,16.979,3.5858
714,49.1907,14.291,3.443
715,49.2596,10.966,2.3813
716,49.3285,9.797,2.2965
717,49.3974,9.639,2.3724
718,49.4662,11.044,2.7642
719,49.5351,15.757,1.9419
720,49.604,18.779,2.5919
721,49.6729,22.315,2.577
722,49.7418,25.195,2.9707
723,49.8107,25.943,2.905
724,49.8796,24.415,3.3376
725,49.9485,21.344,4.2529
726,50.0174,19.751,4.2633
727,50.0863,20.716,4.4273
728,50.1552,18.754,3.7281
729,50.2241,18.872,3.2224
730,50.293,27.239,3.8025
731,50.3619,41.666,4.3269
732,50.4308,52.584,3.7271
733,50.4997,56.883,4.4874
734,50.5686,55.87,5.1538
735,50.6375,53.193,6.3538
736,50.7063,61.325,8.2052
737,50.7752,55.772,10.5297
738,50.8441,37.629,7.4932
739,50.913,23.827,5.1776
740,50.9819,13.139,2.8035
741,51.0508,10.291,2.1618
742,51.1197,8.795,1.7561
743,51.1886,9.238,1.8531
744,51.2575,9.853,1.617
745,51.3264,7.962,0.7379
746,51.3953,6.719,1.2104
747,51.4642,8.026,1.5696
748,51.5331,9.141,1.4382
749,51.602,8.472,1.1179
750,51.6709,6.732,1.4695
751,51.7398,7.915,1.4394
752,51.8087,7.302,1.4435
753,51.8776,8.275,1.3443
754,51.9464,10.256,1.0707
755,52.0153,8.681,0.9765
756,52.0842,12.13,0.9879
757,52.1531,11.993,1.3976
758,52.222,10.168,1.2657
759,52.2909,10.898,1.0591
760,52.3598,9.199,0.8748
761,52.4287,10.09,1.6867
762,52.4976,14.588,2.0798
763,52.5665,17.698,2.3534
764,52.6354,17.878,1.9091
765,52.7043,21.956,1.8325
766,52.7732,25.923,2.5965
767,52.8421,29.054,3.0566
768,52.911,29.292,2.8906
769,52.9799,33.764,3.1987
770,53.0488,44.995,3.795
771,53.1177,53.91,4.1704
772,53.1866,60.22,3.9622
773,53.2554,56.474,3.9848
774,53.3243,65.625,4.5791
775,53.3932,73.808,4.83
776,53.4621,70.945,5.4179
777,53.531,63.117,5.0452
778,53.5999,53.283,4.3237
779,53.6688,40.897,4.1311
780,53.7377,43.005,4.0222
781,53.8066,40.575,4.3502
782,53.8755,36.127,4.1492
783,53.9444,39.311,4.3418
784,54.0133,44.129,4.2055
785,54.0822,57.617,4.5587
786,54.1511,64.498,5.1837
787,54.22,63.816,5.1675
788,54.2889,65.633,6.2812
789,54.3578,57.18,5.6834
790,54.4267,46.577,5.9079
791,54.4955,44.391,5.837
792,54.5644,40.326,6.0607
793,54.6333,43.252,5.9235
794,54.7022,43.041,8.1293
795,54.7711,38.592,5.8632
796,54.84,32.527,4.4324
797,54.9089,26.971,3.6535
798,54.9778,24.045,4.413
799,55.0467,19.965,4.7007
800,55.1156,18.49,4.6734
801,55.1845,22.469,4.6553
802,55.2534,23.628,4.0199
803,55.3223,29.965,3.8668
804,55.3912,27.406,3.579
805,55.4601,20.223,3.2963
806,55.529,18.461,2.821
807,55.5979,17.052,2.4562
808,55.6668,15.3,2.2848
809,55.7356,16.29,2.1628
810,55.8045,15.699,1.5871
811,55.8734,11.836,2.3548
812,55.9423,12.024,2.2206
813,56.0112,11.259,2.3941
814,56.0801,9.481,2.3193
815,56.149,8.784,1.7319
816,56.2179,6.449,1.2353
817,56.2868,5.85,1.0391
818,56.3557,5.624,1.319
819,56.4246,4.591,1.253
820,56.4935,6.483,1.9187
821,56.5624,6.69,1.8249
822,56.6313,6.905,1.299
823,56.7002,6.204,1.2332
824,56.7691,8.289,1.5855
825,56.838,8.716,1.0891
826,56.9069,6.688,0.966
827,56.9757,6.399,1.3188
828,57.0446,7.366,1.092
829,57.1135,6.591,1.7325
830,57.1824,7.666,1.1889
831,57.2513,6.851,1.3131
832,57.3202,5.725,1.5939
833,57.3891,5.673,1.2208
834,57.458,6.129,1.755
835,57.5269,6.744,1.0878
836,57.5958,6.819,1.764
837,57.6647,8.123,1.7453
838,57.7336,6.706,1.5398
839,57.8025,6.103,1.8713
840,57.8714,5.498,1.9594
841,57.9403,5.31,1.8139
842,58.0092,4.62,1.3763
843,58.0781,4.653,0.8718
844,58.147,5.924,1.1832
845,58.2159,9.722,0.697
846,58.2847,11.601,1.0658
847,58.3536,13.913,1.8732
848,58.4225,17.074,2.6013
849,58.4914,17.464,2.6087
850,58.5603,15.587,2.7784
851,58.6292,15.567,1.5522
852,58.6981,11.599,1.7017
853,58.767,8.743,2.2087
854,58.8359,9.957,1.7759
855,58.9048,9.522,2.0865
856,58.9737,10.566,2.4264
857,59.0426,11.215,1.8569
858,59.1115,13.374,1.7355
859,59.1804,12.968,2.2498
860,59.2493,11.017,2.0702
861,59.3182,12.3,1.3914
862,59.3871,15.174,1.3257
863,59.456,15.795,1.5418
864,59.5248,17.606,1.3341
865,59.5937,13.333,1.2185
866,59.6626,12.455,1.0031
867,59.7315,9.408,1.3203
868,59.8004,11.367,1.4186
869,59.8693,13.311,1.4358
870,59.9382,17.824,1.5221
871,60.0071,21.172,2.7314
872,60.076,25.801,3.6177
873,60.1449,30.046,5.3679
874,60.2138,33.698,6.5223
875,60.2827,39.358,5.919
876,60.3516,49.328,5.9139
877,60.4205,73.512,8.417
878,60.4894,101.401,8.69
879,60.5583,120.155,10.7064
880,60.6272,116.479,11.488
881,60.6961,93.964,12.3821
882,60.7649,76.114,10.5428
